번호,시군구명,동명,리명,도로명,교차로명,위도,경도
4265,연제구,연산동,,고분로123번길 50,,35.18565625,129.0987719
4266,연제구,연산동,,고분로123번길 44,,35.18565762,129.0985374
4267,연제구,연산동,,,연일중학교,35.18567087,129.0976378
4268,연제구,연산동,,,연일중학교,35.18567039,129.0976024
4269,연제구,연산동,,,연일중학교,35.18564408,129.0975213
4270,연제구,연산동,,,연일중학교,35.18564201,129.0976370
4271,연제구,연산동,,,연일중학교,35.18564159,129.0976013
4272,연제구,연산동,,고분로143번길 14,연일중학교,35.18560734,129.0977147
4273,연제구,연산동,,고분로 147,연일중학교,35.18561043,129.0976082
4274,연제구,연산동,,고분로143번길 14,연일중학교,35.18561096,129.0976446
4275,연제구,연산동,,고분로 147,연일중학교,35.18558063,129.0976089
4276,연제구,연산동,,고분로143번길 14,연일중학교,35.18557982,129.0976425
4277,연제구,연산동,,과정로237번길 91,동래소방본부,35.18474454,129.1056866
4278,연제구,연산동,,과정로237번길 91,동래소방본부,35.18475272,129.1056618
4279,연제구,연산동,,과정로237번길 91,동래소방본부,35.18474403,129.1055447
4280,연제구,연산동,,과정로237번길 91,동래소방본부,35.18473396,129.1055707
4281,연제구,연산동,,,동래소방본부,35.18481920,129.1054548
4282,연제구,연산동,,,,35.18563045,129.0966056
4283,연제구,연산동,,고분로123번길 9,,35.18562731,129.0966405
4284,연제구,연산동,,고분로123번길 9,,35.18562604,129.0966690
4285,연제구,연산동,,,,35.18565569,129.0966060
4286,연제구,연산동,,,,35.18565255,129.0966439
4287,연제구,연산동,,,,35.18565066,129.0966690
4288,연제구,연산동,,고분로123번길 9,,35.18563399,129.0965221
4289,연제구,연산동,,,,35.18565778,129.0965574
4290,연제구,연산동,,,,35.18569121,129.0965133
4291,연제구,연산동,,,,35.18571451,129.0966536
4292,연제구,연산동,,,,35.18571518,129.0966162
4293,연제구,연산동,,,,35.18571537,129.0965825
4294,연제구,연산동,,,,35.18568797,129.0966529
4295,연제구,연산동,,,,35.18568915,129.0966151
4296,연제구,연산동,,,,35.18568867,129.0965810
4297,연제구,연산동,,고분로123번길 9,연일초교,35.18571146,129.0960878
4298,연제구,연산동,,고분로123번길 9,연일초교,35.18571060,129.0960512
4299,연제구,연산동,,고분로123번길 9,연일초교,35.18571051,129.0960175
4300,연제구,연산동,,,연일초교,35.18573909,129.0960874
4301,연제구,연산동,,,연일초교,35.18573971,129.0960498
4302,연제구,연산동,,,연일초교,35.18574019,129.0960176
4303,연제구,연산동,,고분로112번길 2,,35.18571383,129.0953010
4304,연제구,연산동,,고분로112번길 2,,35.18574114,129.0953000
4305,연제구,거제동,,,,35.19111697,129.0804447
4306,연제구,거제동,,중앙대로 1168,,35.19114845,129.0804366
4307,연제구,거제동,,중앙대로 1178-1,현대자동차써비스,35.19198628,129.0801850
4308,연제구,거제동,,중앙대로 1178-1,현대자동차써비스,35.19201759,129.0801774
4309,연제구,거제동,,중앙대로 1178-1,현대자동차써비스,35.19199097,129.0802151
4310,연제구,거제동,,중앙대로 1178-1,현대자동차써비스,35.19201781,129.0801460
4311,연제구,거제동,,중앙대로 1178-2,현대자동차써비스,35.19204949,129.0801394
4312,연제구,거제동,,중앙대로 1178-2,현대자동차써비스,35.19206980,129.0800068
4313,연제구,거제동,,중앙대로 1178-2,현대자동차써비스,35.19207341,129.0800356
4314,연제구,거제동,,중앙대로 1178-1,현대자동차써비스,35.19202729,129.0800187
4315,연제구,거제동,,중앙대로 1178-1,현대자동차써비스,35.19202799,129.0800466
4316,연제구,연산동,,고분로191번길 16,,35.18531595,129.1044860
4317,연제구,연산동,,고분로191번길 16,,35.18533285,129.1044455
4318,연제구,연산동,,고분로191번길 16,,35.18528867,129.1044690
4319,연제구,연산동,,고분로191번길 16,,35.18530855,129.1044291
4320,연제구,연산동,,고분로191번길 16,,35.18526734,129.1044563
4321,연제구,연산동,,고분로191번길 16,,35.18528673,129.1044152
4322,연제구,연산동,,,토곡LG아파트,35.18542558,129.1036397
4323,연제구,연산동,,,토곡LG아파트,35.18542134,129.1036830
4324,연제구,연산동,,,토곡LG아파트,35.18545081,129.1036375
4325,연제구,연산동,,,토곡LG아파트,35.18544750,129.1036853
4326,연제구,연산동,,,토곡LG아파트,35.18548024,129.1036398
4327,연제구,연산동,,,토곡LG아파트,35.18547366,129.1036910
4328,연제구,연산동,,,토곡LG아파트,35.18553708,129.1031084
4329,연제구,연산동,,,토곡LG아파트,35.18553775,129.1030721
4330,연제구,연산동,,,토곡LG아파트,35.18556671,129.1031095
4331,연제구,연산동,,,토곡LG아파트,35.18556728,129.1030743
4332,연제구,연산동,,,토곡LG아파트,35.18554805,129.1029714
4333,연제구,연산동,,,토곡LG아파트,35.18554837,129.1029303
4334,연제구,연산동,,,토곡LG아파트,35.18554954,129.1028833
4335,연제구,연산동,,,토곡LG아파트,35.18558017,129.1029331
4336,연제구,연산동,,,토곡LG아파트,35.18557850,129.1028906
4337,연제구,연산동,,톳고개로 16,,35.18557250,129.1018706
4338,연제구,연산동,,톳고개로 16,,35.18557325,129.1018310
4339,연제구,연산동,,톳고개로 16,,35.18554691,129.1018310
4340,연제구,거제동,,,거제1동새마을금고,35.19220707,129.0783076
4341,연제구,거제동,,거제대로 297,거제1동새마을금고,35.19216901,129.0783344
4342,연제구,거제동,,거제대로 297,거제1동새마을금고,35.19213253,129.0783520
4343,연제구,거제동,,,,35.19103506,129.0680392
4344,연제구,거제동,,,거성로타리,35.19109290,129.0680013
4345,연제구,거제동,,거제대로 297,거제1동새마을금고,35.19209701,129.0783718
4346,연제구,거제동,,거제대로 297,거제1동새마을금고,35.19205822,129.0783919
4347,연제구,거제동,,,,35.18963668,129.0679324
4348,연제구,거제동,,,,35.18965943,129.0679264
4349,연제구,거제동,,,,35.18968745,129.0677813
4350,연제구,거제동,,,,35.18965517,129.0677901
4351,연제구,거제동,,,거성로타리,35.19014574,129.0677737
4352,연제구,거제동,,,거성로타리,35.19016837,129.0677677
4353,연제구,거제동,,거평로 12-18,거성로타리,35.19014171,129.0677430
4354,연제구,거제동,,거평로 12-18,거성로타리,35.19016232,129.0677377
4355,연제구,거제동,,,거성로타리,35.19044610,129.0676203
4356,연제구,거제동,,,거성로타리,35.19043023,129.0676209
4357,연제구,거제동,,,거성로타리,35.19044263,129.0675852
4358,연제구,거제동,,,거성로타리,35.19042728,129.0675882
4359,연제구,거제동,,,거성로타리,35.19044073,129.0675561
4360,연제구,거제동,,,거성로타리,35.19042241,129.0675589
4361,연제구,거제동,,법원북로 16,거성로타리,35.19148370,129.0676118
4362,연제구,거제동,,법원북로 16,거성로타리,35.19149937,129.0676043
4363,연제구,거제동,,법원북로 16,거성로타리,35.19147722,129.0675703
4364,연제구,거제동,,법원북로 16,거성로타리,35.19149595,129.0675652
4365,연제구,거제동,,법원북로 16,거성로타리,35.19146960,129.0675358
4366,연제구,거제동,,법원북로 16,거성로타리,35.19148947,129.0675312
4367,연제구,거제동,,법원북로 16,거성로타리,35.19146542,129.0674991
4368,연제구,거제동,,법원북로 16,거성로타리,35.19148491,129.0674954
4369,연제구,거제동,,,거성로타리,35.19122556,129.0674195
4370,연제구,거제동,,,거성로타리,35.19127457,129.0675175
4371,연제구,거제동,,,거성로타리,35.19124579,129.0675265
4372,연제구,거제동,,,거성로타리,35.19126537,129.0674811
4373,연제구,거제동,,,거성로타리,35.19123696,129.0674883
4374,연제구,거제동,,,거성로타리,35.19122923,129.0674537
4375,연제구,거제동,,여고로14번길 75-1,거성로타리,35.19121784,129.0673808
4376,연제구,거제동,,,거성로타리,35.19103154,129.0680062
4377,연제구,거제동,,,거성로타리,35.19106179,129.0680035
4378,연제구,거제동,,,,35.19089722,129.0682559
4379,연제구,거제동,,,,35.19092557,129.0682953
4380,연제구,거제동,,,,35.19095196,129.0683333
4381,연제구,거제동,,,,35.19097835,129.0683679
4382,연제구,거제동,,,,35.19112120,129.0680378
4383,연제구,거제동,,,거성로타리,35.19111829,129.0679952
4384,연제구,거제동,,,거성로타리,35.19069866,129.0676777
4385,연제구,거제동,,,거성로타리,35.19066370,129.0676454
4386,연제구,거제동,,,거성로타리,35.19068231,129.0676413
4387,연제구,거제동,,,거성로타리,35.19065273,129.0676144
4388,연제구,거제동,,,거성로타리,35.19069388,129.0675071
4389,연제구,거제동,,,거성로타리,35.19067073,129.0675394
4390,연제구,거제동,,,거성로타리,35.19064252,129.0675768
4391,연제구,거제동,,,,35.19095043,129.0667413
4392,연제구,거제동,,,,35.19090786,129.0666890
4393,연제구,거제동,,,,35.19086635,129.0666329
4394,연제구,거제동,,,,35.19082556,129.0665726
4395,연제구,거제동,,,거성로타리,35.19085211,129.0672905
4396,연제구,거제동,,,거성로타리,35.19078539,129.0672663
4397,연제구,거제동,,,거성로타리,35.19079059,129.0673122
4398,연제구,거제동,,,거성로타리,35.19081895,129.0672605
4399,연제구,거제동,,,거성로타리,35.19082452,129.0673018
4400,연제구,거제동,,,거성로타리,35.19087647,129.0672396
4401,연제구,거제동,,,거성로타리,35.19088539,129.0672809
4402,연제구,거제동,,,거성로타리,35.19090257,129.0672287
4403,연제구,거제동,,,거성로타리,35.19090963,129.0672728
4404,연제구,거제동,,법원북로 16,,35.19189571,129.0671798
4405,연제구,거제동,,법원북로 16,,35.19187136,129.0671825
4406,연제구,거제동,,법원북로 16,,35.19184911,129.0671891
4407,연제구,거제동,,법원북로 16,,35.19190244,129.0672115
4408,연제구,거제동,,법원북로 16,,35.19187866,129.0672160
4409,연제구,거제동,,법원북로 16,,35.19185526,129.0672199
4410,연제구,거제동,,법원북로 16,,35.19190796,129.0672502
4411,연제구,거제동,,법원북로 16,,35.19188454,129.0672534
4412,연제구,거제동,,법원북로 16,,35.19186011,129.0672567
4413,연제구,거제동,,법원북로 16,,35.19191552,129.0672827
4414,연제구,거제동,,법원북로 16,,35.19189042,129.0672856
4415,연제구,거제동,,법원북로 16,,35.19186658,129.0672919
4416,부산진구,양정동,,양연로 6,,35.17563985,129.0794179
4417,부산진구,양정동,,양연로 6,,35.17564593,129.0793737
4418,부산진구,양정동,,양연로 6,,35.17565075,129.0793362
4419,부산진구,양정동,,양연로 6,,35.17562377,129.0793300
4420,부산진구,양정동,,양연로6번길 5,,35.17558995,129.0793622
4421,부산진구,양정동,,양연로6번길 5,,35.17559300,129.0793241
4422,연제구,거제동,,,거제2동새마을금고,35.18790941,129.0687387
4423,연제구,거제동,,,,35.18921394,129.0680620
4424,연제구,거제동,,,,35.18924368,129.0680512
4425,연제구,거제동,,,,35.18923073,129.0679223
4426,연제구,거제동,,,,35.18920553,129.0679278
4427,수영구,광안동,,,,35.17165050,129.1077648
4428,수영구,광안동,,,,35.17164138,129.1078041
4429,수영구,광안동,,,,35.17162809,129.1076156
4430,수영구,광안동,,,,35.17161194,129.1075291
4431,수영구,광안동,,,,35.17160481,129.1075646
4432,수영구,광안동,,,,35.17163610,129.1076930
4433,수영구,광안동,,,,35.17158414,129.1076533
4434,수영구,광안동,,,,35.17157372,129.1076917
4435,수영구,광안동,,,망미삼거리,35.17136869,129.1088606
4436,수영구,광안동,,,망미삼거리,35.17136074,129.1088989
4437,수영구,광안동,,,망미삼거리,35.17129319,129.1089123
4438,수영구,광안동,,,망미삼거리,35.17132763,129.1089086
4439,연제구,연산동,,과정로 153,,35.18445719,129.1075643
4440,연제구,연산동,,과정로 153,,35.18445795,129.1076075
4441,연제구,연산동,,과정로 153,,35.18448826,129.1075619
4442,연제구,연산동,,과정로 153,,35.18448663,129.1076085
4443,연제구,연산동,,,담배인삼공사,35.18298652,129.0832257
4444,연제구,연산동,,,담배인삼공사,35.18300335,129.0831802
4445,연제구,연산동,,월드컵대로 125,,35.18461501,129.0825486
4446,연제구,연산동,,월드컵대로 125,,35.18463938,129.0825405
4447,연제구,연산동,,월드컵대로 125,,35.18456117,129.0825326
4448,연제구,연산동,,월드컵대로 125,,35.18458983,129.0825205
4449,연제구,연산동,,월드컵대로 125,,35.18452556,129.0825052
4450,연제구,연산동,,월드컵대로 125,,35.18455862,129.0824950
4451,연제구,연산동,,,담배인삼공사,35.18302221,129.0831329
4452,연제구,연산동,,,연산시장,35.17711146,129.0857341
4453,연제구,연산동,,,연산시장,35.17713546,129.0857257
4454,연제구,연산동,,,연산시장,35.17710040,129.0856946
4455,연제구,연산동,,,연산시장,35.17712439,129.0856855
4456,연제구,연산동,,,연산시장,35.17709203,129.0856628
4457,연제구,연산동,,,연산시장,35.17711332,129.0856530
4458,연제구,연산동,,,연산시장,35.17708485,129.0856274
4459,연제구,연산동,,,연산시장,35.17710405,129.0856179
4460,연제구,연산동,,,,35.17839447,129.0850792
4461,연제구,연산동,,,,35.17841993,129.0850704
4462,연제구,연산동,,,,35.17843500,129.0850241
4463,연제구,연산동,,,,35.17845906,129.0850141
4464,연제구,연산동,,,,35.17582627,129.0862617
4465,연제구,연산동,,,,35.17584808,129.0861743
4466,연제구,연산동,,,,35.17586917,129.0861318
4467,연제구,연산동,,,,35.17583658,129.0862144
4468,수영구,망미동,,연수로 273-1,망미아파트,35.17309839,129.1016298
4469,수영구,망미동,,연수로 273-1,망미아파트,35.17311990,129.1011922
4470,수영구,망미동,,연수로 273-1,망미아파트,35.17309712,129.1005006
4471,수영구,망미동,,연수로 273-1,망미아파트,35.17312677,129.1004966
4472,수영구,망미동,,연수로 273-1,망미아파트,35.17313491,129.1000996
4473,연제구,연산동,,월드컵대로145번길 23,,35.18538604,129.0812338
4474,연제구,연산동,,월드컵대로 125,,35.18540663,129.0812513
4475,연제구,연산동,,월드컵대로145번길 23,,35.18542532,129.0812246
4476,연제구,연산동,,월드컵대로145번길 23,,35.18545036,129.0811738
4477,연제구,연산동,,거제천로152번길 66,,35.18448053,129.0804430
4478,연제구,연산동,,월드컵대로145번길 23,,35.18452451,129.0804740
4479,연제구,연산동,,월드컵대로145번길 23,,35.18452582,129.0804428
4480,연제구,연산동,,월드컵대로145번길 23,,35.18456949,129.0804789
4481,연제구,연산동,,월드컵대로 125,,35.18519021,129.0808931
4482,연제구,연산동,,고분로 6,연산로타리,35.18609137,129.0821128
4483,연제구,연산동,,,연산로타리,35.18606092,129.0821036
4484,연제구,연산동,,,연산로타리,35.18635728,129.0814361
4485,연제구,연산동,,,연산로타리,35.18631991,129.0814425
4486,연제구,연산동,,,연산로타리,35.18636254,129.0814640
4487,연제구,연산동,,,연산로타리,35.18632744,129.0814744
4488,연제구,연산동,,,연산로타리,35.18639909,129.0814970
4489,연제구,연산동,,,연산로타리,35.18636461,129.0815075
4490,연제구,연산동,,,연산로타리,35.18642892,129.0815228
4491,연제구,연산동,,,연산로타리,35.18640178,129.0815285
4492,연제구,연산동,,,연산로타리,35.18643192,129.0815574
4493,연제구,연산동,,,,35.18680129,129.0813394
4494,연제구,연산동,,,,35.18677288,129.0813504
4495,연제구,연산동,,,연산로타리,35.18573309,129.0815393
4496,연제구,연산동,,,연산로타리,35.18575567,129.0815556
4497,연제구,연산동,,,연산로타리,35.18576985,129.0815248
4498,연제구,연산동,,,연산로타리,35.18574225,129.0814646
4499,연제구,연산동,,,,35.18534277,129.0822491
4500,연제구,연산동,,,,35.18530215,129.0822245
4501,연제구,연산동,,,,35.18533073,129.0822135
4502,연제구,연산동,,,,35.18532343,129.0821816
4503,연제구,연산동,,,연산로타리,35.18574627,129.0820853
4504,연제구,연산동,,,연산로타리,35.18577687,129.0820707
4505,연제구,연산동,,,연산로타리,35.18576727,129.0820352
4506,연제구,연산동,,,연산로타리,35.18572570,129.0820194
4507,연제구,연산동,,,연산로타리,35.18575405,129.0820018
4508,연제구,연산동,,,연산로타리,35.18571587,129.0819913
4509,연제구,연산동,,,연산로타리,35.18574729,129.0819740
4510,연제구,연산동,,,연산로타리,35.18603066,129.0820988
4511,연제구,연산동,,,연산로타리,35.18600150,129.0820971
4512,연제구,연산동,,,,35.18717323,129.0813406
4513,연제구,연산동,,,,35.18703588,129.0815056
4514,연제구,연산동,,,,35.18719693,129.0813676
4515,연제구,연산동,,,,35.18718326,129.0812438
4516,연제구,연산동,,,,35.18715914,129.0812473
4517,연제구,연산동,,,,35.18716226,129.0812773
4518,연제구,연산동,,,,35.18716958,129.0813064
4519,연제구,연산동,,,,35.18577035,129.0834301
4520,연제구,연산동,,,,35.18576797,129.0834598
4521,연제구,거제동,,,,35.19288000,129.0797603
4522,연제구,거제동,,,,35.19284672,129.0798016
4523,연제구,거제동,,중앙대로 1178-2,,35.19277612,129.0798524
4524,연제구,거제동,,중앙대로 1178-2,,35.19273082,129.0798949
4525,연제구,거제동,,,교대로타리,35.19345506,129.0798055
4526,연제구,거제동,,,교대로타리,35.19347365,129.0798372
4527,강서구,생곡동,,,,35.13378329,128.8629176
4528,연제구,거제동,,,교대로타리,35.19354411,129.0798732
4529,연제구,거제동,,,교대로타리,35.19347410,129.0798724
4530,북구,화명동,,화명신도시로 156,,35.23899792,129.0114691
4531,북구,화명동,,화명신도시로 156,,35.23896913,129.0114653
4532,북구,화명동,,화명신도시로 156,,35.23900381,129.0114332
4533,북구,화명동,,화명신도시로 156,,35.23897261,129.0114303
4534,북구,화명동,,화명신도시로 156,,35.23856129,129.0113875
4535,북구,화명동,,화명신도시로 156,,35.23853830,129.0113863
4536,북구,화명동,,화명신도시로 156,,35.23854071,129.0113515
4537,북구,화명동,,화명신도시로 156,,35.23856576,129.0113566
4538,북구,화명동,,화명신도시로 156,화명동 대우리버파크아파트,35.23814906,129.0113898
4539,북구,화명동,,화명신도시로 156,화명동 대우리버파크아파트,35.23817326,129.0113935
4540,북구,화명동,,화명신도시로 156,화명동 대우리버파크아파트,35.23815349,129.0113528
4541,북구,화명동,,화명신도시로 156,화명동 대우리버파크아파트,35.23817940,129.0113561
4542,북구,화명동,,화명신도시로 156,화명동 대우리버파크아파트,35.23766245,129.0112991
4543,북구,화명동,,화명신도시로 156,화명동 대우리버파크아파트,35.23763315,129.0112937
4544,북구,화명동,,화명신도시로 156,화명동 대우리버파크아파트,35.23763694,129.0112614
4545,북구,화명동,,화명신도시로 156,화명동 대우리버파크아파트,35.23766647,129.0112647
4546,북구,화명동,,화명신도시로 156,화명동 대우리버파크아파트,35.23746111,129.0111687
4547,북구,금곡동,,,,35.24149254,129.0118046
4548,북구,화명동,,화명신도시로 156,화명동 대우리버파크아파트,35.23743152,129.0111646
4549,북구,화명동,,화명신도시로 156,화명동 대우리버파크아파트,35.23753589,129.0112117
4550,북구,화명동,,화명신도시로 156,화명동 대우리버파크아파트,35.23745875,129.0112027
4551,북구,화명동,,화명신도시로 156,화명동 대우리버파크아파트,35.23742850,129.0112035
4552,북구,화명동,,,,35.23944328,129.0115132
4553,북구,화명동,,화명신도시로 156,화명동 대우리버파크아파트,35.23693603,129.0111898
4554,북구,화명동,,,,35.23641285,129.0111740
4555,북구,화명동,,,,35.23644141,129.0111772
4556,북구,화명동,,,,35.23641417,129.0111408
4557,북구,화명동,,,,35.23644371,129.0111424
4558,북구,금곡동,,화명신도시로 236,,35.24528773,129.0112055
4559,북구,금곡동,,화명신도시로 236,,35.24434859,129.0110970
4560,북구,금곡동,,화명신도시로 236,,35.24431755,129.0110961
4561,북구,금곡동,,화명신도시로 236,,35.24434934,129.0110646
4562,북구,금곡동,,화명신도시로 236,,35.24431943,129.0110637
4563,북구,금곡동,,화명신도시로 210-1,"화명2지구(14.14-1,14-2)",35.24298291,129.0114032
4564,북구,금곡동,,화명신도시로 210-1,"화명2지구(14.14-1,14-2)",35.24295478,129.0114119
4565,북구,금곡동,,화명신도시로 210-1,"화명2지구(14.14-1,14-2)",35.24289841,129.0114285
4566,북구,금곡동,,화명신도시로 210-1,"화명2지구(14.14-1,14-2)",35.24297876,129.0113684
4567,북구,금곡동,,화명신도시로 210-1,"화명2지구(14.14-1,14-2)",35.24294717,129.0113785
4568,북구,금곡동,,화명신도시로 210-1,"화명2지구(14.14-1,14-2)",35.24243402,129.0116359
4569,북구,금곡동,,화명신도시로 210-1,"화명2지구(14.14-1,14-2)",35.24246297,129.0116301
4570,북구,금곡동,,화명신도시로 210-1,"화명2지구(14.14-1,14-2)",35.24242670,129.0116024
4571,북구,금곡동,,화명신도시로 210-1,"화명2지구(14.14-1,14-2)",35.24245638,129.0115935
4572,북구,금곡동,,,,35.24155494,129.0118948
4573,북구,금곡동,,,"화명2지구(14.14-1,14-2)",35.24159202,129.0118842
4574,북구,금곡동,,,,35.24155199,129.0118615
4575,부산진구,양정동,,,,35.17588503,129.0677580
4576,북구,금곡동,,,"화명2지구(14.14-1,14-2)",35.24158520,129.0118499
4577,북구,금곡동,,,,35.24152256,129.0117966
4578,강서구,대저1동,,,,35.20932953,128.9858080
4579,북구,금곡동,,,,35.24152869,129.0118290
4580,북구,금곡동,,,,35.24149958,129.0118390
4581,북구,금곡동,,,,35.24104625,129.0118405
4582,북구,금곡동,,,,35.24101337,129.0118348
4583,북구,금곡동,,,,35.24104951,129.0118057
4584,북구,금곡동,,,,35.24101518,129.0117987
4585,북구,금곡동,,,화명2지구(12)(화명고교 앞 사거리),35.24088681,129.0118837
4586,북구,금곡동,,,화명2지구(12)(화명고교 앞 사거리),35.24092078,129.0118877
4587,북구,금곡동,,,화명2지구(12)(화명고교 앞 사거리),35.24089260,129.0118449
4588,북구,금곡동,,,화명2지구(12)(화명고교 앞 사거리),35.24092440,129.0118511
4589,북구,화명동,,,,35.23944084,129.0115450
4590,북구,화명동,,,,35.23941196,129.0115450
4591,북구,화명동,,,,35.23941405,129.0115060
4592,북구,화명동,,,,35.23930403,129.0115985
4593,북구,화명동,,,,35.23933360,129.0116027
4594,북구,화명동,,,,35.23930681,129.0115624
4595,북구,화명동,,,,35.23933743,129.0115646
4596,북구,구포동,,,,35.20177379,128.9987984
4597,북구,구포동,,,,35.20179901,128.9988192
4598,북구,구포동,,,,35.20179049,128.9987725
4599,북구,구포동,,,,35.20181539,128.9987905
4600,북구,구포동,,,,35.20180589,128.9987446
4601,북구,구포동,,,구포대교입구삼거리,35.20087352,128.9980359
4602,북구,구포동,,,구포대교입구삼거리,35.20089517,128.9980521
4603,북구,구포동,,,구포대교입구삼거리,35.20088252,128.9980842
4604,북구,구포동,,,구포대교입구삼거리,35.20088751,128.9980054
4605,북구,구포동,,,구포대교입구삼거리,35.20091150,128.9980213
4606,북구,구포동,,백양대로1051번길 51,,35.19865253,128.9963877
4607,북구,구포동,,백양대로1051번길 51,,35.19867865,128.9964062
4608,북구,구포동,,백양대로1051번길 51,,35.19866689,128.9963556
4609,북구,구포동,,백양대로1051번길 51,,35.19869018,128.9963741
4610,북구,구포동,,백양대로1051번길 51,,35.19868191,128.9963296
4611,북구,구포동,,백양대로1051번길 51,,35.19870193,128.9963450
4612,북구,구포동,,백양대로1051번길 51,구포대교입구삼거리,35.19940025,128.9967900
4613,북구,구포동,,백양대로1051번길 51,구포대교입구삼거리,35.19937321,128.9967700
4614,북구,구포동,,백양대로1051번길 51,구포대교입구삼거리,35.19943174,128.9968138
4615,북구,구포동,,백양대로1051번길 51,구포대교입구삼거리,35.19944611,128.9967750
4616,북구,구포동,,백양대로1051번길 51,구포대교입구삼거리,35.19941805,128.9967554
4617,북구,구포동,,백양대로1051번길 51,구포대교입구삼거리,35.19938861,128.9967400
4618,북구,구포동,,백양대로1050번가길 12,구포대교입구삼거리,35.19946768,128.9968789
4619,북구,구포동,,백양대로1050번가길 12,구포대교입구삼거리,35.19943825,128.9968551
4620,북구,구포동,,백양대로1051번길 51,구포대교입구삼거리,35.19940744,128.9968363
4621,북구,구포동,,백양대로1050번가길 12,구포대교입구삼거리,35.19977248,128.9970239
4622,북구,구포동,,백양대로1050번가길 12,구포대교입구삼거리,35.19975514,128.9970566
4623,북구,구포동,,백양대로1050번가길 12,구포대교입구삼거리,35.19974087,128.9970873
4624,북구,구포동,,백양대로1050번가길 12,구포대교입구삼거리,35.19972897,128.9971216
4625,북구,구포동,,백양대로1050번가길 12,구포대교입구삼거리,35.19970348,128.9971047
4626,북구,구포동,,백양대로1050번가길 12,구포대교입구삼거리,35.19967356,128.9970807
4627,북구,구포동,,백양대로1050번가길 12,구포대교입구삼거리,35.19971945,128.9971556
4628,북구,구포동,,백양대로1050번가길 12,구포대교입구삼거리,35.19968886,128.9971324
4629,북구,구포동,,백양대로1050번가길 12,구포대교입구삼거리,35.19965894,128.9971121
4630,북구,구포동,,백양대로1050번가길 12,구포대교입구삼거리,35.19964161,128.9971440
4631,북구,구포동,,백양대로1050번가길 12,구포대교입구삼거리,35.19967186,128.9971664
4632,북구,구포동,,백양대로1050번가길 12,구포대교입구삼거리,35.19969872,128.9971863
4633,북구,구포동,,백양대로1063번길 8-1,구포대교입구삼거리,35.20047865,128.9975623
4634,북구,구포동,,,구포대교입구삼거리,35.20044792,128.9975414
4635,북구,구포동,,,구포대교입구삼거리,35.20041981,128.9975164
4636,북구,구포동,,백양대로1074번길 9,구포대교입구삼거리,35.20046145,128.9975929
4637,북구,구포동,,백양대로1074번길 9,구포대교입구삼거리,35.20043291,128.9975702
4638,북구,구포동,,,구포대교입구삼거리,35.20040311,128.9975486
4639,북구,구포동,,백양대로1074번길 9,구포대교입구삼거리,35.20044813,128.9976235
4640,북구,구포동,,백양대로1074번길 9,구포대교입구삼거리,35.20041833,128.9976006
4641,북구,구포동,,백양대로1074번길 9,구포대교입구삼거리,35.20039043,128.9975787
4642,부산진구,개금동,,,개금동 새마을금고 주변,35.15331339,129.0257078
4643,부산진구,개금동,,개금온정로 10,개금동 새마을금고 주변,35.15329614,129.0250303
4644,부산진구,개금동,,,개금동 새마을금고 주변,35.15326351,129.0250299
4645,부산진구,개금동,,,개금동 새마을금고 주변,35.15323606,129.0250279
4646,부산진구,개금동,,,개금동 새마을금고 주변,35.15320723,129.0250264
4647,부산진구,개금동,,가야대로468번길 11,,35.15305841,129.0239058
4648,부산진구,개금동,,가야대로468번길 11,,35.15308477,129.0239085
4649,부산진구,개금동,,가야대로468번길 11,,35.15311737,129.0239085
4650,부산진구,개금동,,가야대로468번길 11,,35.15314536,129.0239081
4651,부산진구,개금동,,가야대로468번길 11,,35.15317075,129.0239081
4652,부산진구,개금동,,가야대로507번길 6,,35.15303168,129.0274856
4653,부산진구,개금동,,가야대로507번길 6,,35.15303798,129.0275312
4654,부산진구,개금동,,가야대로507번길 6,,35.15307683,129.0276092
4655,부산진구,개금동,,가야대로507번길 6,,35.15307225,129.0275741
4656,부산진구,개금동,,가야대로507번길 6,,35.15311198,129.0276504
4657,부산진구,개금동,,가야대로507번길 6,,35.15311857,129.0276887
4658,부산진구,개금동,,가야대로507번길 6,,35.15316117,129.0277713
4659,부산진구,개금동,,가야대로507번길 6,,35.15315571,129.0277302
4660,부산진구,개금동,,가야대로507번길 6,,35.15319673,129.0278074
4661,부산진구,개금동,,가야대로507번길 6,,35.15320613,129.0278503
4662,부산진구,부전동,,서면로68번길 52,,35.15430185,129.0590521
4663,부산진구,초읍동,,,대경교통,35.18186557,129.0491671
4664,부산진구,초읍동,,,,35.18219165,129.0494454
4665,부산진구,초읍동,,월드컵대로 466,,35.18214972,129.0494458
4666,부산진구,초읍동,,월드컵대로 466,,35.18205965,129.0493936
4667,부산진구,초읍동,,월드컵대로 466,,35.18202274,129.0494044
4668,부산진구,초읍동,,월드컵대로 466,대경교통,35.18194198,129.0492783
4669,부산진구,초읍동,,,대경교통,35.18188357,129.0492677
4670,부산진구,부전동,,중앙대로 747,,35.15986042,129.0609338
4671,부산진구,부전동,,중앙대로 747,,35.15988770,129.0609576
4672,부산진구,부전동,,중앙대로756번길 17,,35.15991714,129.0609802
4673,부산진구,부전동,,중앙대로756번길 10,,35.15994669,129.0610028
4674,부산진구,부전동,,중앙대로756번길 10,,35.15997732,129.0610254
4675,부산진구,부전동,,중앙대로756번길 10,,35.16000415,129.0610485
