번호,시군구명,동명,리명,도로명,교차로명,경도,위도
222,부산진구,전포동,,,전포로타리,129.0655698,35.15794802
223,부산진구,전포동,,,전포로타리,129.0652210,35.15785950
224,부산진구,전포동,,,전포로타리,129.0652666,35.15795632
225,부산진구,전포동,,,전포로타리,129.0654150,35.15815388
226,부산진구,전포동,,,전포로타리,129.0654438,35.15912713
227,부산진구,전포동,,,전포로타리,129.0654814,35.15906746
228,부산진구,전포동,,,전포로타리,129.0654047,35.15918120
229,부산진구,전포동,,,,129.0655256,35.15878300
230,부산진구,전포동,,,전포로타리,129.0655283,35.15830822
231,부산진구,전포동,,,전포로타리,129.0653676,35.15873878
232,부산진구,전포동,,,전포초교입구,129.0654726,35.16009485
233,부산진구,전포동,,,전포초교입구,129.0655128,35.15979143
234,부산진구,전포동,,,,129.0655181,35.15921136
235,부산진구,부전동,,새싹로 10-1,서면교차로,129.0585179,35.15842777
236,부산진구,부전동,,서면문화로5번길 13,,129.0565951,35.15750861
237,부산진구,전포동,,동천로132번길 41,전포초교입구,129.0653601,35.15978972
238,부산진구,전포동,,동성로118번가길 14-4,전포초교입구,129.0655825,35.16054699
239,부산진구,전포동,,동성로118번가길 14-4,전포초교입구,129.0655341,35.16051635
240,부산진구,전포동,,동성로118번가길 14-4,전포초교입구,129.0655372,35.16027588
241,부산진구,전포동,,전포대로275번길 7,전포초교입구,129.0654096,35.16043294
242,부산진구,전포동,,,전포초교입구,129.0654308,35.16043979
243,부산진구,전포동,,동성로118번가길 14-4,전포초교입구,129.0655762,35.16023627
244,부산진구,전포동,,동천로132번길 41,전포초교입구,129.0652468,35.16032840
245,부산진구,전포동,,동천로132번길 41,전포초교입구,129.0652834,35.16063951
246,부산진구,전포동,,동성로118번길 39,전포초교입구,129.0654573,35.16130050
247,부산진구,전포동,,동천로132번길 41,전포초교입구,129.0653891,35.16078446
248,부산진구,전포동,,,전포초교입구,129.0654246,35.16105183
249,부산진구,전포동,,,전포초교입구,129.0654616,35.16102693
250,부산진구,전포동,,동천로132번길 41,전포초교입구,129.0653863,35.16107153
251,부산진구,전포동,,동성로118번길 37,전포초교입구,129.0655095,35.16099785
252,부산진구,전포동,,동천로132번길 41,전포초교입구,129.0653306,35.16101365
253,부산진구,전포동,,동성로118번길 43,전포초교입구,129.0653609,35.16143116
254,부산진구,전포동,,동성로118번길 30,전포초교입구,129.0654963,35.16176197
255,부산진구,가야동,,,가야굴다리,129.0462150,35.15656792
256,부산진구,가야동,,,가야굴다리,129.0467026,35.15654878
257,부산진구,가야동,,,가야굴다리,129.0465527,35.15669282
258,부산진구,범천동,,신천대로183번길 19,,129.0479160,35.15699440
259,부산진구,범천동,,신천대로183번길 49,,129.0481790,35.15671448
260,부산진구,범천동,,신천대로183번길 49,,129.0482520,35.15670170
261,부산진구,범천동,,,,129.0473457,35.15650025
262,부산진구,부전동,,서면문화로5번길 13,,129.0561998,35.15750614
263,부산진구,부전동,,서면문화로5번길 13,,129.0563316,35.15750695
264,부산진구,부전동,,서면문화로5번길 13,,129.0564625,35.15750777
265,부산진구,부전동,,서면문화로5번길 13,,129.0563915,35.15750767
266,부산진구,부전동,,서면문화로5번길 13,,129.0563840,35.15746065
267,부산진구,부전동,,서면문화로5번길 13,,129.0563805,35.15749415
268,부산진구,부전동,,가야대로 767-1,,129.0564756,35.15773859
269,부산진구,부전동,,가야대로 767-1,,129.0566915,35.15771194
270,부산진구,부전동,,서면문화로5번길 17,부전로타리,129.0553877,35.15748754
271,부산진구,부전동,,가야대로 767-1,부전로타리,129.0547048,35.15750209
272,부산진구,부전동,,가야대로 767-1,부전로타리,129.0547048,35.15753075
273,부산진구,부전동,,가야대로 767-1,부전로타리,129.0547085,35.15755799
274,부산진구,부전동,,가야대로 767-1,부전로타리,129.0547086,35.15758559
275,부산진구,부전동,,가야대로 767-1,부전로타리,129.0547090,35.15773148
276,부산진구,부전동,,가야대로 767-1,부전로타리,129.0547085,35.15770244
277,부산진구,부전동,,가야대로 767-1,부전로타리,129.0547080,35.15767372
278,부산진구,부전동,,가야대로 767-1,부전로타리,129.0547076,35.15764557
279,부산진구,부전동,,가야대로 767-1,부전로타리,129.0547071,35.15761629
280,부산진구,부전동,,가야대로755번길 11-5,부전로타리,129.0547044,35.15760626
281,부산진구,부암동,,,부전로타리,129.0538497,35.15773070
282,부산진구,부전동,,가야대로 751,부전로타리,129.0544718,35.15753065
283,부산진구,부암동,,가야대로747번길 7,부전로타리,129.0538305,35.15747739
284,부산진구,부전동,,가야대로747번길 7,부전로타리,129.0539973,35.15754263
285,부산진구,부암동,,가야대로747번길 7,,129.0531632,35.15754082
286,부산진구,부암동,,가야대로747번길 7,,129.0531632,35.15753333
287,부산진구,부암동,,가야대로746번길 8,부전로타리,129.0539129,35.15769862
288,부산진구,부암동,,부전로 90,,129.0537893,35.15777338
289,부산진구,부전동,,가야대로 749-1,부전로타리,129.0543464,35.15776322
290,부산진구,부전동,,가야대로755번길 9,부전로타리,129.0543507,35.15745024
291,부산진구,부전동,,가야대로755번길 9,,129.0538227,35.15743861
292,부산진구,전포동,,부전로 202,삼전로타리,129.0634025,35.16416020
293,부산진구,전포동,,,삼전로타리,129.0632302,35.16430542
294,부산진구,범전동,,부전로 197-1,,129.0630204,35.16445245
295,부산진구,전포동,,,삼전로타리,129.0632854,35.16430999
296,부산진구,전포동,,,삼전로타리,129.0631620,35.16431194
297,부산진구,전포동,,,삼전로타리,129.0631433,35.16428966
298,부산진구,범전동,,범전로10번나길 16,,129.0628333,35.16459262
299,부산진구,전포동,,부전로 197-1,삼전로타리,129.0632522,35.16436971
300,부산진구,전포동,,부전로 200-1,삼전로타리,129.0633790,35.16410600
301,부산진구,전포동,,,삼전로타리,129.0630805,35.16426776
302,부산진구,전포동,,전포대로275번길 67,삼전로타리,129.0643850,35.16369407
303,부산진구,전포동,,전포대로275번길 67,삼전로타리,129.0643291,35.16378873
304,부산진구,전포동,,전포대로275번길 67,삼전로타리,129.0643278,35.16382074
305,부산진구,전포동,,전포대로275번길 20,삼전로타리,129.0644891,35.16367543
306,부산진구,전포동,,,삼전로타리,129.0644034,35.16387612
307,부산진구,부전동,,중앙대로743번길 21,,129.0581670,35.15898366
308,부산진구,부전동,,중앙대로743번길 24,서면교차로,129.0583336,35.15872508
309,부산진구,부전동,,중앙대로743번길 24,서면교차로,129.0582975,35.15872300
310,부산진구,부전동,,새싹로 16-1,서면교차로,129.0584120,35.15867944
311,부산진구,부전동,,중앙대로743번길 24,서면교차로,129.0582524,35.15873226
312,부산진구,부전동,,중앙대로743번길 24,,129.0582587,35.15892160
313,부산진구,부전동,,새싹로14번길 14,서면교차로,129.0585288,35.15858326
314,부산진구,부전동,,중앙대로743번길 21,서면교차로,129.0583153,35.15859327
315,부산진구,부전동,,새싹로 16-1,,129.0580289,35.15894552
316,부산진구,부전동,,새싹로14번길 14,,129.0579703,35.15910417
