id,sigun_gu,lat,lon,geom,facility_type
,중구,129.0322972,35.10050854,,9
,중구,128.807202,35.53447588,,
,서구,129.0101086,35.09982224,,
,서구,129.0144515,35.10625978,,
,서구,129.0228004,35.07682165,,
,서구,129.0161962,35.06088727,,
,동구,129.0512891,35.13777163,,
,동구,129.0612157,35.13616858,,
,영도구,129.0676133,35.07339836,,
,영도구,129.0541417,35.07571375,,
,부산진구,129.0273994,35.14779216,,
,부산진구,129.0266952,35.16130142,,
,부산진구,129.0289063,35.17352281,,
,부산진구,129.05991,35.17755104,,
,부산진구,129.0567721,35.16954645,,
,부산진구,129.0681361,35.16795725,,
,부산진구,129.0416702,35.18589419,,
,부산진구,129.0500478,35.17849232,,
,부산진구,129.0706634,35.14907491,,
,동래구,129.0934845,35.19544423,,
,동래구,129.0964532,35.1955969,,
,동래구,129.0921917,35.21186444,,
,동래구,129.0764815,35.2095564,,
,동래구,129.0617178,35.20725623,,
,남구,129.1002825,35.12579285,,
,남구,129.0943823,35.13778031,,
,남구,129.0822604,35.13074686,,
,남구,129.0859973,35.12554934,,
,남구,129.1247867,35.10914085,,
,남구,129.1147563,35.13233642,,
,남구,129.1081288,35.13141003,,
,북구,129.0116485,35.19436097,,
,북구,129.0142414,35.19438572,,
,북구,129.0164946,35.25944409,,
,북구,129.0131333,35.20794355,,
,북구,129.0073629,35.21692339,,
,북구,129.0149062,35.24462021,,
,북구,129.0095336,35.23861735,,
,북구,129.0078024,35.22896245,,
,북구,129.0062975,35.22261329,,
,북구,129.0433562,35.25389045,,
,북구,129.0148229,35.22421802,,
,북구,129.0097387,35.22224473,,
,해운대구,129.1128195,35.20778663,,
,해운대구,129.1635409,35.22780196,,
,해운대구,129.1367085,35.20313535,,
,해운대구,129.1236684,35.19949103,,
,해운대구,129.1235295,35.20273566,,
,해운대구,129.1350136,35.22991545,,
,해운대구,129.2053176,35.17953565,,
,해운대구,129.0796841,35.20494187,,
,해운대구,129.125307,35.1709598,,
,해운대구,129.1615342,35.15920516,,
,해운대구,129.1525399,35.15259508,,
,해운대구,129.1595153,35.17003552,,
,해운대구,129.1220381,35.19316203,,
,해운대구,129.181871,35.16888974,,
,해운대구,129.166039,35.17633814,,
,해운대구,129.1672366,35.18067823,,
,해운대구,129.1730755,35.16633713,,
,해운대구,129.1743704,35.15786026,,
,해운대구,129.1616344,35.22145356,,
,해운대구,129.1247913,35.21226193,,
,해운대구,129.1279577,35.21456193,,
,해운대구,129.136209,35.21589197,,
,해운대구,129.1420759,35.2152282,,
,해운대구,129.1210958,35.21765751,,
,해운대구,129.1467626,35.22185816,,
,사하구,128.9842137,35.08386495,,
,사하구,128.9750674,35.05045912,,
,사하구,128.9607226,35.05267247,,
,사하구,128.9705076,35.06088787,,
,사하구,128.9622563,35.05017482,,
,사하구,128.9800018,35.05940456,,
,사하구,128.9383733,35.09938326,,
,금정구,129.0683505,35.23477449,,
,금정구,129.0726867,35.22831658,,
,강서구,128.8452027,35.04365359,,
,강서구,128.8320156,34.99382203,,
,강서구,128.9130165,35.14531694,,
,강서구,128.91308,35.14911238,,
,강서구,128.9260284,35.13222175,,
,강서구,128.9229295,35.14501947,,
,강서구,128.9083212,35.1250941,,
,강서구,128.954464,35.20085697,,
,강서구,128.9575468,35.20682067,,
,강서구,128.959675,35.2062526,,
,강서구,128.9447772,35.2072695,,
,강서구,128.8729758,35.1459484,,
,강서구,128.8823946,35.11506569,,
,강서구,128.8533476,35.06487443,,
,강서구,128.9536671,35.16580658,,
,강서구,128.9068618,35.08756482,,
,강서구,128.8999387,35.08717857,,
,강서구,128.9270812,35.09961313,,
,강서구,128.9121429,35.09758479,,
,강서구,128.912591,35.09397871,,
,강서구,128.9257704,35.09563321,,
,강서구,128.904492,35.10351067,,
,강서구,128.9099954,35.11653152,,
,강서구,128.9113356,35.11034835,,
,강서구,128.9110086,35.10835548,,
,강서구,128.9072808,35.10804863,,
,강서구,128.9076041,35.10361867,,
,강서구,128.8615879,35.16168251,,
,강서구,128.8585614,35.16194278,,
,강서구,128.8533784,35.15652205,,
,강서구,128.84351,35.1282237,,
,강서구,128.8224369,35.09795683,,
,강서구,128.8534021,35.09216991,,
,강서구,128.8443717,35.08832865,,
,강서구,128.870236,35.08256028,,
,강서구,128.8912817,35.20311248,,
,강서구,128.8930448,35.19658277,,
,강서구,128.9025601,35.19148817,,
,강서구,128.9003043,35.19518459,,
,강서구,128.8261825,35.14752053,,
,강서구,128.8311445,35.15155574,,
,강서구,128.8243998,35.14715486,,
,강서구,128.8774315,35.10989895,,
,강서구,128.8794606,35.10570297,,
,강서구,128.8794655,35.10213903,,
,강서구,128.891028,35.14710947,,
,강서구,128.8059047,35.05905026,,
,연제구,129.1092478,35.17957586,,
,수영구,129.1203551,35.15453802,,
,수영구,129.1115524,35.15823005,,
,수영구,129.1046623,35.17374695,,
,수영구,129.1143522,35.17087898,,
,사상구,128.9982613,35.15950946,,
,사상구,128.9901776,35.18306152,,
,기장군,129.2143043,35.25527253,,
,기장군,129.2076,35.19873396,,
,기장군,129.2042514,35.20789256,,
,기장군,129.2343114,35.22051828,,
,기장군,129.2168753,35.24944764,,
,기장군,129.2045271,35.24589591,,
,기장군,129.2539941,35.28924187,,
,기장군,129.2233702,35.25912872,,
,기장군,129.2216733,35.27033338,,
,기장군,129.2254653,35.26233411,,
,기장군,129.2223628,35.26339896,,
,기장군,129.218808,35.26315076,,
,기장군,129.2223249,35.28242428,,
,기장군,129.1857365,35.3015057,,
,기장군,129.2531693,35.30086987,,
,기장군,129.2848799,35.32768339,,
,기장군,129.2811838,35.33529662,,
,기장군,129.250246,35.37512981,,
,기장군,129.2607329,35.33428655,,
,기장군,129.2599125,35.32458313,,
,기장군,129.2524887,35.32925141,,
,기장군,129.2717648,35.35940436,,
,기장군,129.253086,35.36616476,,
,기장군,129.232519,35.37711675,,
,기장군,129.1859811,35.31740348,,
,기장군,129.1931173,35.31733158,,
,기장군,129.1627665,35.34237347,,
,기장군,129.1668237,35.34111083,,
,기장군,129.1648936,35.33630021,,
,기장군,129.1696353,35.33326343,,
,기장군,129.1655617,35.32738454,,
,기장군,129.1728184,35.32454777,,
,기장군,129.1730628,35.32032963,,
