업체기관관리번호,업체명,주소,상세주소,업종코드
0000953,냉동공조가스,부산 동구 수정동,부산 동구 수정동,난방
0000904,부산광역시선거관리위원회,부산 연제구 연산동,부산 연제구 연산동,기타
0000905,부산테크,부산 수영구 남천동,부산 수영구 남천동,기타
0000906,(주)두산산업개발,부산 동구 범일동,부산 동구 범일동,기타
0000907,협성르네상스(주),부산 동구 수정동,부산 동구 수정동,기타
0000908,부산김해경전철주식회사,경남 김해시 부원동,경남 김해시 부원동,기타
0000910,남구 건설과,부산 남구 대연6동 남구청,부산 남구 대연6동 남구청,기타
0000911,(주)원당기획,서울 강남구 신사동,서울 강남구 신사동,기타
0000912,천부건설(주),부산 북구 구포2동,부산 북구 구포2동,기타
0000913,상수도사업본부 명장정수사업소,부산 동래구 명장동,부산 동래구 명장동,상수
0000914,성림엔지니어링(주) 부산지점,부산 강서구 명지동,부산 강서구 명지동,난방
0009990,개인굴착그룹,,,기타
0000937,SK 텔레콤(주) 동부 Network 본부,부산 부산진구 부암동,부산 부산진구 부암동,통신
0000938,한국가스공사관로건설사무소,대구 수성구 신매동,대구 수성구 신매동,기타
0000939,부산광역시 교통혁신본부 버스운영과,부산 연제구 연산5동 부산광역시청,,기타
0000940,(주)엘지파워콤부산지사,부산 동구 초량동,부산 동구 초량동,통신
0000943,uis굴착,부산 연제구 연산5동,부산 연제구 연산5동,기타
0000941,(주)부광엔지니어링,부산 부산진구 개금동,부산 부산진구 개금동,기타
0000942,한국철도시설공단 영남지역본부,부산 중구 중앙동,부산 중구 중앙동,기타
0000836,대원엔지니어링(주),경남 양산시 동면,경남 양산시 동면,기타
0000840,대한제강(주),부산시 사하구 신평동,부산시 사하구 신평동,기타
0000842,동방교통공사,부산시 사하구 장림동,부산시 사하구 장림동,기타
0000844,현대상선(주),서울특별시 중구 무교동,서울특별시 중구 무교동,기타
0000846,삼정티지이(주),부산시 남구 대연3동,부산시 남구 대연3동,기타
0000847,한국가스공사 경남지사 홍기운,경남 김해시 안동,경남 김해시 안동,기타
0000848,원우산업(주),부산시 남구 대연동,부산시 남구 대연동,기타
0000849,케이쎄븐마트(주) 강동화,부산시 사하구 장림1동,부산시 사하구 장림1동,기타
0000850,대성(주),경남 마산시 합포구 해운동,경남 마산시 합포구 해운동,기타
0000851,하우엔지니어링(주) 손병찬,경남 김해시 어방동,경남 김해시 어방동,기타
0000852,한국기계(주),부산시 사하구 신평동,부산시 사하구 신평동,기타
0000853,동광화학공업사 이남석,부산시 사하구 신평동,부산시 사하구 신평동,기타
0000856,가야이엔지(주),부산시 동구 초량3동,부산시 동구 초량3동,기타
0000860,한국통신 부산망건설국,경남 김해시 구산동,경남 김해시 구산동,통신
0000861,한국통신 사하전화국,부산시 사하구 괴정4동,부산시 사하구 괴정4동,통신
0000863,합자회사 조광,부산시 사하구 괴정1동,부산시 사하구 괴정1동,기타
0000865,보해토건(주),경남 김해시 부원동,경남 김해시 부원동,기타
0000866,데이콤 부산지사,부산시 동구 초량동,부산시 동구 초량동,통신
0000867,배정가스공영(주),부산시 사하구 장림동,부산시 사하구 장림동,기타
0000868,시에이치공영(주) / 제일공영(주),부산시 사하구 하단2동,부산시 사하구 하단2동,기타
0000869,대광수도,자료없음,자료없음,기타
0000870,해천(주) / 해남건설(주),부산광역시 부산진구 부암동,부산광역시 부산진구 부암동,기타
0000873,은창(주) 장용만,부산시 부산진구 부전동,부산시 부산진구 부전동,기타
0000876,한국전력 부산복합화력건설처장 신욱상,부산시 사하구 감천1동 ,부산시 사하구 감천1동 ,전기
0000879,담당자(김태완),부산 북구 구포2동 북구청,부산 북구 구포2동 북구청,기타
0000877,부산광역시교육청,부산 부산진구 양정동,부산 부산진구 양정동,기타
0000878,(주)계담종합건설,부산 북구 화명동,부산 북구 화명동,기타
0000880,한국고속철도건설공단,충북 영동군 매곡면 어촌리,충북 영동군 매곡면 어촌리,기타
0000881,중암토건(주),부산 동래구 온천3동,부산 동래구 온천3동,기타
0000882,지윤종합건설(주),부산 연제구 거제1동,부산 연제구 거제1동,기타
0000883,시지이엔씨(주) 장혁수,서울 구로구 구로동,서울 구로구 구로동,기타
0000884,(주)제일협성,부산 영도구 동삼1동,부산 영도구 동삼1동,기타
0000885,중앙기산,부산 기장군 기장읍 대라리,부산 기장군 기장읍 대라리,기타
0000887,(주)KT부산망건설국,경남 김해시 구산동,경남 김해시 구산동,통신
0000888,SK 네트웍스(주),서울 중구 을지로3가,서울 중구 을지로3가,통신
0000889,두양건설(주),부산 사하구 하단동,부산 사하구 하단동,기타
0000890,(주)KT 덕포지점,부산 사상구 덕포2동,부산 사상구 덕포2동,통신
0000891,부산광역시 공업기술과,부산 연제구 연산동,부산 연제구 연산동,난방
0000892,센텀시티(주),부산 연제구 연산동,부산 연제구 연산동,기타
0000893,(주)케이티프리텔,부산 금정구 부곡2동,부산 금정구 부곡2동,통신
0000894,부산항만공사,부산 중구 중앙동,부산 중구 중앙동,기타
0000895,(주)KT금사지점 김성덕,부산 금정구 금사동,부산 금정구 금사동,통신
0000896,부산광역시 정보화담당관실,부산 연제구 연산5동 부산광역시청,부산 연제구 연산5동 부산광역시청,기타
1111111,테스트,테스트,,기타
6260002,상수도사업본부 수질연구소,경남 김해시 상동면 동북로 691(매리 421-1),,상수
6260003,상수도사업본부 명장사업소,동래구 반송로 310(명장1동 345),,상수
6260004,상수도사업본부 화명사업소,북구 와석장터로 45(화명동 668),,상수
6260005,상수도사업본부 덕산사업소,경남 김해시 대동면 동북로 67(덕산리 745),,상수
6260006,(주)엘지유플러스,서울시 강서구 마곡중앙8로 71 엘지사이언스파크 E9동 NW기획팀,,기타
6260009,(주)푸른에너지,부산시 연제구 온천천 남로 128,,기타
6260010,장전3구역주택재개발정비사업조합,부산광역시 금정구 금정로46,,기타
6260011,(주)소정플랜트,부산시 해운대구 재송동,179-84 2층,기타
6260014,(주)경원이엔지,부산시 남구 황령대로486,"한동빌딩 401호. (황령대로486, 한동빌딩401호)",기타
6260015,주식회사 광일산업,부산광역시 수영구 수영로   745,부산광역시 수영구 수영로   745 (2층),기타
6260016,(주)금정토건,"부산진구 중앙대로 981,429호","부산진구 중앙대로 981,429호(양정동,시청센트빌)",기타
6260017,지원건설 주식회사,부산광역시 사하구 낙동대로 500,시티파크 O/T 3층,기타
6260018,용진플랜트(주),부산광역시 영도구 일산봉로37번길 20-6,,기타
6260019,(주)왕도지엔비,부산 진구 초읍동 529-40,,기타
6260021,주식회사 세정에너텍,부산광역시 동래구 명안로45번길 58,,기타
6260022,(주)국보에너지,부산광역시 남구 대연동,,기타
6260024,(주)서희건설,경기도 성남시 분당구 수내로,"(수내동,경동빌딩8층)",기타
6260025,(주)부산이엔지,부산시 연제구 과정로 218,4층,기타
6260028,금련산청소년수련원,"부산시 수영구 황령산로 156 (광안동, 금련산청소년수련원)",,기타
6260029,정평도시가스(주),부산시 동래구 명장로 63번 다길 6,상가동 103호,기타
6260033,한국전력공사 서부산지사,부산시 강서구 유통단지1로 41,부산티플렉스 본관동 2층,전기
6260034,윤나건설,부산광역시 북구 만덕대로115번길 19,,기타
6260039,(주)대한가스기공,부산광역시 사상구 대동로64번길 25,금강아파트A 상가,기타
6260042,코오롱글로벌(주),경기도 과천시 코오롱로11,,기타
6260044,(주)두영개발,"동래구 낙민로 18-1, 2층(낙민동)",,기타
6260045,(주)칸에너지,부산광역시 남구 유엔로 15 일신보라아파트 상가동 202호,일신보라아파트 상가동 202호,기타
6260047,(주)태광환경이엔지,부산 기장군 기장읍 청강로 57번길,태광환경(주),기타
6260048,(주)이린,부산광역시 수영구 장대골로 7번길 45,"광안동,광안유림주상복합",기타
6260049,(주)미래테크닉스,부산광역시 수영구 무학로 9번길15-1,동트레상가 505호,기타
6260050,정우종합건설(주),경상남도 양산시 상북면 석계리 1124-2,3층,기타
6260054,장문종합건설(주),부산광역시 부산진구 개금동,2층,기타
6260056,(주)한라지리정보,"경남 창원시 성산구 완암로 50, 넥스동 707호",,기타
6260058,부산정관에너지(주),부산시 기장군 정관읍 산단1로 83,부산시 기장군 정관읍 산단1로 83,난방
6260060,(주)삼정코아건설,기장읍 내리 792,,기타
6260061,(주)한창엔지니어링,부산광역시 수영구 남천동,광남로 33 7층,기타
6260062,(주)더조은,부산광역시 강서구 미은산단로,1층(미음동),기타
6260064,오수산업개발,부산 사하구 대티로 17번길,,기타
6260066,(주)청록산업개발,울산광역시 울주군 삼남면 서향교 2길 27,,기타
6260068,(주)두우건설,울산광역시 울주군 온양읍 남창리,,기타
6260069,SK브로드밴드주식회사,부산 금정구 회동동,,통신
6260071,(주)대교이엔지,부산시 연제구 월드컵대로243번길 19(거제동 동원타워603호),거제동 1029-2,기타
6260072,(주)도담종합건설,부산광역시 해운대구 반여로 131,"(반여동,아시아선수촌프레스센터) 상가-512",기타
6260074,영진환경,부산광역시 금정구 중앙대로,1778번길 27(부곡동) 영진환경,기타
6260076,"주식회사 티브로드 낙동방송, 서부산방송, 동남방송",부산시 사하구 신산로 177-3,,기타
6260077,주식회사 영동,부산광역시 수영구 남천동  18-25 자미빌딩,자미빌딩 4층,기타
6260078,흥우건설(주),부산광역시 중구 중앙대로,,기타
6260079,에스케이브로드밴드주식회사,부산 금정구 회동동,,통신
6260080,(주)세정건설,부산광역시 금정구 무학송로 158,부곡동 11-1번지,기타
6260081,(주)동해이엔지,부산광역시 해운대구 센텀중앙로,우동 퍼스트인센텀,기타
6260082,동림건축사 사무소,부산 기장군 기장읍 대라리,,기타
6260084,금강주택,"서울특별시 강남구 봉은사로 304,1층(역삼동)",부산진구 개금동 177-20번지 금강주택 현장사무실,기타
6260085,㈜현대HCN부산방송,부산시 동래구 중앙대로 1455 (온천동),,통신
6260087,엠그린종합건설,부산광역시 사상구 주례로10번길 78,,기타
6260088,원일이엔씨,"부산광역시 부산진구 중앙대로902 5층(양정동, 찬영빌딩)",,기타
6260089,(주)광명전력공사,부산시 사상구 학장동,,기타
6260090,(주)한일개발,부산광역시 강서구 대저중앙로(대저1동),,기타
6260092,일강건설(주),"부산광역시 해운대구 APEC로 17, 2604호",,기타
6260012,한국도로공사 김해부산건설사업단,경상남도 양산시 동면 금오로 242,GOOD프라임 빌딩 501~505호,기타
6260013,정우이엔에스(주),부산광역시 황령대로 319번길 152,남구 황령대로 319번길 152 (3층),기타
6260020,한평종합건설(주),부산시 부산진구동평로 396,이산빌딩4층,기타
6260023,(주)대림에너지,부산시 남구 동명로 128,시저A커트 3층,기타
6260036,한라종합건설(주),경상남도 김해시 대청로 210번길 20,비젼타워 404호,기타
6260040,(주)운현건설,부산시 남구 대연동 용소로19번길 85,리더스빌 601호,기타
6260046,(주)청목이엔씨,부산광역시 연제구 법원로 28(거제동),부산법조타운 1306호,기타
6260051,(주)청호이엔지,부산광역시 동래구 충렬대로 108번길 6(온천동),,기타
6260052,(주)동부토건,부산광역시 진구 가야대로 754,부산광역시 진구 부전동 505-6번지 한솔폴라리스,기타
6260057,부산도시공사,부산진구 신천대로 156,,기타
6260063,(주)성운종합건설,경남 김해시 해반천로,,기타
6260070,(주)선우종합건설,부산시 해운대구 마린시티2로 2(마린파크 202호),,기타
6260083,(주)동토기초지질,부산광역시 동래구 충렬대로,,기타
6260091,동수토건(주),부산광역시 수영구 연수로 405,수용빌딩 4층,기타
6260094,갑을건설(주),경북 구미시 3공단3로,,기타
6260095,한국원자력연구원,대정광역시 유성구 대덕대로 989번길 111,대전 유성구 덕진동 150-1번지,기타
6260096,주식회사경보종합건설,부산시 동래구 명륜로,"수안동, 경보이리스힐상가 12층 1202호",기타
6260097,성광전력(주),김해시 김해대로2529번길 28,,기타
6260098,부산환경공단 집단에너지사업소,부산광역시 해운대구 해운대로 896,부산환경공단 집단에너지사업소 3층,난방
6260099,(주)경보종합건설,부산시 동래구 명륜로,"수안동, 경보이리스힐상가 12층 1202호",기타
6260100,(주)예진건설,부산시 기장군 일광면 화전2길 86-16,,기타
6260101,주식회사 씨제이헬로비젼,서울 마포구 월드컵북로56길 19,6층,통신
6260102,(주)가화건설,부산광역시 기장군 정관읍 방곡리,,기타
6260104,(주)델타종합건설,부산 강서구 공항로 743번길 2-1,,기타
6260105,(주)아키포럼건축사사무소,부산시 동래구 온천2동,부산은행 미남지점 3층,기타
6260106,미담건축사사무소,동래구 온천동,,기타
6260107,재흥건설(주),부산광역시 남구 수영로,대연힐스테이트 푸르지오 115동 313호,기타
6260108,(주)보람엔지니어링,부산시 북구 만덕동,,기타
6260109,(주)푸른환경 이.엔.지,경남 김해시 풍유동,경남 김해시 칠산로 387번길 52-3,기타
6260111,(주)태경건설,대구시 동구 신천4동,세웅빌딩 2층,기타
6260112,(주)대우건설,부산광역시 서구 고운들로 189번나길,,기타
6260114,(주)부근건설,"부산광역시 사하구 하신중앙로335번길 18(하단동,3층)",,기타
6260000,부산광역시,자료없음,자료없음,기타
6260007,(주)케이씨씨건설,부산광역시 금정구  두구동,,기타
6260027,(주)중구에너지,부산시 남구 유엔로 203,,기타
6260032,(주)동일,부산광역시 부산진구 중앙대로 621번길 624,,기타
6260043,(주)대정건설,부산진구 중앙대로 692번길46-10,,기타
6260055,푸른도시가꾸기사업소,부산시 연제구 고분로191번길 6,,기타
6260059,삼정코아건설,기장읍 내리 792,,기타
6260065,대신종합건설(주),부산시 동래구 호현길19(안락동 2층),,기타
6260073,(주)유진환경,부산광역시 부곡3동,중앙대로 1778번길 20(부곡동),기타
6260093,(주)에이스주택건설,부산광역시 수영구 광안동,,기타
6260116,세경건설(주),부산광역시 연제구 거제동,,기타
6260117,(주)지운토건,동래구 명안로,,기타
6260118,(주)혜도,부산 부산진구 중앙대로 749(부전동)혜도빌딩 11등,,기타
6260119,(주)광림엔지니어링건설,부산지 연제구 거제2동,현대오일뱅크 2층,기타
6260120,유진환경,부산광역시 금정구 노포 사송로 9-1,,기타
6260121,서대신6구역 주택재개발정비사업조합,부산광역시 서구 대영로45번길,3층,기타
6260122,(주)대흥기업,부산광역시 해운대구 해운대로 1138(송정동),,기타
6260123,(주)새금정,"부산진구 중앙대로 981, 양정동 시청센트빌 429호",,기타
6260124,해창건설산업(주),부산시 기장군 정관읍 매곡길14,,기타
6260125,덕경종합건설(주),부산시 사상구 강변대로 458,,기타
6260126,부산대학교병원,부산광역시 서구 아미동1가,부산광역시 서구 구덕로 179,기타
6260127,(주)신세양토건,부산광역시 금정구 두실로,"남산동, 3층",기타
6260128,태형건업,부산광역시 동구 진성로,윤영빌딩 3층 301호,기타
6260129,강희건설(주),부산광역시 연제구 연산동,중앙대로 1052번길 16,기타
6260130,(주)인텔리지오,서울특별시 구로구 디지털로,대륭포스트타워1차 2004호,기타
6260131,서대신2구역 주택재개발정비사업조합,부산광역시 서구 보수대로,2층(동대신동3가),기타
6260132,(주)영민종합건설,경남 김해시 분성로 418번길 4,동상동,기타
6260133,(주)케이티,부산시 해운대구 송정광어골로 42,해운대구 송정동,기타
6260134,(주)제이케이수,부산시 금정구 동천로 4,회동동 155-1,기타
6260138,(주)MS이엔지,부산시 사상구 학장로 161,학장동,기타
6260139,휴먼아이티에스(주),부산 기장군 기장읍 차성로 56.번길,,기타
6260140,(주)이정종합건설,부산시 사상구 학장로 173,"부산시 사상구 학장로 173, 3층",기타
6260141,부산지방경찰청,부산광역시 연제구 중앙대로 999,부산지방경찰청,기타
6260142,(주)우진종합건설,부산시 해운대구 센텀북대로 60,센텀아이에스타워 12층 1207호,기타
6260143,(주)아이스원,부산광역시 수영구 연수로259,5층(망미동),기타
6260162,에스제이건설(주),부산광역시 금정구 금강로,3층,기타
6260163,경토엔지니어링,부산광역시 강서구 대저1동,,기타
6260167,마인드원(주),서울특별시 강남구 논현로 26길 10,,기타
6260197,성림종합건설 주식회사,부산시 금정구 금정로 251,"구서동, 성림빌딩 6층",기타
6260204,(주)호금,"부산광역시 중구 중앙대로 160, 4층 403호",,기타
6260207,(주)에이앤티종합건축사사무소,동래구 충렬대로,,기타
6260212,우림환경 주식회사,김해시 삼계동 69번길 22-26,,기타
6260222,(주)사라다,해운대구 센텀북대로 60,,기타
6260224,(주)부경이엔지,양신 상북면 외석리,,기타
6260227,(주)강민종합건설,부산시 금정구 기찰로42-1,,기타
6260234,(주)모티,부산광역시 부산진구 중앙대로691번길 9,6층 (주)모티,기타
6260238,봉래1구역주택재개발정비사업조합,부산광역시 영도구 대교로 14번길,,기타
6260239,(주)디알시스템,사하구 승학로 31번길,,기타
6260251,남흥건설(주),중앙대로 702번길 43,,기타
6260255,우경테크 주식회사,경남 창원시 의창구 도계동,"창원시 의창구 도계로 102, 대남상가 210호",기타
6260256,대룡종합건설(주),부산시 기장군 장안읍 기장대로 1593-1 1동,,기타
6260260,(주)두잉건설,부산광역시 연제구 연산동 1498-32,,기타
6260263,광성종합건설(주),가야대로464(개금동),개금동 163-8,기타
6260274,한국건설안전기술(주),부산광역시 수영구 수영로 678(광안동),부산광역시 수영구 광안동 89-2,기타
6260281,문보건설,경남 양산시 삼호로 188,,기타
6260293,주식회사태광이엔지,경남 김해시 삼계동,,기타
6260301,태옹건설(주),부산 사상구 대동로 9 해영빌딩 402,,기타
6260306,태경이엔지,경남 김해시 삼계동,,기타
6260307,(주)하나씨엔에스,강원도 원주시 태광공단길 42-11(태장동),,기타
6260323,(주)수양건설,부산시 사하구 하신번영로 417,,기타
6260328,(주)누리세움,부산광역시 강서구 대저2동 1851-1,2층,도로
6260350,시행건설(주),부산광역시 수영구 광안동,광안아파트 관리사무실3층,기타
6260358,중아건설(주),부산광역시 금정구 중앙대로 1622 2008호,,기타
6260361,(주)유림종합건설,부산진구 전포동,892-20번지 지오플레이스 7층 7002호,기타
6260371,주우종합건설(주),부산시 금정구 반송로 406-10,,기타
6260372,(주)뉴동아건설,부산광역시 동구 망양로533번길 8(초량동),,기타
6260373,성산건설(주),경남 김해시 칠산로 265번길 12-6(화목동),,기타
6260379,(주)한창이엔씨,부산 중구 중앙대로42번길 5(중앙동5가),동주빌딩 11층,기타
6260386,수호산업개발(주),광장로 86번길 6,,기타
6260388,(주)삼영코스모건설,부산시 동래구 515-3번지 202호,,기타
6260391,신유건설(주),"부산광역시 수영구 수영로 557, 601호(광안동)호암빌딩",,기타
6260164,(주)대림,두실로 45번길,,기타
6260174,(주)일광개발,경남 양산시 대운로124(명동),,기타
6260187,(주)다인토건,"부산광역시 사하구 하신번영로 417, 403(하단동, 리버타운)",,기타
6260191,두산건설(주),부산시 금정구 구서동,부산시 기장군 정관읍 달산리 1244번지,기타
6260208,(주)은우종합건설,부산광역시 금정구 금샘로24,,기타
6260216,(주)에스에이치,"서구 부용로 44-5 1동 7층 701호(부용동2가, 마블스타플레이스)",,기타
6260217,(주)형석종합건설,영도구 청학동로77 더클래식 201호,,기타
6260228,(주)부일디지탈텍,부산시 부산진구 범천동,한마음 빌딩 5층,통신
6260241,주식회사조희종합건설,"부산광역시 해운대구 송정중앙로9,2층(송정동",,기타
6260242,(주)경성리츠,사하구 낙동대로 180,,기타
6260248,㈜양지건설,경기도 과천시 별양동,과천오피스텔,기타
6260250,네오건설(주),부산광역시 금정구 금정로 226,,기타
6260252,광승종합건설(주),부산시 중구 중앙대로 26(중앙로6가),부산광역시 중구 중앙동6가 69-1,기타
6260254,(주)생보부동산신탁,"서울특별시 강남구 테헤란로 424, 14층(대치동, 삼성생명 대치타워)","테헤란로 424, 14층(대치동, 삼성생명 대치타워)",기타
6260288,(주)서원유통,부산시 북구 금곧대로 52,,기타
6260297,대선이엔씨,서울시 서초구 반포동,,기타
6260298,도우건설 주식회사,"청강로 76, 107동 상가 2층 201호",,기타
6260312,백양건업,부산광역시 기장군 정관읍 용수리 1329-1 에이스프라자,에이스프라자 204호,개인
6260343,유니텍코리아,부산 기장군 철마면 고촌로11,L-H 208동 1103호,하수
6260352,금강통신(주),부산광역시 금정구 개좌로 266-19(회동동),,기타
6260357,(주)한울안종합건설,부산시 기장군 기장읍 기장대로 527,,기타
6260359,주은건축사사무소,부산시 강서구 대저로199,,기타
6260360,(주)은과빛,부산광역시 중구 구덕로,,기타
6260366,전포1-1구역 주택재개발정비사업조합,부산광역시 부산진구 전포동 27-27,,기타
6260374,주식회사 대풍건설,부산광역시 해운대구 재송1로 12,거호빌딩 5층,기타
6260378,홍기종합건설(주),경남 김해시 칠산로 399번길7 (화목동),,기타
6260387,(주)이지에버텍,부산진구 기장군 기장읍,배산로8번길 89(서부리 454),기타
6260392,(주)신태영종합건설,부산시 사상구 백양대로349,A동2층(주례동),기타
6260400,(주)은경이엔지,부산시 강서구 미음산단1로 15번길,,기타
6260403,주식회사 경보,경남 김해시 경원로 55번길 26 8층,파크프라자 8층,기타
6260404,(주)도원토건,경남 김해시 내외로 95번길 21,,기타
6260405,(주)한국종합기술,서울시 강동구 상일로6길 21,,기타
6260406,웅진이디티(주),경남 김해시 전하로7번길 9,,기타
6260407,(주)동인종합건설,부산광역시 부산진구 백양대로 18번길 54,4층(다온빌딩) 부암동,기타
6260408,㈜이에스종합건설,"부산시 금정구 금정로 255, 102호(구서동)",1층,기타
6260169,동산환경엔지니어링(주),부산 강서구 낙동남로,582번가길 14(녹산동),기타
6260175,(주)대성에너지,"부산광역시 연제구 과정로132번길 20,2층",,기타
6260177,(주)천지건설산업,부산광역시 금정구 294-1번지,"부곡로 140, 401호(부곡동, 금정프라자)",기타
6260182,대공이엔지(주),경북김천시영남대로2120,,기타
6260203,대영종합중기,울산광역시 남구 월평로 199번길 14,,기타
6260205,근영건설(주),부산광역시 강서구 대저로 89번 가길 50,"거제동, 지하",기타
6260209,주식회사 동성지오텍,"서울특별시 서초구 방배천로4길 28(방배동, 3층)",,기타
6260214,애드아키텍처,"부산시 연제구 과정로 114번길 42, 1층",,기타
6260215,(주)태린건설,"부산시 동래구 여고북로 188, 2층(사직동)",사직동 141-34,기타
6260221,(주)진성환경건설,경상남도 김해시 칠산로179번길 (이동),,기타
6260229,주식회사CJ헬로,부산시 부산진구 전포동,,통신
6260230,우림건축사사무소,부산광역시 영도구 태종로,(청학동),기타
6260233,(주)초록종합건설,부산 기장군 장안읍 장곡길 199 1층,,기타
6260236,에스케이건설(주),서울특별시 종로구 인사동 7길,,기타
6260243,(주)태성종건,"울산광역시 남구 봉월로146번길 11 (신정동, 태성시티타워)",,기타
6260244,강명종합건설(주),부산광역시 강서구 신호동,,기타
6260261,동명건설,경기도 안양시 동안구 경수대로,,기타
6260271,(주)민지종합건설,양산시 명동 707-7 2층,,기타
6260272,DM종합건설,부산 기장군 일광면 이천6길 20,"2층, 201호",기타
6260294,호인건설(주),부산시 강서구 호계로 133(죽동동),2층,기타
6260295,동리종합건설(주),부산광역시 연제구 중앙대로 1217,국제빌딩내 12층(거제동),기타
6260311,성무종합건설(주),부산광역시 연제구 중앙대로 1139,(연산동) 3층,기타
6260315,(주)삼광건업,"부산 동래구 충렬대로 351,403호 (안락동, 성광빌딩)",,기타
6260317,(주)광일건설,부산시 기장군 철마면 안평로 11번가길 17,기장군 철마면 안평리,기타
6260318,성림에너지(주),부산광역시 강서구 화전동 600-11,,가스
6260319,(주)대한이엔지,경남 김해시 김해대로 2400번길 24-17,부원동 212-4번지 302호,기타
6260322,(주)만연건설,부산시 동래구 사직동,,기타
6260325,주식회사 케이티,부산광역시 중구 주앙동4가,,통신
6260326,좌천2구역도시환경정비사업조합,부산시 동구 자성로8번길 42,한백오피스텔 402호,기타
6260330,현민종합건설(주),부산시 기장군 일광면 삼성2길 6 삼양비치빌라 201,,기타
6260334,인사이트정보,경남 양산시 남부동,새양산빌딩,기타
6260340,이일건축사사무소,명륜동,,기타
6260341,에즈원종합건설(주),서울특별시 강남구 봉은사로 418 9층,,기타
6260342,21세기 건설,"경남창원시 의창구 원이대로 271, 701호",,기타
6260351,태성개발(주),경남 창원시 마산합포구 오동동14길 29 제 231호,기산상가아파트,기타
6260377,희성산업주식회사,창원시 진해구 안청남로 13,,기타
6260161,(주)익수종합건설,부산시 기장군 장안읍 해맞이로 430,,기타
6260171,(주)지오뱅크,부산광역시 동래구 안락동 충렬대로432,3층,기타
6260178,(주)한승종합건설,부산시 기장군 정관읍 달산리994-8번지,1층 한승종합건설,기타
6260179,협성건설,"부산광역시 진구 당감로104(부암동, 6층 협성프라자)",,기타
6260180,매암건설 주식회사,부산광역시 기장군 기장읍 배산로 73,동부리 390-5 신라건설,기타
6260185,(주)에넥스트,부산광역시 금정구 반송로,금사동,기타
6260186,서대신7구역 주택재개발 정비사업조합,부산광역시 서구 구덕로,신용빌딩 4층,기타
6260190,한국전력공사 남부건설본부,부산광역시 서구 보수대로 21,,전기
6260194,동대신1구역 주택재개발 정비사업 조합,동대신동 3가,194-2 2층,기타
6260198,성구건설(주),경남 김해시 주촌면 서부로 1701번 안길,,기타
6260206,부산환경공단 동부사업단,부산광역시 동래구 온천천남로,,하수
6260213,(주)일우건설,경북 경산시 와촌면 새터길 27,,기타
6260219,케이티건설(주),"부산광역시 남구 천제등로 11, 1층 (대연동, 동성상가1층)",,기타
6260223,(주)월가,"부산 사하구 하신중앙로 331,6층",사하구 하단동 590-5 하이웰빌딩,기타
6260231,(주)대덕조경,"부산광역시 연제구 시청로 32번길 21, (5층)",,기타
6260237,범아건설(주),부곡온천천로116,,기타
6260253,부산환경공단,부산광역시 동래구 온천천남로 185,,기타
6260258,도도건축,부산시 부산진구 신천대로 122 3312호,,기타
6260266,명민종합건설(주),"부산 해운대구 양운로 80번길 22, 6층(좌동, 오아에치프라자)",,기타
6260273,동국토목설계사무소,김해시 분성로 396번길 63(부원동),경상남도 김해시 부원동 629-1,기타
6260275,영진건설감정기술사사무소,부산광역시 금정구 동현로16번길 85(부곡동),2층,기타
6260276,신세계건설(주),서울 중구 장충단로 180,,기타
6260282,대양산업개발,부산 강서구 대저2동,,기타
6260291,메가건축사무소,부산시 진구 서면문화로27,부산진구 부전동 474-80 유원골든타워오피스텔 1105호,기타
6260303,태웅이엔지,부산광역시 강서구 대저1동,,기타
6260304,(주)영동건설,"인천광역시 부평구 부흥로 329 (405,406호)",,기타
6260309,동해수산1,부산광역시 강서구 신호산단1로72번길 7,102호,기타
6260310,이신씨엔이(주),경기 고양 일산동구 위시티2로11번길 6-25,순환빌딩4층,기타
6260320,(주)태양티지이,부산 수영구 감포로8번길 7(민락동) 2층,,기타
6260321,㈜지오넷,부산광역시 수영구 남천동,,기타
6260324,한국지반연구소,부산광역시 북구 덕천로234번길 24(만덕동),상가동 204호,개인
6260332,(주)한울정보통신,경남 양산시 동면 석금산로 135,양산시 동면 석산리 876-6,기타
6260335,태림이앤씨종합건설,부산광역시 부산진구 연지동,4층,기타
6260347,부산광역시 수영구청,부산광역시 수영구 남천동로 100,,기타
6260348,동삼2구역주택재개발정비사업조합,부산광역시 영도구 동삼동 363-14,,기타
6260165,(주)유종건설,"부산광역시 금정구 금단로 136(남산동, 삼성아파트)",,기타
6260168,성원산전(주),기장읍 청강로 85번길,,기타
6260183,(주)승원종합건설,경상남도 양산시 덕계로 139 (평산동),302호,기타
6260184,한국전력공사 영도지사,부산 영도구 남항남로9번길 61,한국전력공사 영도지사 (남항동2가),전기
6260196,주식회사 정림디앤씨,부산광역시 부산진구 전포동 693-2,몽뜨레 204호,기타
6260262,서원건설(주),전남 순천시 연향동,,기타
6260220,양산정보통신(주),경남 양산시 물금읍 범어리,2층 204호(국보프라자),기타
6260225,조양건설(주),부산 북구 효열로 275번길 41(금곡동),,기타
6260249,(주)세진이엔시,경남 창원시 의창구 북면,"감계로 304, 605호",기타
6260268,아일랜드 건축사사무소,부산광역시 강서구 명지동 3025-7,,도로
6260270,(주)케이탑종합건설,부산광역시 연제구 여고로 84-1,,기타
6260277,(주)제이큐브데이터,부산시 사상구 모라로 22 부산벤처타워 603호,,통신
