시군구명,동명,리명,도로명주소,교차로명,경도,위도
금정구,노포동,-,중앙대로 2238,노포IC출로,129.0996512,35.2840708
금정구,두구동,-,-,공덕초교,129.1032358,35.29799781
금정구,노포동,-,중앙대로 2238,노포IC출로,129.0992976,35.28405527
금정구,노포동,-,중앙대로 2238,노포IC출로,129.0992962,35.28405903
금정구,두구동,-,-,공덕초교,129.1032373,35.29799734
금정구,남산동,-,-,80번 버스종점,129.0851117,35.27182802
금정구,남산동,-,-,80번 버스종점,129.0852444,35.27063927
금정구,남산동,-,-,80번 버스종점,129.0852084,35.2706393
금정구,남산동,-,-,80번 버스종점,129.0851397,35.27048848
금정구,남산동,-,-,80번 버스종점,129.0851519,35.27048853
금정구,남산동,-,-,80번 버스종점,129.0851478,35.27048852
금정구,구서동,-,금정로233번길 73-7,E마트 금정점,129.0912762,35.24856358
금정구,구서동,-,금정로233번길 73-7,E마트 금정점,129.0912174,35.24849767
금정구,구서동,-,금강로446번길 43,E마트 금정점,129.0910266,35.24867696
금정구,구서동,-,금강로468번길 19,E마트 금정점,129.0905053,35.2489085
금정구,구서동,-,금강로468번길 19,E마트 금정점,129.0905034,35.24890614
금정구,구서동,-,중앙대로 1840,E마트 금정점,129.0915384,35.24865424
금정구,노포동,-,-,노포동종합버스터미널앞,129.0965226,35.28868531
금정구,노포동,-,-,노포동종합버스터미널앞,129.0965645,35.28862237
금정구,노포동,-,-,노포동종합버스터미널앞,129.0965636,35.28862271
금정구,노포동,-,-,노포동종합버스터미널앞,129.096563,35.28862295
금정구,노포동,-,-,노포동종합버스터미널앞,129.096563,35.28862293
강서구,-,-,-,-,128.8412532,35.08572909
금정구,노포동,-,-,노포동종합버스터미널앞,129.0968174,35.28877151
금정구,노포동,-,-,노포동종합버스터미널앞,129.0968172,35.28877159
금정구,두구동,-,-,공덕초교앞,129.1115823,35.29531747
금정구,두구동,-,-,공덕초교앞,129.1115368,35.29554818
금정구,두구동,-,-,공덕초교앞,129.111563,35.29554552
금정구,부곡동,-,-,쌍용아파트주변,129.0894536,35.2397412
금정구,부곡동,-,-,쌍용아파트주변,129.0894533,35.23973511
금정구,부곡동,-,-,쌍용아파트주변,129.0895034,35.23976849
금정구,부곡동,-,수림로 22-11,쌍용아파트주변,129.0895663,35.23960107
금정구,부곡동,-,-,쌍용아파트주변,129.0902772,35.23963959
금정구,부곡동,-,-,쌍용아파트주변,129.0902768,35.23963315
금정구,부곡동,-,수림로 22-11,쌍용아파트주변,129.0902764,35.23962705
금정구,부곡동,-,-,쌍용아파트주변,129.0903656,35.2397292
금정구,부곡동,-,수림로20번길 9,쌍용아파트주변,129.0904743,35.23946807
금정구,부곡동,-,수림로20번길 9,쌍용아파트주변,129.0904779,35.23949182
금정구,부곡동,-,수림로20번길 9,쌍용아파트주변,129.0904789,35.23949888
동래구,온천동,-,우장춘로 211,식물원앞,129.0780536,35.22603114
동래구,온천동,-,우장춘로 211,식물원앞,129.0780536,35.22603114
동래구,온천동,-,-,식물원앞,129.0780539,35.22625265
금정구,두구동,-,-,공덕초교,129.1032496,35.2979936
금정구,두구동,-,중앙대로 2413,공덕초교,129.1034707,35.29809551
금정구,두구동,-,중앙대로 2413,공덕초교,129.1034706,35.29809555
금정구,두구동,-,중앙대로 2413,공덕초교,129.1034597,35.29809866
금정구,구서동,-,금강로 503,구서롯데캐슬101동,129.0877519,35.25022674
금정구,구서동,-,금강로 503,구서롯데캐슬101동,129.0877464,35.25022565
금정구,구서동,-,금강로 503,구서롯데캐슬101동,129.0878198,35.25035192
금정구,구서동,-,금강로 503,구서롯데캐슬101동,129.0879627,35.25021316
금정구,구서동,-,금강로 479,구서롯데캐슬101동,129.0879476,35.24954684
금정구,구서동,-,금강로 479,구서롯데캐슬101동,129.0879476,35.24954684
금정구,구서동,-,금강로 477,구서롯데캐슬101동,129.088132,35.24926183
금정구,구서동,-,금강로 477,구서롯데캐슬101동,129.0881249,35.24926025
금정구,구서동,-,금강로445번길 13,구서동부산은행,129.0888355,35.24670769
금정구,구서동,-,-,금정교,129.0912419,35.24476493
금정구,구서동,-,-,금정교,129.0912414,35.24476525
금정구,구서동,-,중앙대로1793번길 20,금정교,129.0916856,35.24492906
금정구,구서동,-,중앙대로1793번길 20,금정교,129.0916748,35.24493849
금정구,구서동,-,중앙대로1793번길 20,금정교,129.0916741,35.24493909
금정구,구서동,-,중앙대로1793번길 20,금정교,129.091676,35.24493739
금정구,부곡동,-,수림로 46-14,장전교,129.0877426,35.23996977
금정구,부곡동,-,수림로 46-11,장전교,129.088036,35.23987601
금정구,부곡동,-,수림로45번길 36,장전역,129.087886,35.23815955
금정구,부곡동,-,수림로45번길 36,장전역,129.0878759,35.23815968
금정구,부곡동,-,수림로45번길 36,장전역,129.0878263,35.23810153
금정구,장전동,-,-,한국타이어서비스,129.087633,35.23542874
금정구,장전동,-,-,한국타이어서비스,129.0876213,35.2354294
금정구,장전동,-,부산대학로38번길 75-1,대한매일,129.087254,35.23389331
금정구,장전동,-,-,대한매일,129.0871561,35.23375066
금정구,장전동,-,-,대한매일,129.0868826,35.23275678
금정구,장전동,-,-,대한매일,129.0868908,35.2327554
금정구,장전동,-,-,동신외과-부대앞,129.0863876,35.23126668
금정구,장전동,-,-,동신외과-부대앞,129.0866136,35.23147876
금정구,장전동,-,-,장전조흥은행,129.0858015,35.22844195
금정구,장전동,-,-,장전조흥은행,129.0860945,35.22850124
금정구,장전동,-,-,장전조흥은행,129.0860872,35.2285018
금정구,장전동,-,장전로 27-10,장전조흥은행,129.0861536,35.22830984
금정구,장전동,-,-,장전조흥은행,129.0859899,35.2282507
금정구,부곡동,-,중앙대로 1663,우신아파트,129.0916379,35.23226959
