구분,노선명,시점,종점,폭(m),길이(m)
길,신선로301번길,부산광역시 남구 용당동 167-1 일원,부산광역시 남구 용당동 168-19 일원,8,226
길,신선로303번길,부산광역시 남구 용당동 165-4 일원,부산광역시 남구 용당동 234-1 일원,4,292
길,신선로319번길,부산광역시 남구 용당동 144-2 일원,부산광역시 남구 용당동 195 일원,4,224
길,신선로329번가길,부산광역시 남구 용당동 284-20 일원,부산광역시 남구 용당동 274-1 일원,3,125
길,신선로329번길,부산광역시 남구 용당동 354-2 일원,부산광역시 남구 용당동 168-24 일원,6,519
길,신선로337번길,부산광역시 남구 용당동 357-10 일원,부산광역시 남구 용당동 280 일원,3,498
길,신선로356번길,부산광역시 남구 용당동 404-1 일원,부산광역시 남구 용당동 65-3 일원,6,1271
길,신선로447번길,부산광역시 남구 대연동 735-5 일원,부산광역시 남구 대연동 706-7 일원,6,472
길,신정번영로13번길,부산광역시 남구 대연동 1613-14 일원,부산광역시 남구 대연동 1219-115 일원,9,441
길,신정번영로15번길,부산광역시 남구 대연동 1613-119 일원,부산광역시 남구 대연동 1619-99 일원,2,123
길,신정번영로21번길,부산광역시 남구 대연동 1613-122 일원,부산광역시 남구 대연동 1619-179 일원,2,154
길,신정번영로31번가길,부산광역시 남구 대연동 1619-331 일원,부산광역시 남구 대연동 1619-28 일원,1,126
길,신정번영로31번길,부산광역시 남구 대연동 1619-331 일원,부산광역시 남구 대연동 1619-344 일원,6,448
길,신정번영로31번나길,부산광역시 남구 대연동 1619-163 일원,부산광역시 남구 대연동 1219-181 일원,2,268
길,신정번영로31번다길,부산광역시 남구 대연동 1619-512 일원,부산광역시 남구 대연동 1619-61 일원,2,172
길,신정번영로45번가길,부산광역시 남구 대연동 1623-112 일원,부산광역시 남구 대연동 1623-161 일원,4,210
길,신정번영로45번길,부산광역시 남구 대연동1622-24 일원,부산광역시 남구 대연동 1627-55 일원,4,306
길,신정번영로47번길,부산광역시 남구 대연동 1622-22 일원,부산광역시 남구 대연동 1628-35 일원,4,286
길,신정번영로65번가길,부산광역시 남구 대연동 1623-51 일원,부산광역시 남구 대연동 1627-236 일원,4,203
길,신정번영로65번길,부산광역시 남구 대연동 1624-6 일원,부산광역시 남구 대연동 1627-172 일원,4,343
길,양지골로113번길,부산광역시 남구 감만동 205-137잡 일원,부산광역시 남구 감만동 200-33 일원,7,346
길,양지골로169번가길,부산광역시 남구 감만동 193-22 일원,부산광역시 남구 감만동 209-7 일원,4,171
길,양지골로169번길,부산광역시 남구 감만동 189-77 일원,부산광역시 남구 감만동 193-6 일원,3,310
길,양지골로172번길,부산광역시 남구 감만동 189-75 일원,부산광역시 남구 감만동 248-26 일원,3,253
길,양지골로206번길,부산광역시 남구 감만동 181-30 일원,부산광역시 남구 감만동 181-125 일원,4,208
길,양지골로251번가길,부산광역시 남구 감만동 3-483 일원,부산광역시 남구 감만동 3-293 일원,5,194
길,양지골로251번길,부산광역시 남구 감만동 73-45 일원,부산광역시 남구 감만동 3-323 일원,6,505
길,양지골로287번길,부산광역시 남구 감만동 산30-19 일원,부산광역시 남구 감만동 3-399 일원,4,204
길,양지골로298번길,부산광역시 남구 감만동 3-249 일원,부산광역시 남구 감만동 3-21 일원,5,147
길,양지골로55번길,부산광역시 남구 감만동 244-3 일원,부산광역시 남구 감만동 229-88 일원,10,318
길,용소로13번길,부산광역시 남구 대연동 58-9 일원,부산광역시 남구 대연동 30-10 일원,6,592
길,용소로14번길,부산광역시 남구 대연동 62-1 일원,부산광역시 남구 대연동 67-26 일원,4,274
길,용소로19번길,부산광역시 남구 대연동 58-20 일원,부산광역시 남구 대연동 32-1 일원,6,501
길,용소로21번길,부산광역시 남구 대연동 60-47 일원,부산광역시 남구 대연동 31-1 일원,6,699
길,용소로28번길,부산광역시 남구 대연동 427-27 일원,부산광역시 남구 대연동 364-16 일원,10,255
길,용소로34번길,부산광역시 남구 대연동 501-6 일원,부산광역시 남구 대연동 364-16 일원,3,282
길,용소로40번길,부산광역시 남구 대연동 496-1 일원,부산광역시 남구 대연동 362-7 일원,8,208
길,용소로46번길,부산광역시 남구 대연동 496-1 일원,부산광역시 남구 대연동 362-7 일원,4,205
길,용소로64번길,부산광역시 남구 대연동 561-1 일원,부산광역시 남구 대연동 877-8 일원,6,732
길,용소로7번길,부산광역시 남구 대연동 56-8 일원,부산광역시 남구 대연동 29-7 일원,6,577
길,용소로8번길,부산광역시 남구 대연동 72-22 일원,부산광역시 남구 대연동 74-17 일원,3,319
길,용주로10번길,부산광역시 남구 용호동 543-2 일원,부산광역시 남구 용호동 543-38 일원,2,357
길,용주로14번길,부산광역시 남구 용호동 543-1 일원,부산광역시 남구 용호동 561-38 일원,8,351
길,용주로18번길,부산광역시 남구 용호동 544-1 일원,부산광역시 남구 용호동 552-43 일원,2,346
길,용주로22번길,부산광역시 남구 용호동 544-1 일원,부산광역시 남구 용호동 562-38 일원,8,340
길,용주로26번길,부산광역시 남구 용호동 545-2 일원,부산광역시 남구 용호동 562-7 일원,2,334
길,용주로30번길,부산광역시 남구 용호동 545-1 일원,부산광역시 남구 용호동 562-37 일원,6,328
길,용주로34번길,부산광역시 남구 용호동 546-2 일원,부산광역시 남구 용호동 550-40 일원,2,323
길,용주로38번길,부산광역시 남구 용호동 546-1 일원,부산광역시 남구 용호동 550-40 일원,3,317
길,용주로46번길,부산광역시 남구 용호동 547-1 일원,부산광역시 남구 용호동 547-32 일원,6,139
길,용주로50번길,부산광역시 남구 용호동 548-1 일원,부산광역시 남구 용호동 776학 일원,3,438
길,용주로6번길,부산광역시 남구 용호동 543-2 일원,부산광역시 남구 용호동 554-23 일원,6,362
길,용호로106번가길,부산광역시 남구 용호동 80-14 일원,부산광역시 남구 용호동 269-3 일원,4,194
길,용호로106번길,부산광역시 남구 용호동 80-20 일원,부산광역시 남구 용호동 215-14 일원,6,297
길,용호로109번길,부산광역시 남구 용호동 368-19 일원,부산광역시 남구 용호동 364-31 일원,8,183
길,용호로110번길,부산광역시 남구 용호동 80-7 일원,부산광역시 남구 용호동 76-1 일원,7,247
길,용호로123번가길,부산광역시 남구 용호동 462 일원,부산광역시 남구 용호동 463 일원,4,289
길,용호로123번길,부산광역시 남구 용호동 371-1 일원,부산광역시 남구 용호동 86-5 일원,6,488
길,용호로124번길,부산광역시 남구 용호동 369-31 일원,부산광역시 남구 용호동 407-1 일원,6,166
길,용호로159번길,부산광역시 남구 용호동 494-1 일원,부산광역시 남구 용호동 378-17 일원,3,621
길,용호로160번길,부산광역시 남구 용호동 395-61 일원,부산광역시 남구 용호동 479-1 일원,4,341
길,용호로177번길,부산광역시 남구 용호동 494-17 일원,부산광역시 남구 용호동 378-14 일원,6,375
길,용호로178번길,부산광역시 남구 용호동 487-22 일원,부산광역시 남구 용호동 480-1 일원,6,349
길,용호로197번길,부산광역시 남구 용호동 532-1 일원,부산광역시 남구 용호동 527-2 일원,8,314
길,용호로198번길,부산광역시 남구 용호동 486-45 일원,부산광역시 남구 용호동 482-1 일원,8,407
길,용호로216번가길,부산광역시 남구 대연동 540-1 일원,부산광역시 남구 대연동 556-44 일원,8,397
길,용호로216번길,부산광역시 남구 용호동 533-46 일원,부산광역시 남구 용호동 537 일원,3,191
길,용호로231번길,부산광역시 남구 용호동 554-1 일원,부산광역시 남구 용호동 526-1 일원,6,765
길,용호로232번길,부산광역시 남구 용호동 555-67 일원,부산광역시 남구 용호동 536-1 일원,7,427
길,용호로251번길,부산광역시 남구 용호동 554-23 일원,부산광역시 남구 용호동 549-47 일원,7,254
길,용호로252번길,부산광역시 남구 용호동 555-18 일원,부산광역시 남구 용호동 558-32 일원,3,129
길,용호로269번길,부산광역시 남구 용호동 559-20 일원,부산광역시 남구 용호동 776-3 일원,3,456
길,용호로42번길,부산광역시 남구 용호동 181-1 일원,부산광역시 남구 용호동 414-27 일원,8,766
길,용호로54번길,부산광역시 남구 용호동 201-2 일원,부산광역시 남구 용호동 157-4 일원,6,198
길,용호로76번길,부산광역시 남구 용호동 159 일원,부산광역시 남구 용호동 38-6 일원,7,425
길,용호로90번길,부산광역시 남구 용호동 83-5 일원,부산광역시 남구 용호동 130-4 일원,8,196
길,용호로97번길,부산광역시 남구 용호동 84-6 일원,부산광역시 남구 용호동 363-1 일원,6,250
길,우암로104번길,부산광역시 남구 감만동 73-163 일원,부산광역시 남구 감만동 168-105 일원,8,311
길,우암로154번길,부산광역시 남구 우암동 52-30 일원,부산광역시 남구 우암동 43 일원,12,323
길,우암로176번길,부산광역시 남구 우암동 78-2 일원,부산광역시 남구 우암동 89-1 일원,3,306
길,우암로194번길,부산광역시 남구 우암동 161-20 일원,부산광역시 남구 우암동 133-2 일원,3,106
길,우암로198번가길,부산광역시 남구 우암동 171-11 일원,부산광역시 남구 우암동 192-308 일원,1,99
길,우암로198번길,부산광역시 남구 우암동 164-68 일원,부산광역시 남구 우암동 133-28 일원,8,108
길,우암로200번가길,부산광역시 남구 우암동 181-355 일원,부산광역시 남구 우암동 181-374 일원,1,88
길,우암로200번길,부산광역시 남구 우암동 164-9 일원,부산광역시 남구 우암동 184-112 일원,5,321
길,우암로256번길,부산광역시 남구 우암동 189-346 일원,부산광역시 남구 우암동 189-1694 일원,2,154
길,우암로264번길,부산광역시 남구 우암동 189-346 일원,부산광역시 남구 우암동 184-87 일원,1,143
길,우암로26번가길,부산광역시 남구 감만동 206-60 일원,부산광역시 남구 감만동 206-28 일원,4,99
길,우암로26번길,부산광역시 남구 감만동 264-3 일원,부산광역시 남구 감만동 206-118 일원,9,366
길,우암로284번길,부산광역시 남구 우암동 189-2001 일원,부산광역시 남구 우암동 189-1776 일원,2,230
길,우암로2번가길,부산광역시 남구 감만동 228-3 일원,부산광역시 남구 감만동 229-26 일원,2,180
길,우암로2번길,부산광역시 남구 감만동 254-54 일원,부산광역시 남구 감만동 260-3 일원,2,386
길,우암로2번나길,부산광역시 남구 감만동 226-2 일원,부산광역시 남구 감만동 229-88 일원,2,98
길,우암로360번길,부산광역시 남구 문현동 959-3 일원,부산광역시 남구 문현동 989-9 일원,4,229
길,우암로362번길,부산광역시 남구 문현동 901-13 일원,부산광역시 남구 문현동 1007-7 일원,10,307
길,우암로374번길,부산광역시 남구 문현동 894-2 일원,부산광역시 남구 문현동 873-25 일원,11,211
길,우암로39번길,부산광역시 남구 감만동 353 일원,부산광역시 남구 감만동 148 일원,3,285
길,우암로52번길,부산광역시 남구 감만동 329-43 일원,부산광역시 남구 감만동 206-143 일원,3,423
길,우암로61번길,부산광역시 남구 감만동 132-2 일원,부산광역시 남구 감만동 483-3 일원,3,280
길,우암로70번길,부산광역시 남구 감만동 163-11 일원,부산광역시 남구 감만동 176-36 일원,9,396
길,우암로75번가길,부산광역시 남구 감만동 103-19 일원,부산광역시 남구 감만동 95-7 일원,5,131
길,우암로75번길,부산광역시 남구 감만동 89-5 일원,부산광역시 남구 감만동 112-5 일원,3,368
길,우암로75번나길,부산광역시 남구 감만동 104-18 일원,부산광역시 남구 감만동 110-6 일원,2,106
길,우암로79번가길,부산광역시 남구 감만동 101-6 일원,부산광역시 남구 감만동 97-9 일원,2,76
길,우암로79번길,부산광역시 남구 감만동 82-11 일원,부산광역시 남구 감만동 85-46 일원,6,206
길,우암로84번길,부산광역시 남구 감만동 77-2 일원,부산광역시 남구 감만동 168-22 일원,5,222
길,우암번영로14번길,부산광역시 남구 우암동 189-821 일원,부산광역시 남구 우암동 189-750 일원,2,152
길,우암번영로15번길,부산광역시 남구 우암동 189-1073 일원,부산광역시 남구 우암동 189-1046 일원,2,137
길,우암번영로26번길,부산광역시 남구 우암동 189-712 일원,부산광역시 남구 우암동 189-670 일원,3,156
길,우암번영로27번길,부산광역시 남구 우암동 189-993 일원,부산광역시 남구 우암동 189-967 일원,2,135
길,우암번영로34번길,부산광역시 남구 우암동 189-572 일원,부산광역시 남구 우암동 189-545 일원,1,73
길,우암번영로35번길,부산광역시 남구 우암동 189-941 일원,부산광역시 남구 우암동 189-93 일원,3,70
길,우암번영로38번길,부산광역시 남구 우암동 189-462 일원,부산광역시 남구 우암동 189-455 일원,2,167
길,우암번영로39번길,부산광역시 남구 우암동 189-912 일원,부산광역시 남구 우암동 189-2230 일원,2,134
길,우암번영로3번길,부산광역시 남구 우암동 184-45 일원,부산광역시 남구 우암동 189-1136 일원,2,126
길,우암번영로8번길,부산광역시 남구 우암동 189-852 일원,부산광역시 남구 우암동 189-825 일원,2,155
길,우암번영로9번길,부산광역시 남구 우암동 189-1106 일원,부산광역시 남구 우암동 189-1045 일원,3,141
길,우암양달로16번길,부산광역시 남구 우암동 181-256 일원,부산광역시 남구 우암동 174-28 일원,3,363
길,우암양달로75번길,부산광역시 남구 우암동 174-10 일원,부산광역시 남구 우암동 129-371 일원,8,241
길,우암양달로81번길,부산광역시 남구 우암동 191-218 일원,부산광역시 남구 우암동 129-337 일원,2,81
길,우암양달로89번길,부산광역시 남구 우암동 129-210 일원,부산광역시 남구 우암동 129-38 일원,8,276
길,우암양달로95번길,부산광역시 남구 우암동 129-213 일원,부산광역시 남구 우암동 129-344 일원,8,178
길,우암양달로97번길,부산광역시 남구 우암동 129-213 일원,부산광역시 남구 우암동 129-339 일원,8,235
길,유엔로108번길,부산광역시 남구 대연동 919-23 일원,부산광역시 남구 대연동 1062-5 일원,7,144
길,유엔로120번가길,부산광역시 남구 대연동 919-4 일원,부산광역시 남구 우암동 8-59 일원,6,612
길,유엔로120번길,부산광역시 남구 대연동 1013-7 일원,부산광역시 남구 대연동 1091-11 일원,9,265
길,유엔로137번길,부산광역시 남구 대연동 891-15 일원,부산광역시 남구 대연동 1002-25 일원,6,314
길,유엔로157번가길,부산광역시 남구 대연동 1734-6 일원,부산광역시 남구 대연동 548-73 일원,10,595
길,유엔로157번길,부산광역시 남구 대연동 881-15 일원,부산광역시 남구 대연동 1729-5 일원,8,560
길,유엔로157번나길,부산광역시 남구 대연동 1733-9 일원,부산광역시 남구 대연동 1722-3 일원,6,441
길,유엔로169번길,부산광역시 남구 대연동 879-20 일원,부산광역시 남구 대연동 1730-1 일원,8,507
길,유엔로183번길,부산광역시 남구 대연동 867-43 일원,부산광역시 남구 대연동 1721-17 일원,8,393
길,유엔로201번길,부산광역시 남구 대연동 865-3 일원,부산광역시 남구 대연동 1721-1 일원,8,455
길,유엔로215번길,부산광역시 남구 대연동 569-4 일원,부산광역시 남구 대연동 573-1 일원,4,232
길,유엔로25번가길,부산광역시 남구 우암동 112-47 일원,부산광역시 남구 우암동 112-32 일원,3,228
길,유엔로25번길,부산광역시 남구 우암동 192-114 일원,부산광역시 남구 우암동 112-156 일원,6,479
길,유엔로27번길,부산광역시 남구 우암동 112-114 일원,부산광역시 남구 우암동 산37-1 일원,5,461
길,유엔로38번길,부산광역시 남구 우암동 99 일원,부산광역시 남구 우암동 15-24 일원,8,344
길,유엔로74번길,부산광역시 남구 우암동 2-7 일원,부산광역시 남구 우암동 13-215 일원,4,242
길,유엔로75번가길,부산광역시 남구 대연동 1195-240 일원,부산광역시 남구 대연동 1203-107 일원,4,221
길,유엔로75번길,부산광역시 남구 대연동 3-4 일원,부산광역시 남구 대연동 산176-38 일원,5,287
길,유엔로75번나길,부산광역시 남구 대연동 1198-67 일원,부산광역시 남구 대연동 1203-122 일원,4,210
길,유엔로84번길,부산광역시 남구 대연동 1034-14 일원,부산광역시 남구 우암동 19-2 일원,5,488
길,유엔로87번길,부산광역시 남구 대연동 1304-5 일원,부산광역시 남구 대연동 1195-242 일원,4,197
길,유엔로96번길,부산광역시 남구 대연동 936-34 일원,부산광역시 남구 대연동 1067-50 일원,4,284
길,유엔평화로106번길,부산광역시 남구 대연동 771-2 일원,부산광역시 남구 대연동 848-4 일원,4,285
길,유엔평화로10번길,부산광역시 남구 대연동 1748-1 일원,부산광역시 남구 대연동 1753-23 일원,7,353
길,유엔평화로125번길,부산광역시 남구 대연동 579-1 일원,부산광역시 남구 대연동 548-5 일원,9,270
길,유엔평화로126번길,부산광역시 남구 용당동 582-3 일원,부산광역시 남구 용당동 596-1 일원,2,322
길,유엔평화로13번길,부산광역시 남구 대연동 1738-5 일원,부산광역시 남구 대연동 1726-11 일원,6,352
길,유엔평화로143번길,부산광역시 남구 용당동 565-16 일원,부산광역시 남구 대연동722-6 일원,16,214
길,유엔평화로14번길,부산광역시 남구 대연동 1748-2 일원,부산광역시 남구 대연동 1755-4 일원,6,319
길,유엔평화로153번길,부산광역시 남구 용당동 562-5 일원,부산광역시 남구 용당동 558 일원,6,303
길,유엔평화로17번길,부산광역시 남구 대연동 888-3 일원,부산광역시 남구 대연동 1722-1 일원,8,567
길,유엔평화로22번길,부산광역시 남구 대연동 984-9 일원,부산광역시 남구 대연동 896-13 일원,3,254
길,유엔평화로28번길,부산광역시 남구 대연동 984-18 일원,부산광역시 남구 대연동 987-71 일원,6,148
길,유엔평화로29번길,부산광역시 남구 대연동 888-16 일원,부산광역시 남구 대연동 573-1 일원,6,717
길,유엔평화로38번길,부산광역시 남구 대연동 974-3 일원,부산광역시 남구 대연동 1315-21 일원,3,337
길,유엔평화로3번길,부산광역시 남구 대연동 1739-5 일원,부산광역시 남구 대연동 1729-1 일원,6,238
길,유엔평화로41번가길,부산광역시 남구 대연동 889-9 일원,부산광역시 남구 대연동 888-27 일원,6,230
길,유엔평화로41번길,부산광역시 남구 대연동 882-10 일원,부산광역시 남구 대연동 572-3 일원,6,711
길,유엔평화로42번길,부산광역시 남구 대연동 890-3 일원,부산광역시 남구 대연동 894-11 일원,5,222
길,유엔평화로47번길,부산광역시 남구 대연동 881-6 일원,부산광역시 남구 대연동 561-20 일원,6,850
길,유엔평화로4번길,부산광역시 남구 대연동 1747-1 일원,부산광역시 남구 대연동 1765-8 일원,6,454
길,유엔평화로66번길,부산광역시 남구 대연동 947-15,부산광역시 남구 대연동 968-11,7,370
길,유엔평화로70번길,부산광역시 남구 대연동 950-12 일원,부산광역시 남구 대연동 965-18 일원,7,245
길,유엔평화로76번길,부산광역시 남구 대연동 961-25 일원,부산광역시 남구 대연동 739-9 일원,12,649
길,유엔평화로9번길,부산광역시 남구 대연동 1738-5 일원,부산광역시 남구 대연동 1727-11 일원,8,427
길,이기대공원로12번길,부산광역시 남구 용호동 86-12 일원,부산광역시 남구 용호동 365-10 일원,6,221
길,이기대공원로26번길,부산광역시 남구 용호동 87-4 일원,부산광역시 남구 용호동 363-8 일원,6,256
길,자유평화로57번길,부산광역시 남구 문현동 790-47 일원,부산광역시 남구 대연동 784-1 일원,5,259
길,자유평화로59번길,부산광역시 남구 문현동 776-23 일원,부산광역시 남구 문현동 738-1 일원,6,391
길,자유평화로60번길,부산광역시 남구 대연동 796-2,부산광역시 남구 대연동 809-16,6,512
길,장고개로101번길,부산광역시 남구 문현동 1005-7 일원,부산광역시 남구 문현동 917-12 일원,2,164
길,장고개로104번길,부산광역시 남구 문현동1059-30 일원,부산광역시 남구 문현동 1062-9 일원,6,385
길,장고개로14번길,부산광역시 남구 우암동 181-49 일원,부산광역시 남구 우암동 194-144 일원,2,133
길,장고개로16번길,부산광역시 남구 우암동 194-111 일원,부산광역시 남구 우암동 181-196 일원,4,165
길,장고개로33번길,부산광역시 남구 우암동 189-13 일원,부산광역시 남구 우암동 213-1 일원,7,274
길,장고개로40번길,부산광역시 남구 우암동 203-1 일원,부산광역시 남구 우암동 209-52 일원,2,230
길,장고개로42번길,부산광역시 남구 우암동 207-5 일원,부산광역시 남구 우암동 199 일원,2,168
길,장고개로63번가길,부산광역시 남구 문현동 1137-1 일원,부산광역시 남구 문현동 1128-4 일원,4,142
길,장고개로63번길,부산광역시 남구 문현동 1072-4 일원,부산광역시 남구 문현동 1176-3 일원,11,422
길,장고개로67번길,부산광역시 남구 문현동 1066-6 일원,부산광역시 남구 문현동 1008-21 일원,7,170
길,장고개로85번가길,부산광역시 남구 문현동 1093-11 일원,부산광역시 남구 문현동 1083 일원,6,185
길,장고개로85번길,부산광역시 남구 문현동 1002 일원,부산광역시 남구 문현동 1075-2 일원,9,230
길,장고개로8번길,부산광역시 남구 우암동 181-163 일원,부산광역시 남구 우암동 181-326 일원,2,99
길,장고개로93번길,부산광역시 남구 문현동 943-13 일원,부산광역시 남구 문현동 906-3 일원,3,227
길,장고개로9번길,부산광역시 남구 우암동 189-685 일원,부산광역시 남구 우암동 189-1192 일원,4,189
길,전선등로36번길,부산광역시 남구 감만동 33-8 일원,부산광역시 남구 감만동 33-14 일원,3,243
길,전선등로37번길,부산광역시 남구 감만동 33-245 일원,부산광역시 남구 감만동 33-255 일원,2,176
길,전선등로3번길,부산광역시 남구 감만동 18-13 일원,부산광역시 남구 감만동 44-142 일원,6,381
길,전선등로61번길,부산광역시 남구 대연동 1172-124 일원,부산광역시 남구 감만동 33-289 일원,4,290
길,전선등로71번길,부산광역시 남구 감만동 36-24 일원,부산광역시 남구 감만동 산191-2 일원,4,273
길,전포대로110번길,부산광역시 남구 문현동 470-10 일원,부산광역시 남구 문현동 567-10 일원,10,217
길,전포대로122번길,부산광역시 남구 문현동 626-7 일원,부산광역시 남구 문현동 623-99 일원,7,160
길,전포대로20번길,부산광역시 남구 문현동 379-25 일원,부산광역시 남구 문현동 426-157 일원,10,260
길,전포대로40번가길,부산광역시 남구 문현동 649-3 일원,부산광역시 남구 문현동 482-29 일원,2,272
길,전포대로40번길,부산광역시 남구 문현동 390-85 일원,부산광역시 남구 문현동 488-115 일원,6,328
길,전포대로48번길,부산광역시 남구 문현동 647-7 일원,부산광역시 남구 문현동 488-51 일원,2,209
길,전포대로67번가길,부산광역시 남구 문현동 781-6 일원,부산광역시 남구 문현동 777-1 일원,3,153
길,전포대로67번길,부산광역시 남구 문현동774-17 일원,부산광역시 범천동845-29 일원,15,255
길,전포대로68번가길,부산광역시 남구 문현동 482-32 일원,부산광역시 남구 문현동 487-49 일원,2,121
길,전포대로68번길,부산광역시 남구 문현동 639-3 일원,부산광역시 진구 전포동 623-172 일원,8,158
길,전포대로76번길,부산광역시 남구 문현동 635-5 일원,부산광역시 남구 문현동 486-22 일원,2,143
길,전포대로77번길,부산광역시 남구 문현동 740-10 일원,부산광역시 남구 문현동 756-1 일원,10,290
길,전포대로78번길,부산광역시 남구 문현동 634-6 일원,부산광역시 남구 문현동 512-16 일원,9,149
길,전포대로91번길,부산광역시 남구 문현동731-1 일원,부산광역시 남구 문현동 1230 일원,22,292
길,전포대로92번가길,부산광역시 남구 문현동 541-3 일원,부산광역시 남구 문현동 538-3 일원,4,208
길,전포대로92번길,부산광역시 남구 문현동 522-21 일원,부산광역시 남구 문현동 549-13 일원,6,222
길,전포대로92번나길,부산광역시 남구 문현동 545-19 일원,부산광역시 진구 전포동 504-93 일원,8,389
길,전포대로92번다길,부산광역시 남구 문현동 547-11 일원,부산광역시 남구 문현동 573-6 일원,3,119
길,전포대로92번라길,부산광역시 남구 문현동 593-5 일원,부산광역시 남구 문현동 568-16 일원,3,108
길,조각공원로11번길,부산광역시 남구 대연동 567-1 일원,부산광역시 남구 대연동 568-11 일원,10,377
길,조각공원로27번길,부산광역시 남구 대연동 565-23 일원,부산광역시 남구 대연동 567-16 일원,11,245
길,지게골로108번길,부산광역시 남구 문현동 292-2 일원,부산광역시 남구 문현동 284-2 일원,4,222
길,지게골로10번길,부산광역시 남구 문현동 861-1 일원,부산광역시 남구 문현동 866-6 일원,3,153
길,지게골로168번길,부산광역시 남구 문현동 334-2 일원,부산광역시 남구 문현동 332 일원,7,270
길,지게골로94번길,부산광역시 남구 문현동 290-1 일원,부산광역시 남구 문현동 284-14 일원,5,220
길,진남로110번길,부산광역시 남구 대연동 1802-12 일원,부산광역시 남구 대연동 1800-39 일원,8,230
길,진남로116번가길,부산광역시 남구 대연동 1576-72 일원,부산광역시 남구 대연동 1576-58 일원,2,128
길,진남로116번길,부산광역시 남구 대연동 1797-8 일원,부산광역시 남구 대연동 1576-38 일원,8,217
길,진남로127번길,부산광역시 남구 대연동 1786-17 일원,부산광역시 남구 대연동 1781-62 일원,9,480
길,진남로153번길,부산광역시 남구 대연동 1578-28 일원,부산광역시 남구 대연동 1781-61 일원,9,368
길,진남로154번길,부산광역시 남구 대연동 1776-9 일원,부산광역시 남구 대연동 산66-1 일원,9,169
길,진남로165번가길,부산광역시 남구 문현동 94-37 일원,부산광역시 남구 문현동 90-7 일원,8,161
길,진남로165번길,부산광역시 남구 대연동 94-18 일원,부산광역시 남구 대연동 산83-2 일원,7,241
길,진남로166번길,부산광역시 남구 문현동 1775-1 일원,부산광역시 남구 문현동 산78 일원,5,430
길,진남로188번가길,부산광역시 남구 문현동 86-3 일원,부산광역시 남구 문현동 산80-1 일원,5,314
길,진남로188번길,부산광역시 남구 문현동 85-9 일원,부산광역시 남구 문현동 45 일원,5,263
길,진남로188번나길,부산광역시 남구 문현동 78-13 일원,부산광역시 남구 문현동 산78 일원,5,184
길,진남로18번길,부산광역시 남구 대연동 290-11 일원,부산광역시 남구 대연동1355-6 일원,4,133
