연번,참고지도,위도,경도,관리번호,수량,구_군,행정(읍_면_동),도로명_주소,설치장소명,구(지번)주소
9209,지오멕스(XEUS),35.18603,129.084381,부산-4-연제-69-0,3,연제구,연산4동,고분로13번길 8,연봉공원(3대),연산4동 631-6
9210,지오멕스(XEUS),35.18603,129.084381,부산-4-연제-69-1,,연제구,연산4동,고분로13번길 8,연봉공원(3대),연산4동 631-6
9211,지오멕스(XEUS),35.18603,129.084381,부산-4-연제-69-2,,연제구,연산4동,고분로13번길 8,연봉공원(3대),연산4동 631-6
9212,지오멕스(XEUS),35.184673,129.076326,부산-4-연제-70-0,2,연제구,연산5동,거제천로124번길 15,꿈나무공원(2대),연산5동 1478-1
9213,지오멕스(XEUS),35.184673,129.076326,부산-4-연제-70-1,,연제구,연산5동,거제천로124번길 15,꿈나무공원(2대),연산5동 1478-1
9214,지오멕스(XEUS),35.175635,129.092702,부산-4-연제-71,1,연제구,연산6동,배산북로11번길 5,새싹공원,연산6동 2132-1
9215,지오멕스(XEUS),35.181773,129.110356,부산-4-연제-72,1,연제구,연산9동,고분로254번길 57-8,토현중학교 뒤,연산9동 130-8
9216,지오멕스(XEUS),35.186017,129.108494,부산-4-연제-73,1,연제구,연산9동,과정로164번길 16,연잎공원,연산9동 477-1
9217,지오멕스(XEUS),35.186861,129.101283,부산-5-연제-74,1,연제구,연산8동,과정로251번길 40,대웅빌라입구(연천초등학교),연산동 409-15
9218,지오멕스(XEUS),35.191177,129.076878,부산-5-연제-75,1,연제구,거제1동,교대로22번길 37,새롬빌리지 앞(거학초등학교),거제동 114-11
9219,지오멕스(XEUS),35.168783,129.09521,부산-5-연제-76,1,연제구,연산3동,금련로 56-1,6번마을버스 회차장(튼튼어린이집),연산3동 1816-73
9220,지오멕스(XEUS),35.182287,129.088648,부산-5-연제-77,1,연제구,연산4동,쌍미천로84번길 57-40,연제구 연산빌라 앞(연동초등),연산4동 1135-69
9221,지오멕스(XEUS),35.175939,129.089729,부산-5-연제-78,1,연제구,연산6동,쌍미천로7번가길 37,삼정목욕탕(동명초등),연산6동 2147-13
9222,지오멕스(XEUS),35.185461,129.080365,부산-5-연제-79,1,연제구,연산5동,월드컵대로145번길 19,큰바다횟집(연제초등),연산동 1242-26
9223,지오멕스(XEUS),35.188617,129.108837,부산-5-연제-80,1,연제구,연산9동,온천천남로186번길 28,86번 종점 뒤(과정초등),연산동 460-10번지
9224,지오멕스(XEUS),35.193969,129.079129,부산-5-연제-81,1,연제구,거제1동,중앙대로 1191,지구촌고등학교 주변(부산교대부설초등),거제동 60-18
9225,지오멕스(XEUS),35.173852,129.087609,부산-5-연제-82,1,연제구,연산6동,마곡천로8,칠갑산삼계탕옆,연산동 1939-7
9226,지오멕스(XEUS),35.177884,129.111904,부산-5-연제-83,1,연제구,연산9동,과정로 74,햇살어린이공원,연산9동 2235-5번지
9227,지오멕스(XEUS),35.179679,129.109437,부산-5-연제-84,1,연제구,연산9동,토현로 6,토곡근린공원,연산9동 2223번지
9228,지오멕스(XEUS),35.187517,129.090308,부산-5-연제-85,1,연제구,거제1동,거제천로 233,거제체육공원,거제1동 1468-15번지
9229,지오멕스(XEUS),35.169965,129.08676,부산-5-연제-86,1,연제구,연산6동,마곡천로 54,연산현대홈타운입구,연산동 2022-587
9230,지오멕스(XEUS),35.183159,129.083802,부산-5-연제-87,1,연제구,연산4동,대리로5번길 50,반도보라뒤 소공원,연산4동 1230-16
9231,지오멕스(XEUS),35.185103,129.091261,부산-5-연제-88,1,연제구,연산1동,고분로68번길 47,연제문화체육공원,연산1동 산123-1
9232,지오멕스(XEUS),35.187532,129.101875,부산-5-연제-89,1,연제구,연산8동,과정로 227,과정공원,연산8동 407번지
9233,지오멕스(XEUS),35.183894,129.084574,부산-5-연제-90,1,연제구,연산4동,쌍미천로125번길 44,연제구 밤골쉼터(공원내),연산4동 641-6
9234,지오멕스(XEUS),35.183894,129.084574,부산-5-연제-91,1,연제구,연산4동,쌍미천로125번길 42,연제구 밤골쉼터(연봉공원),연산4동 641-6
9235,지오멕스(XEUS),35.185106,129.071326,부산-5-연제-92,1,연제구,거제3동,거제대로 188,3M네비게이션 앞(현대유치원),거제3동 836-32번지
9236,지오멕스(XEUS),35.181631,129.066163,부산-5-연제-93,1,연제구,거제4동,해맞이로89번길 58,이화코스모빌라 옆 골목,거제동 681-14
9237,지오멕스(XEUS),35.186864,129.090259,부산-5-연제-94,1,연제구,연산1동,고분로67번길 30-7,은광교회(쌍미공원),연산1동 322-16
9238,지오멕스(XEUS),35.183038,129.079492,부산-5-연제-95,1,연제구,연산8동,고분로112번길 31,연동전원빌라,연산동 894-2
9239,지오멕스(XEUS),35.173186,129.087511,부산-5-연제-96,1,연제구,연산6동,연수로148번길 42,건솔원룸,연산동 1941-175
9240,지오멕스(XEUS),35.180633,129.069545,부산-5-연제-97,1,연제구,거제3동,거제대로138번길 1,에어콘자재총판 앞(시청공원),거제3동 605-34
9241,지오멕스(XEUS),35.180568,129.067042,부산-5-연제-98,1,연제구,거제4동,해맞이로73번길 27,궁전아트빌라 사거리,거제동 676-49
9242,지오멕스(XEUS),35.193006,129.091193,부산-5-연제-99,1,연제구,연산1동,연산1동 300-6,삼성자판기 부근,연산1동 300-6
9243,지오멕스(XEUS),35.171083,129.095058,부산-5-연제-100,1,연제구,연산3동,금련로 40-10,새천년 아트빌라 앞,연산3동 산 156-3
9244,지오멕스(XEUS),35.173707,129.086738,부산-5-연제-101,1,연제구,연산6동,금련로38번길나길 1,코리버거 인근,연산6동 1941-105
9245,지오멕스(XEUS),35.171883,129.087213,부산-5-연제-102,1,연제구,거제4동,해맞이로 91,거제해맞이역 주차장앞,거제동 649-12
9246,지오멕스(XEUS),35.197341,129.079534,부산-5-연제-103,1,연제구,거제1동,중앙대로 1230,한양아파트 타이어뱅크앞,거제동 1424-1
9247,지오멕스(XEUS),35.18218,129.066889,부산-5-연제-104,1,연제구,거제4동,해맞이로93번길 46-4,골목길(유림아시아드타워 아래),거제동 643-63
9248,지오멕스(XEUS),35.193719,129.087016,부산-5-연제-105,1,연제구,거제1동,온천천공원길 56,온천천_공원길 56-2,거제동 1462-4
9249,지오멕스(XEUS),35.171291,129.08371,부산-5-연제-106,1,연제구,연산2동,연산2동 산176-2,물만골입구 장승 사거리,연산2동 산176-2
9250,지오멕스(XEUS),35.189022,129.096177,부산-5-연제-107,1,연제구,연산8동,연산8동 367-2 (연산8동 367-2 대),태양빌라,연산8동 367-2번지
9251,지오멕스(XEUS),35.17895,129.076528,부산-5-연제-108,1,연제구,연산2동,연산2동 1431-1,연화공원,연산2동 1431-1
9252,지오멕스(XEUS),35.194505,129.085068,부산-5-연제-109,1,연제구,거제1동,거제천로255번길 54,온천천 대호아파트 앞,거제1동 1465-1번지
9253,지오멕스(XEUS),35.18869,129.0974,부산-6-연제-110,1,연제구,연산8동,과정로 276번길 14,한국야쿠르트 연제점 앞(백합어린이집),연산8동 382-1
9254,지오멕스(XEUS),35.181463,129.086305,부산-6-연제-111,1,연제구,연산4동,대리로22번길1,꿈나무영재어린이집,연산4동 653-6
9255,지오멕스(XEUS),35.171871,129.093804,부산-6-연제-112,1,연제구,연산3동,금련로 38번길 67,금련산공영주차장 옆(연미초등),연산3동 1811-690
9256,지오멕스(XEUS),35.176264,129.093074,부산-6-연제-113,1,연제구,연산6동,배산북로 23번길 23,동곡빌라8차사거리,연산동 2142-6
9257,지오멕스(XEUS),35.177165,129.067266,부산-6-연제-114,1,연제구,거제4동,해맞이로 23,거제초등학교,거제4동 715-12
9258,지오멕스(XEUS),35.182094,129.102701,부산-6-연제-115,1,연제구,연산9동,토곡로 45,튼튼어린이집 사거리,연산9동 10-1
9259,지오멕스(XEUS),35.189441,129.068309,부산-6-연제-116,1,연제구,거제2동,아시아드대로 54번길 6, 거성시장골목(한들어린이집),거제2동 1434-64
9260,지오멕스(XEUS),35.187104,129.104499,부산-6-연제-117,1,연제구,연산9동,과정로191번가길 35,킹마트삼거리,연산동 414-73
9261,지오멕스(XEUS),35.192754,129.087675,부산-6-연제-118,1,연제구,거제1동,거제천로 225번가길 52, 동래세무서 뒤(조은어린이집),거제1동 1471
9262,지오멕스(XEUS),35.189506,129.072655,부산-6-연제-119,1,연제구,거제2동,월드컵대로 226번길3,남문노인정 앞(법원어린이집),거제2동 1191-26
9263,지오멕스(XEUS),35.191428,129.070436,부산-6-연제-120,1,연제구,거제2동,월드컵대로252번길 18,어울림공원(다뉴브 하이타운 뒤),거제2동 1425-17
9264,지오멕스(XEUS),35.175999,129.094024,부산-6-연제-121,1,연제구,연산6동,배산북로23번길 2,소담어린이집,연산6동 2129-1
9265,지오멕스(XEUS),35.181818,129.084896,부산-6-연제-122,1,연제구,연산4동,고분로20번길 84,연산어린이집,연산4동 2079-94
9266,지오멕스(XEUS),35.189948,129.092843,부산-6-연제-123,1,연제구,연산1동,신금로5번길 19,동화음악학원 앞(초록어린이집),연산1동 309-12
9267,지오멕스(XEUS),35.174402,129.092488,부산-6-연제-124,1,연제구,연산6동,배산로 4,연산6동 새마을금고 앞(신예원어린이집),연산동 2133-4
9268,지오멕스(XEUS),35.177704,129.094872,부산-6-연제-125,1,연제구,연산6동,배산북로 46,연산병원 앞,연산동 1849-20
9269,지오멕스(XEUS),35.181458,129.105006,부산-6-연제-126,1,연제구,연산9동,토곡남로20번길 41,대우아파트상가앞(연아어린이집),연산9동 22-92
9270,지오멕스(XEUS),35.173193,129.086431,부산-6-연제-127,1,연제구,연산6동,연수로148번길 72,고려빌라앞(아이꿈어린이집),연산6동 2003-43
9271,지오멕스(XEUS),35.182731,129.075117,부산-6-연제-128,1,연제구,연산5동,거제천로104번길 20,웰하우스빌라(벧엘어린이집),연산5동 1623
9272,지오멕스(XEUS),35.191605,129.090877,부산-6-연제-129,1,연제구,연산1동,과정로348번길 15,경성화물 앞(이화영재어린이집),연산1동 306-1
9273,지오멕스(XEUS),35.171703,129.096573,부산-6-연제-130,1,연제구,연산3동,금련로26번길 1,섬광 스위트빌(튼튼어린이집),연산3동 1811-411
9274,지오멕스(XEUS),35.181527,129.077456,부산-6-연제-131,1,연제구,연산5동,중앙대로1039번길 4,월성맨션앞(연제초등학교),연산5동 1329-1
9275,지오멕스(XEUS),35.1865,129.098427,부산-6-연제-132,1,연제구,연산8동,과정로265번다길 16,대박마트 앞(작은별어린이집),연산8동 1069-11
9276,지오멕스(XEUS),35.182899,129.070845,부산-6-연제-133,1,연제구,거제3동,거제시장로 42,시티랜드24앞(샛별어린이집),거제3동 584-1
9277,지오멕스(XEUS),35.181671,129.10796,부산-6-연제-134,1,연제구,연산9동,과정로114번길 14,동우슈퍼앞,연산9동 492-1
9278,지오멕스(XEUS),35.187069,129.085165,부산-6-연제-135,1,연제구,연산4동,반송로 32-19,한창정보타운 사거리,연산4동 590-29
9279,지오멕스(XEUS),35.189408,129.097547,부산-6-연제-136,1,연제구,연산8동,과정로276번길29,연천시장입구삼거리,연산동 366-25
9280,지오멕스(XEUS),35.179689,129.06507,부산-6-연제-137,1,연제구,거제4동,화지로52번길19,무림빌라앞,거제4동 676-234
9281,지오멕스(XEUS),35.188279,129.093508,부산-6-연제-138,1,연제구,연산1동,연동로 9,연동시장 앞(정성어린이집),연산1동 341-1
9282,지오멕스(XEUS),35.186101,129.098484,부산-6-연제-139,1,연제구,연산8동,고분로143번길 14,성심지역아동센터앞,연산8동 378-1
9283,지오멕스(XEUS),35.164848,129.082638,부산-6-연제-140,1,연제구,연산2동,황령산로 503,물만골 마을버스 종점,연산2동 182-1
9284,지오멕스(XEUS),35.18477,129.081428,부산-6-연제-141,1,연제구,연산5동,월드컵대로119번길 14,한우곰탕집앞,연산5동 702-2
9285,지오멕스(XEUS),35.176502,129.086171,부산-6-연제-142,1,연제구,연산6동,월드컵대로20번길 7,웅진한의원 앞(행복한어린이집),연산6동 684-15
9286,지오멕스(XEUS),35.177184,129.083173,부산-6-연제-143,1,연제구,연산2동,중앙천로 25,연산초등 병설유치원,연산2동 776-5
9287,지오멕스(XEUS),35.185119,129.095282,부산-6-연제-144,1,연제구,연산8동,고분로112번길 14,연일초등학교 서편,연산8동 1023-14
9288,지오멕스(XEUS),35.185462,129.078618,부산-6-연제-145,1,연제구,연산5동,월드컵대로153버길 34,KH파인빌(연제초등),연산5동 1289-1
9289,지오멕스(XEUS),35.18377,129.088341,부산-6-연제-146,1,연제구,연산1동,묘봉산로5번길 15,연동초등학교 남편,연산1동 1118-3
9290,지오멕스(XEUS),35.177096,129.088995,부산-7-연제-147,1,연제구,연산6동,쌍미천로 47번길 8,행복한어린이집,연산동 667-62
9291,지오멕스(XEUS),35.174134,129.094744,부산-7-연제-148,1,연제구,연산6동,배산로 24-1,세종영재어린이집,연산동 2122-24
9292,지오멕스(XEUS),35.179098,129.067266,부산-7-연제-149,1,연제구,거제4동,해맞이로 43번길16-13,해담솔어린이집,거제동 676-164
9293,지오멕스(XEUS),35.186637,129.087411,부산-7-연제-150,1,연제구,연산4동,쌍미천로 156-1,보엠어린이집 ,연산동 329-4
9294,지오멕스(XEUS),35.187359,129.070041,부산-7-연제-151,1,연제구,거제2동,아시아드대로 12번길9,거제드림어린이집 ,거제동 878-7
9295,지오멕스(XEUS),35.189275,129.084284,부산-7-연제-152,1,연제구,연산4동,세병로 5,연서어린이집 ,연산동 588-1
9296,지오멕스(XEUS),35.191972,129.081612,부산-7-연제-153,1,연제구,거제1동,거제천로 233,월드아이어린이집 ,거제2동 1183-7
9297,지오멕스(XEUS),35.176679,129.084905,부산-7-연제-154,1,연제구,연산2동,월드컵대로 19번길 12,연산초교,연산동 778-3
9298,지오멕스(XEUS),35.174662,129.087642,부산-7-연제-155,1,연제구,연산6동,쌍미천로 45번길 37,베른빌라 앞,연산동 2063-206
9299,지오멕스(XEUS),35.179325,129.084457,부산-7-연제-156,1,연제구,연산2동,월드컵대로 55-2,연산초교(지하차도),연산동 771-10
9300,지오멕스(XEUS),35.173471,129.089687,부산-7-연제-157,1,연제구,연산3동,봉수로 8-1,해남어린이집 ,연산동 1873-24
9301,지오멕스(XEUS),35.177988,129.078435,부산-7-연제-158,1,연제구,연산2동,중앙천로 25번길 96,브니엘어린이집,연산동 1604-27
9302,지오멕스(XEUS),35.192019,129.067915,부산-7-연제-159,1,연제구,거제1동,아시아드대로 82번길3,현대홈타운어린이집,거제1동 1479
9303,지오멕스(XEUS),35.186279,129.074845,부산-7-연제-160,1,연제구,거제3동,월드컵대로 187번길 40,거제경남아파트사거리,거제동 38-18
9304,지오멕스(XEUS),35.174031,129.085917,부산-7-연제-161,1,연제구,연산6동,연수로 148번길 99-1,아이꿈어린이집,연산동 1941-30
9305,지오멕스(XEUS),35.176022,129.08264,부산-7-연제-162,1,연제구,연산2동,연수로111번길 8,희정어린이집(E마트옆),연산2동 821-2
9306,지오멕스(XEUS),35.178059,129.085726,부산-7-연제-163,1,연제구,연산6동,월드컵대로46번길 34,새나라어린이집 ,연산동 662-10
9307,지오멕스(XEUS),35.183239,129.108631,부산-7-연제-164,1,연제구,연산9동,과정로 132번길 26,연일공원 인근,연산동 487-1
9308,지오멕스(XEUS),35.178776,129.06654,부산-7-연제-165,1,연제구,거제4동,해맞이로 43번길 23,거제초등쌈지공원,거제동 676-6
9309,지오멕스(XEUS),35.189319,129.098422,부산-7-연제-166,1,연제구,연산8동,안연로 7번나길 18-1,수련공원,과정로276번길 28
9310,지오멕스(XEUS),35.183635,129.075951,부산-7-연제-167,1,연제구,연산5동,거제천로 118번길 23,꿈나무공원 인근,연산동 1480-12
9311,지오멕스(XEUS),35.187474,129.074846,부산-7-연제-168,1,연제구,거제3동,거제대로 230번길 21,빛의공원,거제동 37-31
9312,지오멕스(XEUS),35.193946,129.085334,부산-7-연제-169,1,연제구,거제1동,온천천공원길 40-3,온천천 공원입구(거제1동),거제동 1465-19
9313,지오멕스(XEUS),35.189181,129.109446,부산-7-연제-170,1,연제구,연산9동,온천천남로 160번길23,온천천 공원입구,연산동 460
9314,지오멕스(XEUS),35.190008,129.069944,부산-7-연제-171,1,연제구,거제2동,월드컵대로 249,거제동원타워 아파트 앞,거제동 1090-24
9315,지오멕스(XEUS),35.181666,129.105546,부산-7-연제-172,1,연제구,연산9동,토곡남로20번가길 11,한양스토아 안쪽 골목,연산동 51
9316,지오멕스(XEUS),35.182495,129.068694,부산-7-연제-173,1,연제구,거제4동,해맞이로 93번길 7,계성여상 후문 ,거제동 649-14
9317,지오멕스(XEUS),35.195153,129.080663,부산-7-연제-174,1,연제구,거제1동,명륜로 2번길 8,거제1동 42-23 ,거제동 70-1
9318,지오멕스(XEUS),35.178896,129.070987,부산-7-연제-175,1,연제구,거제3동,거제대로 124번길 40,아름어린이집 ,거제동 500-50
9319,지오멕스(XEUS),35.172011,129.083543,부산-7-연제-176,1,연제구,연산6동,황령산로 587,버스정류장 앞,연산동 산 183 
9320,지오멕스(XEUS),35.175799,129.09138,부산-7-연제-177,1,연제구,연산6동,쌍미천로30번길5-8,신영하이츠빌라 골목,연산동 2145-40
9321,지오멕스(XEUS),35.195534,129.082715,부산-7-연제-178,1,연제구,거제1동,거제천로 233,거제체육공원 입구,거제동 1468-13
9322,지오멕스(XEUS),35.187811,129.095379,부산-8-연제-179,1,연제구,연산8동,과정로 291번길 13,예일어린이집,연산동 449-21
9323,지오멕스(XEUS),35.189014,129.082835,부산-8-연제-180,1,연제구,연산4동,거제천로230번길 61,연서어린이집,연산동 585-13
9324,지오멕스(XEUS),35.18592,129.109839,부산-8-연제-181,1,연제구,연산8동,고분로253번길 27,과정초등학교(토현성당),연산동 475-27
9325,지오멕스(XEUS),35.181119,129.079745,부산-8-연제-182,1,연제구,연산2동,중앙천로 81,브니엘유치원,연산동 1320-72
9326,지오멕스(XEUS),35.175238,129.095525,부산-8-연제-183,1,연제구,연산6동,배산북로 12번길 41,세종영재어린이집,연산동 2125-22
9327,지오멕스(XEUS),35.193813,129.074207,부산-8-연제-184,1,연제구,거제1동,교대로 54번길 27,참사랑어린이집,거제동 359-10
9328,지오멕스(XEUS),35.179451,129.081336,부산-8-연제-185,1,연제구,연산2동,중앙천로43번길 8-1,항도어린이집,연산동 790-4
9329,지오멕스(XEUS),35.17326,129.089141,부산-8-연제-186,1,연제구,연산3동,봉수로 16,해님어린이집,연산동 1873-32
9330,지오멕스(XEUS),35.187795,129.109155,부산-8-연제-187,1,연제구,연산9동,좌수영로 295,과정유치원,연산동 149-17
9331,지오멕스(XEUS),35.173742,129.082735,부산-8-연제-188,1,연제구,연산2동,황령산로609번길 5,연제도서관(하나슈퍼),연산동 827-2
9332,지오멕스(XEUS),35.173693,129.088395,부산-8-연제-189,1,연제구,연산8동,고분로 104번길 23,청마파크맨션_인근,연산동 969-3
9333,지오멕스(XEUS),35.182568,129.08549,부산-8-연제-190,1,연제구,연산5동,대리로 19번길 25-2,연산어린이집,연산동 1208-8
9334,지오멕스(XEUS),35.18228,129.065046,부산-8-연제-191,1,연제구,거제4동,화지로76번길 5-8,둥지어린이집,거제동 1446-5
9335,지오멕스(XEUS),35.186591,129.105309,부산-8-연제-192,1,연제구,연산8동,과정로 191번나길 15-3,토곡어린이집,연산동 415-56
9336,지오멕스(XEUS),35.185792,129.103571,부산-8-연제-193,1,연제구,연산8동,고분로 191번길 7,연천초등학교(화신사이버대학교앞),연산동 412-11
9337,지오멕스(XEUS),35.18745,129.071893,부산-8-연제-194,1,연제구,거제2동,월드컵대로 215번길,거제푸르지오103동앞,거제동 1188-3 일원
9338,지오멕스(XEUS),35.172193,129.08178,부산-8-연제-195,1,연제구,연산2동,황령산로 605번길 34,양동초등학교,연산동 산 186-16
9339,지오멕스(XEUS),35.178065,129.070113,부산-8-연제-196,1,연제구,거제3동,거제대로 74번길 76,거제슈퍼앞사거리,거제동 730-9
9340,지오멕스(XEUS),35.178108,129.089441,부산-8-연제-197,1,연제구,연산6동,쌍미천로58,동명초등학교(연일우편취급국 앞),연산동 1777-11
9341,지오멕스(XEUS),35.179763,129.089557,부산-8-연제-198,1,연제구,연산6동,쌍미천로84번길 87,풀꽃어린이집,연산동 1135-87
9342,지오멕스(XEUS),35.187306,129.095662,부산-8-연제-199,1,연제구,연산8동,과정로 287번길 21,부산두레학교 인근,연산동 447-4
9343,지오멕스(XEUS),35.186597,129.076283,부산-8-연제-200,1,연제구,거제3동,거제천로146번길 6,조은어린이집,연산동 1290-2
9344,지오멕스(XEUS),35.187892,129.054783,부산-8-연제-201,1,연제구,거제2동,거제동 1338-4,사직보조경기장입구,거제동 산 102
9345,지오멕스(XEUS),35.191145,129.059812,부산-8-연제-202,1,연제구,거제2동,거제동 1306,아시아드주경기장앞,거제동 1306
9346,지오멕스(XEUS),35.195434,129.083464,부산-8-연제-203,1,연제구,거제1동,거제1동 1466,거제체육공원,거제1동 1466
9347,지오멕스(XEUS),35.183707,129.066545,부산-8-연제-204,1,연제구,거제4동,거제4동 769-83,화지산 등산로(호산노인건강센터),거제4동 769-83
9348,지오멕스(XEUS),35.18481,129.05326,부산-8-연제-205,1,연제구,거제2동,거제2동 산107-16,화지산 등산로(배수지 진입로),거제2동 산107-16
9349,지오멕스(XEUS),35.188152,129.076357,부산-8-연제-206,1,연제구,거제1동,월드컵대로 188-40,거제역앞 근린공원,거제동 23-32
9350,지오멕스(XEUS),35.188122,129.087585,부산-8-연제-207,1,연제구,연산4동,연산동 2272,쌍미공원,연산동 2272
9351,지오멕스(XEUS),35.192034,129.06789,부산-8-연제-208,1,연제구,거제1동,거제동 906-5,롯데캐슬피렌체앞 쌈지공원,거제동 906-5
9352,지오멕스(XEUS),35.180449,129.078158,부산-8-연제-209,1,연제구,연산2동,중앙대로1038번길 15,영남시장,연산동 1595-11
9353,지오멕스(XEUS),35.183158,129.068995,부산-8-연제-210,1,연제구,거제2동,해맞이로 99번길 19,원정맨션 앞,거제동 643-22
9354,지오멕스(XEUS),35.186256,129.101228,부산-8-연제-211,1,연제구,연산8동,과정로 225번길 39,연천초교,연산동 410-1
9355,지오멕스(XEUS),35.190205,129.077669,부산-8-연제-212,1,연제구,거제1동,거제대로 272번길 11,천마양말 앞,거제동 2-8
9356,지오멕스(XEUS),35.18667,129.085984,부산-8-연제-213,1,연제구,연산4동,고분로 31번길 24,육회집 앞,연산동 621-7
9357,지오멕스(XEUS),35.172543,129.096056,부산-8-연제-214,1,연제구,연산3동,금련로 15,뉴빈헤어 앞,연산동 1811-48
9358,지오멕스(XEUS),35.194649,129.074595,부산-9-연제-215,1,연제구,거제1동,황새알로 15-2,교대부설초 인근,거제동 357-12 
9359,지오멕스(XEUS),35.198267,129.076915,부산-9-연제-216,1,연제구,거제1동,중앙대로1251번길 27,고은유치원 ,거제동 213-4 
9360,지오멕스(XEUS),35.197872,129.07576,부산-9-연제-217,1,연제구,거제1동,교대로 24번길60,거학초 인근,거제동 213-2 
9361,지오멕스(XEUS),35.188825,129.076869,부산-9-연제-218,1,연제구,거제1동,거제대로252번길 27,대성학원 ,거제동 15-23 
9362,지오멕스(XEUS),35.183125,129.092071,부산-9-연제-219,1,연제구,연산4동,묘봉산로 47,운룡빌라 인근,연산동 산 123-3 
9363,지오멕스(XEUS),35.180861,129.066207,부산-9-연제-220,1,연제구,거제4동,해맞이로77번길 46,해맞이어린이집 ,거제동 676-15 
9364,지오멕스(XEUS),35.186685,129.092545,부산-9-연제-221,1,연제구,연산1동,고분로 93번길 12-1,정언어린이집,연산동 965-5 
9365,지오멕스(XEUS),35.186102,129.089804,부산-9-연제-222,1,연제구,연산1동,고분로67번길 13,연산꿈나래어린이집,연산동 328-16 
9366,지오멕스(XEUS),35.179374,129.081267,부산-9-연제-223,1,연제구,연산2동,연제로8번길 92,항도어린이집,연산동 789 
9367,지오멕스(XEUS),35.177251,129.082529,부산-9-연제-224,1,연제구,연산2동,중앙천로37번길 19,연산초 인근,연산동 798-18
9368,지오멕스(XEUS),35.173306,129.094398,부산-9-연제-225,1,연제구,연산3동,연수로218번길 2,연산3동 행정복지센터,연산동 1799-20 
9369,지오멕스(XEUS),35.18307,129.084605,부산-9-연제-226,1,연제구,연산4동,월드컵대로92번길 29,푸른어린이집,연산동 646-11 
9370,지오멕스(XEUS),35.185975,129.084118,부산-9-연제-227,1,연제구,연산4동,고분로13번길 5,진선미어린이집,연산동 603-22 
9371,지오멕스(XEUS),35.18261,129.078075,부산-9-연제-228,1,연제구,연산5동,월드컵대로145번길 93,연제초 인근,연산동 1343-8 
9372,지오멕스(XEUS),35.187689,129.093968,부산-9-연제-229,1,연제구,연산8동,연동로13번길 13,드림어린이집,연산동 341-22 
9373,지오멕스(XEUS),35.187233,129.108647,부산-9-연제-230,1,연제구,연산9동,고분로241번길 58,과정초등학교 인근,연산동 472-21
9374,지오멕스(XEUS),35.183248,129.109979,부산-9-연제-231,1,연제구,연산9동,과정로 132번길 50,은하수어린이집,연산동 485-1 
9375,지오멕스(XEUS),35.181071,129.106349,부산-9-연제-232,1,연제구,연산9동,토곡남로7번길 4-1,이화유치원,연산동 57-37 
9376,지오멕스(XEUS),35.181533,129.102505,부산-9-연제-233,1,연제구,연산9동,토곡남로 20번길 48-4,부산동암학교,연산동 23-2 
9377,지오멕스(XEUS),35.181759,129.110306,부산-9-연제-234,1,연제구,연산9동,고분로254번길 81,토현초 인근,연산동 118-29 
9378,지오멕스(XEUS),35.184306,129.113518,부산-9-연제-235,1,연제구,연산9동,고분로 284 ,월륜공원(푸르지오),연산동 2042-38
9379,지오멕스(XEUS),35.174061,129.083522,부산-9-연제-236,1,연제구,연산2동,황령산로 612,연이공원(경동),연산동 2304
9380,지오멕스(XEUS),35.185523,129.105217,부산-9-연제-237,1,연제구,연산9동,과정로237번길 83,거울바위공원,연산동 416-16 
9381,지오멕스(XEUS),35.177675,129.069738,부산-9-연제-238,1,연제구,거제3동,거제대로74번길 63 ,태창컴퓨터세탁앞,거제동 733-31 
9382,지오멕스(XEUS),35.170731,129.095493,부산-9-연제-239,1,연제구,연산3동,금련로 38번길 16,농심슈퍼 앞,연산동 1811-505 
9383,지오멕스(XEUS),35.175972,129.087342,부산-9-연제-240,1,연제구,연산6동,월드컵대로 10번길 21,한림원 앞,연산동 670-27 
9384,지오멕스(XEUS),35.189058,129.106318,부산-9-연제-241,1,연제구,연산9동,과정로 192번길 21,ing25시 편의점앞,연산동 396-44 
9385,지오멕스(XEUS),35.18881,129.102512,부산-9-연제-242,1,연제구,연산9동,과정로226번길 21,연산한양점 CU편의점 앞,연산동 398-26 
9386,지오멕스(XEUS),35.168116,129.094861,부산-9-연제-243,1,연제구,연산3동,금련로 70,우암사 진입로,연산동 산 161-1
9387,지오멕스(XEUS),35.173956,129.094697,부산-9-연제-244,1,연제구,연산6동,연수로 219,농협 연미지점 뒤,연산동 2122-8
9388,지오멕스(XEUS),35.179286,129.066354,부산-9-연제-245,1,연제구,거제4동,해맞이로43번길36,해맞이 문화복지센터,거제동 676-122 
9389,지오멕스(XEUS),35.18206,129.074072,부산-9-연제-246,1,연제구,연산5동,시청로32번길 7,봉구비어 앞,연산동 1505-43 
9390,지오멕스(XEUS),35.177645,129.075951,부산-9-연제-247,1,연제구,연산2동,연수로 11번길 110,국민연금관리공단 뒷길,연산동 867-4 
9391,지오멕스(XEUS),35.185164,129.069999,부산-9-연제-248,1,연제구,거제4동,해맞이로123번길 4,아람그린빌 앞,거제동 817-13 
9392,지오멕스(XEUS),35.176152,129.088109,부산-9-연제-249,1,연제구,연산6동,월드컵대로 10번길 34,광민헤어 삼거리,연산동 2063-199
9393,지오멕스(XEUS),35.190681,129.102523,부산-9-연제-250,1,연제구,연산9동,온천천남로 110,온천천 공원화장실앞,연산동 388-1
