연번,참고지도,위도,경도,관리번호,수량,구_군,행정(읍_면_동),도로명_주소,설치장소명,구(지번)주소
2775,다음지도,35.1547375,129.045999,부산-15-진구-0321-1,,부산진구,가야1동,신암로177번길 28,새영진맨션 주변,범천동 1080-183
2776,다음지도,35.1547375,129.045999,부산-15-진구-0321-2,,부산진구,가야1동,신암로177번길 28,새영진맨션 주변,범천동 1080-183
2777,다음지도,35.143844,129.051633,부산-15-진구-0322-0,2,부산진구,범천2동,엄광로495번길 25,쌈마이웨이 촬영지 인근,범천동 1519-41
2778,다음지도,35.143844,129.051633,부산-15-진구-0322-1,,부산진구,범천2동,엄광로495번길 25,쌈마이웨이 촬영지 인근,범천동 1519-41
2779,다음지도,35.1546001,129.066191,부산-15-진구-0323-0,4,부산진구,전포1동,서전로58번길 69,파리바게뜨전포점 앞,전포동 336-1
2780,다음지도,35.1546001,129.066191,부산-15-진구-0323-1,,부산진구,전포1동,서전로58번길 69,파리바게뜨전포점 앞,전포동 336-1
2781,다음지도,35.1546001,129.066191,부산-15-진구-0323-2,,부산진구,전포1동,서전로58번길 69,파리바게뜨전포점 앞,전포동 336-1
2782,다음지도,35.1546001,129.066191,부산-15-진구-0323-3,,부산진구,전포1동,서전로58번길 69,파리바게뜨전포점 앞,전포동 336-1
2783,다음지도,35.146237,129.058054,부산-15-진구-0324-0,3,부산진구,범천1동,중앙대로 597,한양건재 앞 삼거리,범천동 946-18
2784,다음지도,35.146237,129.058054,부산-15-진구-0324-1,,부산진구,범천1동,중앙대로 597,한양건재 앞 삼거리,범천동 946-18
2785,다음지도,35.146237,129.058054,부산-15-진구-0324-2,,부산진구,범천1동,중앙대로 597,한양건재 앞 삼거리,범천동 946-18
2786,다음지도,35.168446,129.071705,부산-15-진구-0325-0,2,부산진구,양정1동,진남로 506,모닝빌 옆 골목 안,양정동 74-161
2787,다음지도,35.168446,129.071705,부산-15-진구-0325-1,,부산진구,양정1동,진남로 506,모닝빌 옆 골목 안,양정동 74-161
2788,다음지도,35.1432954,129.019624,부산-15-진구-0326-0,3,부산진구,개금2동,복지로 115,종합사회복지관 맞은편 골목,개금동 633-12
2789,다음지도,35.1432954,129.019624,부산-15-진구-0326-1,,부산진구,개금2동,복지로 115,종합사회복지관 맞은편 골목,개금동 633-12
2790,다음지도,35.1432954,129.019624,부산-15-진구-0326-2,,부산진구,개금2동,복지로 115,종합사회복지관 맞은편 골목,개금동 633-12
2791,구글지도,"35°09'11.1""N ","129°02'21.5""E",가야1-10,1,부산진구,가야1동,엄광로256번길 13,누원빌라 주변,가야1동 361-299
2792,구글지도,35092213,129020142,가야1-11,1,부산진구,가야1동,가야대로556번길 14,푸른마을(원룸)앞,가야1동 226-3
2793,구글지도,35100601,129034238,부전-20,1,부산진구,부전1동,범전로 33,범전동 주민센터 앞(굴다리 입구),범전동 329-10
2794,구글지도,"35°10'02.6""N ","129°02'01.6""E",당감4-1,1,부산진구,당감4동,백양순환로28번길 15 ,광남빌라 앞,당감4동 691-34
2795,구글지도,"35°09'58.9""N ","129°02'03.9""E",당감4-2,1,부산진구,당감4동,백양순환로18번길 22-3 ,미금슈퍼 앞,당감4동 685-14
2796,구글지도,"35°09'57.1""N ","129°02'06.1""E",당감4-3,1,부산진구,당감4동,344-1(688-4),동일조구 앞,당감4동 344-1
2797,구글지도,"35°09'03.4""N ","129°01'07.9""E",개금1-1,1,부산진구,개금1동,개금1동 498-1,오성유리샷시 앞 - 개금지구대,개금1동 498-1
2798,구글지도,"35°09'02.7""N ","129°01'04.3""E",개금1-2,1,부산진구,개금1동,냉정로161번길 19 ,일광원룸 입구 향기탕 앞,개금1동 606-6
2799,구글지도,"35°09'01.9""N ","129°01'01.7""E",개금1-3,1,부산진구,개금1동,가야대로406번길 29-1,임마누엘교회 앞,개금1동 606-15
2800,구글지도,"35°09'55.9""N ","129°04'00.2""E",전포2-2,1,부산진구,전포2동,전포2동 146-5,그린마트 앞,전포2동 146-5
2801,구글지도,"35°10'23.1""N ","129°03'42.6""E",양정1-1,1,부산진구,양정1동,445-187,풍전하이츠빌라 주변,양정1동 445-187
2802,구글지도,"35°10'23.7""N ","129°04'32.6""E",양정2-1,1,부산진구,양정2동,양정로15번길 29,동주민센터 앞,양정2동 103-12
2803,구글지도,"35°09'35.6""N ","129°04'07.5""E",전포2-3,1,부산진구,전포2동,동성로96번길 22 ,영화약국 앞,전포2동 187-53
2804,구글지도,"35°10'16.7""N ","129°03'46.7""E",양정1-2,1,부산진구,양정1동,범양로 79 (삼계하이츠),삼계하이츠1차 주변,양정1동 445-256
2805,구글지도,"35°08'56.4""N ","129°04'02.3""E",전포1-10,1,부산진구,전포1동,전포대로132번길 18 ,새마을금고1지점,전포3동 378-21
2806,구글지도,"35°09'30.2""N ","129°03'28.8""E",부전1-5,1,부산진구,부전1동,서면문화로 6,빅세일마트앞(영광도서 옆),부전1동 295-5
2807,구글지도,"35°09'03.4""N ","129°02'07.3""E",가야1-18,1,부산진구,가야1동,대학로 48번길,이지수 철학관 앞(꿀꿀이 뒷고기) 사해루 앞,가야3동 397-3
2808,구글지도,"35°09'23.0""N ","129°02'16.2""E",가야1-19,1,부산진구,가야1동,가야대로 507번길 226,초원아트빌 앞,가야3동 68-4
2809,구글지도,"35°09'05.5""N ","129°02'02.4""E",가야1-20,1,부산진구,가야1동,대학로 46번길 29,경동택배 맞은편(제비미용실 앞),가야3동 326-6
2810,구글지도,"35°09'36.8""N ","129°01'32.8""E",개금3-5,1,부산진구,개금3동,본동로 4번길 66,개금고교 옹벽 E 플러스마트 주차장 앞,개금3동 34
2811,구글지도,"35°08'55.8""N ","129°03'29.1""E",범천1-4,1,부산진구,범천1동,신천대로 65번길 33,일일지물재단 옆(태화마트 앞),범천1동 869-18
2812,구글지도,"35°08'41.4""N ","129°03'31.0""E",범천1-5,1,부산진구,범천1동,범일로 131번길 79,킹마트 앞,범천1동 881-9
2813,구글지도,"35°10'27.3""N ","129°03'55.2""E",양정1-7,1,부산진구,양정1동,범양로 125번길 7,양정1동 새마을금고 앞(성진당 사거리),양정1동 506-17
2814,구글지도,"35°10'20.2""N ","129°04'18.0""E",양정1-8,1,부산진구,양정1동,중앙대로 928번길 12,하나은행 후문,양정1동 350-1
2815,구글지도,"35°09'01.7""N ","129°04'14.2""E",전포1-14,1,부산진구,전포1동,봉수로 20,참세명약국 앞,전포3동 330-1189
2816,구글지도,"35°09'19.6""N ","129°03'49.9""E",전포1-3,1,부산진구,전포1동,전포대로 209번길 26,궁리마루 정문,전포1동 682
2817,구글지도,"35°09'42.5""N ","129°03'48.3""E",전포2-6,1,부산진구,전포2동,중앙대로 876-4,롯데캐슬상가앞,전포2동 876-4
2818,구글지도,"35°09'30.8""N ","129°03'53.5""E",전포2-7,1,부산진구,전포2동,서전로 47번길 16,대구공구앞(보성상회),전포2동 665-17
2819,구글지도,"35°10'38.4""N ","129°03'15.5""E",초읍-5,1,부산진구,초읍동,성지로 74번길,천우약국 옆,초읍동 215-14
2820,구글지도,"35°09'31.6""N ","129°03'38.6""E",부전1-2,1,부산진구,부전1동,서전로 9길 19,KT 서면지점 뒷담벽(신한은행 뒷길),부전1동 131-1
2821,구글지도,"35°09'34.0""N ","129°03'41.9""E",부전1-3,1,부산진구,부전1동,중앙대로 756번길 17,서울정밀 앞(수림횟집 앞),부전1동 100-20
2822,구글지도,"35°10'21.9""N ","129°03'21.9""E",연지-4,1,부산진구,연지동,성지로 22번길 18,연지할인마트 앞(어린이놀이터),연지동 48
2823,구글지도,"35°08'56.5""N ","129°01'18.8""E",개금1-4,1,부산진구,개금1동,가야대로 454번길 92,개금배수지 앞,개금1동 540-175
2824,구글지도,"35°09'20.9""N ","129°03'26.5""E",부전2-2,1,부산진구,부전2동,부전로66번길 50 ,롯데후문 부민약국 앞,부전2동 517-2
2825,구글지도,"35°09'23.6""N ","129°03'35.5""E",부전2-3,1,부산진구,부전2동,서전로 10번길 32,나노갈매기 앞,부전2동 191-1
2826,구글지도,"35°10'31.4""N ","129°03'05.9""E",연지-3,1,부산진구,연지동,국악로54번길 36-10 ,건성빌라 뒤,연지동 312-33
2827,구글지도,"35°09'49.4""N ","129°02'08.4""E",당감1-7,1,부산진구,당감1동,동평로 44번길 62-6,동해바다횟집 앞(무궁화아파트 앞),당감3동 479-11
2828,구글지도,"35°09'59.3""N ","129°01'52.7""E",당감4-4,1,부산진구,당감4동,동평로 39번길 61,신광컴퓨터세탁 앞,당감4동 673-17
2829,구글지도,"35°10'13.1""N ","129°03'00.8""E",연지-5,1,부산진구,연지동,새싹로 158번길,은하약국앞,연지동 165-7
2830,구글지도,"35°09'39.1""N ","129°03'14.0""E",부전1-4,1,부산진구,부전1동,가야대로 755번길 70,한나어린이집주변,부전1동 408-2
2831,구글지도,"35°09'10.7""N ","129°01'54.7""E",가야2-5,1,부산진구,가야2동,가야대로 546번길 43,샘솟는교회 앞 가야밀면 입구,가야2동 191-3
2832,구글지도,"35°08'51.1""N ","129°01'20.9""E",개금1-5,1,부산진구,개금1동,엄광로 62번길 14-4,크레용어린이집 앞,개금1동 540-175
2833,구글지도,"35°09'49.2""N ","129°02'45.3""E",부암1-9,1,부산진구,부암1동,백양대로 34번길 20,수명탕 주변,부암1동 218-15
2834,구글지도,"35°09'15.0""N ","129°03'17.9""E",부전2-6,1,부산진구,부전2동,가야대로 750번길 78,황해도 꽃집 앞,부전2동 464-16
2835,구글지도,"35°10'33.0""N ","129°04'30.1""E",양정2-9,1,부산진구,양정2동,중앙대로970번가길 14 ,금강고려화학 뒤(대경자원),양정2동 140-45
2836,구글지도,"35°10'18.8""N ","129°03'01.6""E",연지-8,1,부산진구,연지동,연지로 13번길 23,한성빌라주변,연지동 240-102
2837,구글지도,"35°09'23.8""N ","129°04'12.1""E",전포1-5,1,부산진구,전포1동,동성로74번길 38 ,전포파티마의원 골목안,전포1동 315-24
2838,구글지도,"35°09'34.3""N ","129°04'18.4""E",전포2-11,1,부산진구,전포2동,진남로 388,화신거화아파트주변,전포2동 191-3
2839,구글지도,35091029,129014104,가야2-6,1,부산진구,가야2동,,한일하나로아파트옆 도로개설 지역 주변,가야2동 647-8
2840,구글지도,"35°09'47.0""N ","129°02'54.2""E",부암1-13,1,부산진구,부암1동,백양대로8번길 14,부암교회 아래 주차장(부암1동사무소 뒤),부암1동 228-4
2841,구글지도,"35°09'04.9""N ","129°01'41.2""E",가야2-10,1,부산진구,가야2동,냉정로253번길 16,홈플러스 뒷편 서울노래연습장,가야2동 617-19
2842,구글지도,"35°09'54.0""N ","129°01'55.5""E",당감1-6,1,부산진구,당감1동,동평로27번길 11,장수빌라 뒤 굴다리(브라켓),당감1동 619-3
2843,구글지도,"35°08'56.8""N ","129°03'07.0""E",범천2-15,1,부산진구,범천2동,신암로99번가길 19,신암교회 후문 앞 공터 한전주,범천4동 1230-3
2844,구글지도,"35°10'11.5""N ","129°02'24.5""E",부암3-8,1,부산진구,부암3동,백양순환로 120,미용고등학교 진입로 해성컴퓨터세탁소 앞,부암3동 443-9
2845,구글지도,"35°10'31.6""N ","129°01'59.0""E",부암3-9,1,부산진구,부암3동,백양산로54번길,백양산삼정그린코아 입구 한전주,부암동 722-3 일원
2846,구글지도,"35°10'16.9""N ","129°04'33.2""E",양정2-11,1,부산진구,양정2동,진남로560번길 19-21,주택가 골목 KT통신주,양정2동 37-74
2847,구글지도,"35°10'22.5""N ","129°04'47.5""E",양정2-12,1,부산진구,양정2동,양연로34번길 6,연산두배로마트 앞,양정2동 19-1
2848,구글지도,"35°09'53.5""N ","129°04'05.5""E",전포2-13,1,부산진구,전포2동,중앙대로824번길 52-58,소라맨션 뒤 한전주,전포2동 27-251
2849,구글지도,"35°10'58.3""N ","129°03'08.4""E",초읍-14,1,부산진구,초읍동,월드컵대로465번길 43,소망빌라 앞 한전주,초읍동 375-4
2850,구글지도,"35°09'24.8""N ","129°02'19.3""E",당감2-7,1,부산진구,당감2동,가야대로589번길 64,기차선로 굴다리 앞,당감2동 569-11
2851,구글지도,"35°09'27.1""N ","129°02'27.8""E",당감2-8,1,부산진구,당감2동,가야대로 635-13,당감지하차도 위 회차로,당감동 123
2852,구글지도,"35°09'15.8""N ","129°01'52.1""E",가야2-3,1,부산진구,가야2동,가야대로 543번길 11,경남공고 주변,가야동 246-8
2853,구글지도,"35°09'22.8""N ","129°03'44.2""E",부전2-12,1,부산진구,부전2동,부전동 572-2,동천로 조형물 맞은편,부전동 572-2
2854,구글지도,"35°09'18.1""N ","129°02'23.3""E",가야1-14,1,부산진구,가야1동,가야대로 614번길 14,월성하이츠 빌라 옆,가야1동 384-125
2855,구글지도,"35°08'43.9""N ","129°01'26.0""E",개금2-9,1,부산진구,개금2동,엄광로 62번길 61,고원아파트 5동 뒤 놀이터,개금2동 산54-4
2856,구글지도,"35°09'27.4""N ","129°02'53.8""E",당감2-9,1,부산진구,당감2동,신천대로 183번길 44,천일마트 앞,당감2동 818-66
2857,구글지도,"35°08'32.3""N ","129°03'38.1""E",범천1-9,1,부산진구,범천1동,범일로 142번길 24-14,큰마당 낙지복음 골목,범천1동 837-24
2858,구글지도,"35°09'34.9""N ","129°03'25.4""E",부전1-11,1,부산진구,부전1동,새싹로 21-8,서면곰장어 앞 삼거리,부전1동 399-7
2859,구글지도,"35°09'06.6""N ","129°03'23.2""E",부전2-10,1,부산진구,부전2동,신천대로 78번길 28,부전2동 인쇄골목안 공터,부전2동 530-31
2860,구글지도,"35°09'21.1""N ","129°03'16.2""E",부전2-11,1,부산진구,부전2동,부전로 65번길 4,롯데호텔뒤 해동해물탕 안 골목,부전2동 512-25
2861,구글지도,"35°09'12.9""N ","129°04'19.0""E",전포1-22,1,부산진구,전포1동,진남로 320 주변,DC할인마트 주변(전포3동),전포3동 431-16
2862,구글지도,"35°09'02.1""N ","129°04'21.0""E",전포1-23,1,부산진구,전포1동,진남로 297번길 32 주변,향기플라워 주변(전포3동),전포3동 337-874
2863,구글지도,"35°09'05.5""N ","129°04'20.3""E",전포1-24,1,부산진구,전포1동,진남로 305번길 25 주변,유나미용실 주변(전포3동),전포3동 330-848
2864,구글지도,"35°08'55.3""N ","129°04'09.4""E",전포1-25,1,부산진구,전포1동,황령대로 98번길 35,행복한 병원 아래 주택가(전포3동),전포3동 504-318
2865,구글지도,"35°08'58.1""N ","129°04'12.2""E",전포1-26,1,부산진구,전포1동,봉수로 20번길 28 주변,행복한 병원 아래 주택가(전포3동),전포3동 504-325
2866,구글지도,"35°08'57.7""N ","129°04'07.9""E",전포1-27,1,부산진구,전포1동,황령대로 90번길 22 주변,제일목욕탕 주변,전포3동 504-217
2867,구글지도,"35°09'17.5""N ","129°03'47.3""E",전포1-9,1,부산진구,전포1동,전포대로 199번길 40-10,동남하이츠빌라 앞 도로(전포1동),전포1동 685-5
2868,구글지도,"35°10'50.0""N ","129°02'46.8""E",초읍-19,1,부산진구,초읍동,초읍천로 108번길 26,태림맨션 담장 부근,초읍동 280-1
2869,구글지도,"35°08'57.0""N"," 129°01'54.9""E",가야2-11,1,부산진구,가야2동,엄광로 147번길 37,가야반도보라빌아파트 후문,가야동 519-1
2870,구글지도,"35°09'31.5""N ","129°01'29.7""E",개금2-10,1,부산진구,개금2동,,주택가 골목 ,개금동 366-19
2871,구글지도,"35°08'51.3""N ","129°03'05.1""E",범천2-18,1,부산진구,범천2동,만리산로83,창운빌라 옆,범천동 1241-2
2872,구글지도,"35°09'47.3""N ","129°03'45.1""E",부전1-12,1,부산진구,부전2동,부전로 196,부전전자종합상가 2호문 앞,부전동 27-1
2873,구글지도,"35°09'02.5""N ","129°03'25.2""E",부전2-13,1,부산진구,부전2동,신천대로 78번길 3,인쇄골목 입구,부전동 531-11
2874,구글지도,"35°10'10.0""N"," 129°04'14.4""E",양정1-14,1,부산진구,양정1동,양지로 17번길 17,원광유지원 옆 사거리,양정동 361-33
2875,구글지도,"35°09'43.6""N"," 129°04'06.2""E",전포2-15,1,부산진구,전포2동,진남로 435번길 29,금송빌라 앞,전포동 33-134
2876,구글지도,"35°09'46.0""N"," 129°03'50.0""E",전포2-16,1,부산진구,전포2동,전포대로 275번길 59,국민연금관리공단 뒤,전포동 874-15
2877,구글지도,35.153346,129.056736,부전2-14,1,부산진구,부전2동,부전로20번길34,황제주차장-서면열무국수삼거리,부전2동 521-26
2878,구글지도,35.177517,129.047365,초읍-25,1,부산진구,초읍동,초읍천로108번길93,새진주방앗간 맞은편,초읍동 273-50
2879,구글지도,35.171369,129.06425,양정1-18,1,부산진구,양정1동,양성로59번길4,성우황토빌라 앞 김해쌀상회,양정1동 445-282
2880,구글지도,35.151631,129.066805,전포1-29,1,부산진구,전포1동,전포대로162번가길15,성북초등학교 인근,전포1동 363-2 
2881,구글지도,35.166726,129.042487,부암3-14,1,부산진구,부암3동,동평로119번길 6,영남빌라 앞,부암3동 336
2882,구글지도,35.164658,129.042578,당감1-13,1,부산진구,당감1동,동평로116번길32,매실보육원 옆,당감1동 891-1
2883,구글지도,35.163303,129.040705,당감1-14,1,부산진구,당감1동,당감로16번길 19,당감골목시장내 쉼터,당감1동 262-39
2884,구글지도,35.159161,129.047687,당감2-10,1,부산진구,당감2동,신천대로197번길37,관음사 맞은편,당감2동 64-6
2885,구글지도,35.164399,129.038222,당감4-17,1,부산진구,당감4동,동평로76번길 21,보그헤어 맞은편 골목안,당감4동 393-15
2886,구글지도,35.150207,129.033905,가야1-22,1,부산진구,가야1동,가야대로572번길 93,가남종합시장건물옆 가야옹기집앞,가야1동 678-119
2887,구글지도,35.149991,129.028353,가야2-14,1,부산진구,가야2동,가야공원로38번길30,보광맨션 앞 사거리,가야2동 647-73
2888,구글지도,35.144938,129.015366,개금2-12,1,부산진구,개금2동,진사로68번길22,학청경로당 앞,개금2동 778
2889,구글지도,35.157705,129.019147,개금3-23,1,부산진구,개금3동,개금본동로66번길38 앞,수도사 입구,개금3동 408-1
2890,구글지도,35.146854,129.061328,범천1-10,1,부산진구,범천1동,황령대로18번길2,미니스탑편의점앞사거리,범천1동 853-33
2891,구글지도,35.15307,129.048603,범천2-20,1,부산진구,범천2동,신암로155번길23,제일합포 사거리,범천2동 1153-15
2892,구글지도,35.173518,129.05711,연지-16,1,부산진구,연지동,동평로291번길 52,환희어린이집 앞,연지동 23-2
2893,구글지도,35.163141,129.047307,부암1-15,1,부산진구,부암1동,백양대로18번길 14,홍제약국 앞,부암동 209-3
2894,구글지도,35.160191,129.051183,부암1-16(시셉티드),1,부산진구,부암1동,신천대로204번길18,부암1동청년회 앞,부암동 132-29
2895,구글지도,35.158953,129.052363,부암1-17(시셉티드),1,부산진구,부암1동,가야대로747번길나길24,부암주택앞,부암동697-1번지
2896,구글지도,35.153246,129.038645,가야1-24,1,부산진구,가야1동,엄광로256번길 3,가야교회앞,가야동 361-173
2897,구글지도,35.152226,129.039176,가야1-25,1,부산진구,가야1동,엄광로256번길 39,로얄빌라 옆,가야동 361-206
2898,구글지도,35.1594887,129.0659631,전포2-23,1,부산진구,전포2동,전포대로256번길7,신하골든뷰뒷길,전포동193-38
2899,구글지도,35.1546958,129.0368971,가야1-26,1,부산진구,가야1동,,가야1치안센터맞은편쌈지공원,가야동270-1
2900,구글지도,35.1659558,129.0509313,부암1-18,1,부산진구,부암1동,시민공원로19번길65,타워베르빌버스정류소앞,부암동48-3
2901,구글지도,35.1531142,129.0555425,부전2-18,1,부산진구,부전2동,신천대로78번길17,부전2동제1경로당부근,부전동576-1
2902,구글지도,35.1744386,129.0484584,초읍-30,1,부산진구,초읍동,새싹로207-21,성곡종합시장안,초읍동271-30
2903,구글지도,35.1486598,129.0499165,범천2-25,1,부산진구,범천2동,엄광로433,선암초교후문(소공원),범천동1223-36
2904,구글지도,35.1543296,129.060864,당감1-17,1,부산진구,당감1동,백양대로68번길30,당감시장작은사거리,당감동241-19
2905,구글지도,35.175013,129.0738438,양정2-24,1,부산진구,양정2동,연수로11번길40,양정삼성어린이집옆,양정동271-31
2906,구글지도,5.1837365,129.0531177,초읍-29,1,부산진구,초읍동,월드컵대로465번가길 28,한신아파트_초읍중학교도로,초읍동370-17
2907,구글지도,35.1535722,129.0621423,부전1-27,1,부산진구,부전1동,동천로53,고시원골목,부전동223-8
2908,구글지도,35.1709037,129.0469368,연지-19,1,부산진구,연지동,초연로21번길,연지자이1차_경동아파트이면도로,연지동411
2909,구글지도,35.1546827,129.0171841,개금3-29,1,부산진구,개금3동,백양대로314-10,동서교회_엘지목욕탕,개금동447-1
2910,구글지도,35.1493621,129.0171515,개금1-14,1,부산진구,개금1동,진사로25번길일원,신양맨션D동뒤편,개금동611-5
2911,구글지도,35.156099,129.0387237,당감2-11,1,부산진구,당감2동,가야대로679번길148,농심가슈퍼앞,당감동569-39
2912,구글지도,35.1758693,129.0684397,양정2-25,1,부산진구,양정2동,거제대로74번길,대호식당앞삼거리,양정동31622
2913,구글지도,35.1469839,129.0162202,개금2-14,1,부산진구,개금2동,진사로48번길5,미니스토어앞,개금동764
2914,구글지도,35.1593435,129.05929,부전1-28,1,부산진구,부전1동,새싹로8번길19,부전시장안사거리_또또분식인근,부전동262-1
2915,구글지도,35.1520747,129.0283209,가야2-18,1,부산진구,가야2동,가야공원로14번길28,가야홈플러스후문인근,가야동147-3
2916,구글지도,35.1674729,129.04237,부암3-17,1,부산진구,부암3동,백양순환로153번길23,세계교회옆골목,부암동356-12
2917,구글지도,35.1417787,129.0590141,범천1-12,1,부산진구,범천1동,범일로131,구_부산학원앞부산탕골목,범천동887-2
2918,구글지도,35.1650662,129.0338499,당감1-18,1,부산진구,당감1동,동평로39번길2,다사랑카클리닉앞,당감동369-2
2919,구글지도,35.1685477,129.033603,당감4-19,1,부산진구,당감4동,당감서로117번길13-1,주택가좁은골목,당감동 산49-3
2920,구글지도,35.1509684,129.0377574,가야1-27,1,부산진구,가야1동,,에이스빌옆,가야동406-274
2921,구글지도,35.1499169,129.0378121,가야1-28,1,부산진구,가야1동,,동효빌라인근,가야동406-270
2922,구글지도,35.145493,129.0477523,범천2-27,1,부산진구,범천2동,안창로10번길15,대경빌리지4동앞,범천동1529-4
2923,구글지도,35.1463488,129.0457287,범천2-26,1,부산진구,범천2동,안창로10번길63,안창마을광명사윗골목,범천동1532-124
2924,구글지도,35.1577567,129.0710157,전포1-5,1,부산진구,전포1동,진남로362번길36,영산원룸앞,전포동316-51
2925,구글지도,35.157087,129.0712198,전포1-33,1,부산진구,전포1동,진남로362번길9,글다리아래한국빌라옆,전포동316-301
2926,구글지도,35.154751,129.0250914,재난카메라,2,부산진구,개금1동,개금지하차도,개금지하차도_재난카메라,개금지차하도
2927,구글지도,35.1475024,129.0557554,재난카메라,2,부산진구,범천2동,범천지하차도,범천지하차도-재난카메라,범천지하차도
2928,구글지도,35.1573621,129.041062,재난카메라,2,부산진구,당감2동,당감지하차도,당감지하차도_재난카메라,당감지하차도
2929,구글지도,35.150065,129.028332,가야2-14,1,부산진구,가야2동,가야공원로38번길 30,일신아파트입구 경희집앞,가야2동 647-73
2930,구글지도,35.166203,129.03028,당감1-19,1,부산진구,당감1동,백양괸문로78번길 27,당감1동 공터,부암동 659
2931,구글지도,35.153445,129.062435,전포1-34,1,부산진구,전포1동,동천로 53,고시원골목,부전동223-8
2932,구글지도,35.15406,129.045446,가야1-29,1,부산진구,가야1동,엄광로338번길 6,가우그린빌라,가야1동 8-78
2933,구글지도,35.143841,129.029204,가야2-19,1,부산진구,가야2동,,그린파크골프연습장부근,가야2동 471-27
2934,구글지도,35.142866,129.018092,개금2-15,1,부산진구,개금2동,복지로116,국민주택 뒷편 엄광산 등산로 입구,개금2동 566-54
2935,구글지도,35.158008,129.02022,개금3-30,1,부산진구,개금3동,개금본동로66번길 12-12,개화초 정문부근 등산로 입구,개금3동 404
2936,구글지도,35.169127,129.035601,당감4-20,1,부산진구,당감4동,당감서로94번길 19,송백식당 옆 전봇대,부암동661-2
2937,구글지도,35.146909,129.053624,범천2-28,1,부산진구,범천2동,만리산로 56,빗자루공장 부근,범천동 1263-183
2938,구글지도,35.145606,129.051106,범천2-29,1,부산진구,범천2동,엄광로 477,버스정류장,범천동 1272-207
2939,구글지도,35.163984,129.044113,부암1-19,1,부산진구,부암1동,백양대로46번길 33-4,서면 동일파크스위트 골목,부암1동 288-18
2940,구글지도,35.166197,129.045876,부암1-20,1,부산진구,부암1동,동평로171번길 48,새고개 횡단보도(동명탕 뒷길),부암1동 297-64
2941,구글지도,35.170101,129.0382,부암3-18,1,부산진구,부암3동,백양순환로 100,협성아파트 입구 사거리,부암3동 551-8
2942,구글지도,35.171371,129.03783,부암3-19,1,부산진구,부암3동,당감로 107,멕시칸치킨(협성피닉스입구),부암3동 551-8
2943,구글지도,35.159306,129.06121,부전1-29,1,부산진구,부전1동,서전로9번길 32,서울깍두기,부전1동 573-1
2944,구글지도,35.156381,129.060803,부전2-19,1,부산진구,부전2동,중앙대로680번가길 63,서면 맛내음 왕소금구이 맞은편 골목길,부전2동 168-75
2945,구글지도,35.156319,129.062302,부전2-20,1,부산진구,부전2동,동천로 89,강가네 손만두 골목,부전2동 168-291
2946,구글지도,35.170798,129.066898,양정1-22,1,부산진구,양정1동,거제대로23번길 9-1,철도부지 옆 식물원 인근,양정1동 458-89
2947,구글지도,35.155437,129.064491,전포1-35,1,부산진구,전포1동,전포대로209번길 11,CJ헬로비전 앞 골목길,전포1동 687-8
2948,구글지도,35.150795,129.071829,전포1-36,1,부산진구,전포1동,봉수로42번길 42-1,돌산공원 주택가,전포1동 330-40
2949,구글지도,35.164677,129.067249,전포2-25,1,부산진구,전포2동,동성로112번길 108,소라맨션 사거리,전포2동 160-11
2950,구글지도,35.176837,129.055529,초읍-31,1,부산진구,초읍동,성지로62번길 25,성림맨션 A동 앞,초읍동 603-1
2951,구글지도,35.174777,129.048975,초읍-32,1,부산진구,초읍동,새싹로 208,성곡시장 앞,초읍동 269-7
2952,구글지도,35.153219,129.034687,가야1-30,1,부산진구,가야1동,가야대로572번길 24,가야초등학교 앞,
2953,구글지도,35.155996,129.0413,가야1-31,1,부산진구,가야1동,가야대로635-13,가야대로635-13 앞,
2954,구글지도,35.144845,129.027866,가야2-20,1,부산진구,가야2동,가야공원로92-25,봉정사 앞,
2955,구글지도,35.155626,129.029756,가야2-21,1,부산진구,가야2동,가야대로507번길 70,주택가 앞(침수지역),가야2동 122-62
2956,구글지도,35.154696,129.028538,가야2-22,1,부산진구,가야2동,가야대로527번길 25-13,하남타워 앞 사거리,
2957,구글지도,35.155745,129.030953,가야2-23,1,부산진구,가야2동,,가야골프연습장 뒷골목,가야2동 107-1
2958,구글지도,35.1508,129.016308,개금1-16,1,부산진구,개금1동,진사로7,진성인테리어 맞은편 골목안,
2959,구글지도,35.152398,129.025822,개금1-17,1,부산진구,개금1동,가야대로492번길 16,파크빌 앞,
2960,구글지도,35.149067,129.020228,개금1-18,1,부산진구,개금1동,냉정로180번길 21,냉정로180번길 21 앞,
2961,구글지도,35.144189,129.020342,개금2-16,1,부산진구,개금2동,진사로83번길 82,국민주택 B-456호 앞,
2962,구글지도,35.14458,129.018285,개금2-17,1,부산진구,개금2동,진사로77번길 39,농심가 슈퍼 앞 사거리,
2963,구글지도,35.14678,129.017373,개금2-18,1,부산진구,개금2동,진사로61번길 29,개금시영아파트 7동 앞,
2964,구글지도,35.154478,129.023117,개금3-31,1,부산진구,개금3동,개금온정로17번길 34,형제떡방앗간 주변,
2965,구글지도,35.161008,129.026042,개금3-32,1,부산진구,개금3동,백양대로208번길 70,우성아파트 주변 테마공원,
2966,구글지도,35.15977,129.024605,개금3-33,1,부산진구,개금3동,개금본동로17번길 40,성도아파트 입구,
2967,구글지도,35.15787,129.023324,개금3-34,1,부산진구,개금3동,개금본동로17번길 40,금강인테리어 목재 앞,
