번호,시군구명,동명,도로명,교차로명,경도,위도
3538,강서구,지사동,과학산단로334번길 7,지사5지점,128.8331807,35.14886915
3539,강서구,지사동,,지사3지점,128.8245354,35.14896603
3540,해운대구,중동,달맞이길65번길 43,경동메르빌,129.1754895,35.15930013
3541,해운대구,중동,달맞이길65번길 43,경동메르빌,129.1755563,35.15932458
3542,해운대구,중동,,일루아호텔,129.1740259,35.15894188
3543,강서구,지사동,,지사3지점,128.8248447,35.1490094
3544,강서구,지사동,,지사3지점,128.8247708,35.14881451
3545,강서구,지사동,,지사3지점,128.8248093,35.1488517
3546,강서구,지사동,,지사2지점,128.8192845,35.14965292
3547,영도구,영선동3가,향촌길 144,영선로타리,129.0412865,35.08576023
3548,영도구,영선동3가,절영로 98,영선로타리,129.0408879,35.08578479
3549,부산진구,전포동,봉수로 13,진여중정문(동성중고교),129.0683653,35.15175904
3550,해운대구,우동,우동2로60번길 2-7,굿모닝안경,129.157091,35.16811052
3551,부산진구,전포동,전포대로186번길 39-9,진여중정문(동성중고교),129.068401,35.15320292
3552,부산진구,전포동,전포대로190번길 43-1,진여중정문(동성중고교),129.068349,35.15301681
3553,부산진구,전포동,전포대로275번길 67,(가변)국민건강보험공단,129.0631238,35.16277497
3554,부산진구,전포동,전포대로300번길 2,전포한신아파트,129.0651963,35.16310374
3555,부산진구,범천동,,광무교,129.0589362,35.15025323
3556,수영구,민락동,,리버힐즈빌라,129.1287235,35.16233604
3557,부산진구,부전동,중앙대로 658,교보생명뒤,129.0598132,35.15219899
3558,부산진구,전포동,전포대로300번길 2,전포한신아파트,129.0652323,35.16294915
3559,부산진구,전포동,전포대로298번길 15,전포한신아파트,129.0652886,35.16293707
3560,부산진구,전포동,전포대로298번길 15,전포한신아파트,129.0654836,35.16309954
3561,부산진구,전포동,전포대로298번길 15,전포한신아파트,129.0654861,35.16285881
3562,부산진구,전포동,전포대로298번길 15,전포한신아파트,129.0653105,35.16350387
3563,부산진구,전포동,전포대로298번길 15,전포한신아파트,129.0654557,35.16331951
3564,부산진구,범전동,,부산진중학교,129.055061,35.16304028
3565,북구,금곡동,효열로 276,금곡주공1단지101동앞,129.0193245,35.26705099
3566,북구,금곡동,효열로 276,금곡주공1단지101동앞,129.0193732,35.26695005
3567,해운대구,좌동,,경남선경아파트(8)직결,129.1839644,35.16647186
3568,부산진구,가야동,가야대로679번길 50,철도차량정비단 뒤,129.0437351,35.1577116
3569,부산진구,범전동,신천대로220번길 93-7,부산진중학교,129.0552248,35.16229429
3570,부산진구,범전동,신천대로220번길 93-7,부산진중학교,129.0552793,35.16230169
3571,동구,범일동,망양로945번길 60-4,"구,87번종점",129.0506895,35.14414115
3572,부산진구,전포동,전포대로 181,경남공고,129.0639936,35.15219365
3573,부산진구,전포동,전포대로 181,경남공고,129.0639632,35.15217384
3574,연제구,연산동,,동서무지개아파트,129.0930566,35.18593529
3575,부산진구,부암동,백양순환로28번길 35,초원숯불갈비,129.035282,35.168574
3576,부산진구,부암동,백양순환로28번길 45,금강헬씨랜드,129.0358847,35.16853564
3577,해운대구,우동,,마린시티1로 137,129.1463542,35.15615955
3578,부산진구,범전동,,문화아파트 (진구청사거리),129.0540786,35.16428027
3579,부산진구,범전동,,문화아파트 (진구청사거리),129.0544779,35.16408936
3580,부산진구,범전동,,문화아파트 (진구청사거리),129.0540843,35.16389409
3581,부산진구,부암동,,부암1동사무소,129.0518598,35.16674155
3582,부산진구,부암동,,부암1동사무소,129.0518264,35.1666439
3583,부산진구,범전동,,부암1동사무소,129.0532941,35.16530182
3584,부산진구,범전동,,부암1동사무소,129.0530761,35.16511139
3585,북구,만덕동,,만덕현대아파트앞,129.0289481,35.21178174
3586,부산진구,범전동,,부암1동사무소,129.0531218,35.16500824
3587,기장군,정관읍,,아세아자동차학원,129.1695876,35.31571351
3588,부산진구,가야동,,가야 (주)승압전기,129.0339067,35.15163953
3589,부산진구,전포동,동성로46번길 26-1,갈매기 기사식당,129.0703174,35.155273
3590,부산진구,전포동,동성로46번길 59,갈매기 기사식당,129.0703122,35.15523136
3591,기장군,정관읍,,아세아자동차학원,129.1695789,35.31572389
3592,북구,만덕동,,만덕현대아파트앞,129.0289739,35.21174695
3593,동구,좌천동,,항만소방서,129.0519276,35.12618845
3594,부산진구,연지동,,연지 자이2차아파트 201동 앞,129.0491359,35.17382213
3595,부산진구,연지동,,연지 자이2차아파트 201동 앞,129.0492203,35.17375591
3596,부산진구,연지동,,연지 자이2차아파트 201동 앞,129.0490221,35.17366401
3597,해운대구,좌동,좌동순환로 79,양운초교입구,129.1675742,35.17361541
3598,기장군,정관읍,,숲속원광유치원,129.175095,35.3149813
3599,사하구,신평동,,공단로타리,128.96484,35.08554661
3600,부산진구,양정동,거제천로18번길 1,옥천탕,129.0702125,35.17573712
3601,부산진구,전포동,진남로435번길 57-13,감로사입구,129.0694928,35.16133632
3602,부산진구,연지동,,연지 자이2차아파트 201동 앞,129.0488222,35.17371248
3603,부산진구,연지동,,연지 자이2차아파트 201동 앞,129.0487982,35.17367002
3604,부산진구,연지동,,연지 자이2차아파트 201동 앞,129.0487875,35.173562
3605,북구,만덕동,,만덕현대아파트앞,129.0291035,35.21163801
3606,부산진구,연지동,,연지 자이2차아파트 201동 앞,129.0489329,35.17355114
3607,부산진구,초읍동,,"부산진고교(초읍초교,금성탕직결)",129.0524015,35.17953454
3608,부산진구,초읍동,성지로94번가길 35,"부산진고교(초읍초교,금성탕직결)",129.0525078,35.17932247
3609,부산진구,초읍동,,"부산진고교(초읍초교,금성탕직결)",129.0531463,35.17883104
3610,부산진구,초읍동,성지로94번길 54,"부산진고교(초읍초교,금성탕직결)",129.0532899,35.17873285
3611,북구,덕천동,금곡대로 14,제일탕,129.0054024,35.20902527
3612,기장군,정관읍,,정관 드림교회,129.1797689,35.33147605
3613,부산진구,초읍동,성지로94번길 54,"부산진고교(초읍초교,금성탕직결)",129.0531897,35.17858802
3614,부산진구,전포동,,서면밀리오레주차장 입구(2),129.0637694,35.15654589
3615,부산진구,전포동,서전로46번길 10-5,서면밀리오레주차장 입구(2),129.0637973,35.15656693
3616,부산진구,연지동,성지로62번길 10,연지한신타워입구,129.0546592,35.17621395
3617,부산진구,부암동,,부암동원맨션,129.0484232,35.16662308
3618,해운대구,좌동,대천로 98,대림아파트(31),129.172452,35.17394285
3619,부산진구,부암동,,부암동원맨션,129.048638,35.16666414
3620,부산진구,양정동,양연로 12,연산전화국앞(진구로 등록),129.079514,35.17400287
3621,북구,구포동,,제일탕,129.0052474,35.20711481
3622,북구,구포동,,제일탕,129.0048698,35.20686907
3623,북구,구포동,,제일탕,129.0050068,35.207273
3624,북구,구포동,,제일탕,129.0048683,35.20741623
3625,북구,구포동,백양대로 1165-1,제일탕,129.0047485,35.20701086
3626,해운대구,반송동,,"반송1,3동 새마을금고",129.1509705,35.22255006
3627,해운대구,반송동,아랫반송로27번길 77,반송3동 동사무소,129.1521686,35.22440261
3628,해운대구,우동,센텀1로 25,센텀시티28지점,129.1324955,35.16718164
3629,부산진구,당감동,당감로16번길 17,당감초교,129.0398375,35.16273564
3630,부산진구,당감동,당감로 16,당감초교,129.0398364,35.16242129
3631,부산진구,당감동,당감로 16,당감초교,129.0396222,35.16367134
3632,북구,구포동,백양대로 1165,제일탕,129.004699,35.20696302
3633,북구,구포동,시랑로 16-3,구포초등학교,129.0035598,35.204843
3634,북구,구포동,시장갓길 11,구포초등학교,129.0035127,35.20486469
3635,북구,구포동,백양대로 1153,구포초등학교,129.0033675,35.20497019
3636,북구,구포동,,구포초등학교,129.0014052,35.20440314
3637,북구,구포동,,구포초등학교,129.0012695,35.20422487
3638,북구,구포동,백양대로 1118,구포초등학교,129.0012666,35.20456574
3639,북구,구포동,,구포초등학교,129.0009854,35.20440848
3640,북구,구포동,,구포초등학교,129.000965,35.20425885
3641,북구,덕천동,기찰로 66,덕천동둥지유치원앞,129.0116314,35.21304897
3642,부산진구,양정동,,하마정,129.0677277,35.17450381
3643,금정구,서동,금사로 9-5,로얄장여관,129.1067395,35.21540657
3644,북구,덕천동,기찰로 66,덕천동둥지유치원앞,129.0114979,35.21290433
3645,금정구,서동,금사로 9-5,로얄장여관,129.1067003,35.21540271
3646,금정구,서동,개좌로 28,금사동 제일병원앞,129.109139,35.21572146
3647,금정구,청룡동,청룡예전로 74,경동아파트후문,129.0859475,35.27914212
3648,금정구,청룡동,청룡예전로 74,경동아파트후문,129.0859903,35.27911338
3649,동래구,명륜동,충렬대로202번가길 24,동래로타리,129.0837854,35.20157182
3650,금정구,부곡동,,부산대역 4번출구,129.0895661,35.23022292
3651,강서구,대저2동,,성리포장 앞,128.9261666,35.16541302
3652,강서구,대저2동,,성리포장 앞,128.9262026,35.16544789
3653,부산진구,부암동,동평로116번길 15,당감시장,129.0419006,35.16599633
3654,부산진구,부암동,,당감시장,129.0417865,35.16592264
3655,부산진구,부암동,동평로100번길 5,당감시장,129.0414318,35.16598042
3656,동래구,낙민동,,유엔아이아파트105동 앞,129.0908104,35.19621253
3657,동래구,낙민동,,유엔아이아파트105동 앞,129.0908417,35.19618281
3658,동래구,칠산동,동래로159번길 109-10,코끼리유치원앞,129.0935441,35.20687578
3659,동래구,온천동,아시아드대로 232,내산초교 앞,129.0758036,35.20692773
3660,부산진구,당감동,동평로 94,동덕로타리,129.0389817,35.16544662
3661,부산진구,당감동,동평로94번길 8,동덕로타리,129.0391671,35.16562137
3662,사상구,감전동,사상로147번길 16,감전1동 새마을금고,128.9799871,35.15519191
3663,사상구,삼락동,낙동대로1210번길 33,삼락교,128.9773089,35.1679497
3664,부산진구,당감동,당감로25번길 22-13,동덕로타리,129.0391927,35.16526317
3665,사상구,괘법동,낙동대로1210번길 33,동양한신APT 206동,128.9779468,35.16782004
3666,강서구,봉림동,,한국농어촌공사 봉림출장소,128.9025303,35.18532446
3667,강서구,대저2동,,대저중앙초등학교 옆,128.9272793,35.15695749
3668,강서구,봉림동,,한국농어촌공사 봉림출장소,128.9024984,35.18537409
3669,강서구,대저2동,,대저중앙초등학교 옆,128.9272477,35.15692739
3670,부산진구,당감동,백양관문로 153,당감주공아파트1단지,129.0257856,35.17210105
3671,중구,중앙동6가,중앙대로 2,한국투자증권,129.0358438,35.09905537
3672,부산진구,가야동,,개금홈플러스3,129.0280308,35.15203314
3673,동구,좌천동,,좌천로타리,129.0534105,35.1331201
3674,강서구,대저2동,,대저배수펌프장 앞,128.9602305,35.18940835
3675,강서구,명지동,제도로 230,순아교 옆,128.9161473,35.13418056
3676,강서구,명지동,제도로 230,순아교 옆,128.9160474,35.13433683
3677,사상구,주례동,냉정로 120,주례동 하나로마트,129.0128213,35.14951127
3678,사상구,주례동,가야대로366번길 19-5,주례동 하나로마트,129.0128667,35.14955596
3679,사상구,주례동,,신주례재활용센터,129.0063719,35.15093843
3680,사상구,주례동,,신주례재활용센터,129.0063535,35.15094399
3681,부산진구,개금동,복지로 70,진양맨션,129.0161701,35.14827991
3682,사상구,주례동,주례로9번길 50,송림아파트,129.0140646,35.1497231
3683,사상구,주례동,,럭키목욕탕,129.0002215,35.14712561
3684,사상구,학장동,새벽로 86,삼일에스티,128.9811811,35.14807311
3685,사상구,학장동,새벽로 86,삼일에스티,128.9812133,35.1480445
3686,사상구,엄궁동,,청송강남아파트,128.9753086,35.12929752
3687,사상구,엄궁동,,청송강남아파트,128.9753305,35.12930368
3688,사하구,하단동,,하단SK뷰지나 사하 끝 지점,128.9626787,35.11770935
3689,사하구,하단동,,하단성당,128.9670668,35.10248952
3690,사하구,하단동,,하단성당,128.9670408,35.10251345
3691,북구,덕천동,기찰로 66,덕천동둥지유치원앞,129.0116171,35.2128448
3692,사하구,당리동,,당리동원베네스트 앞,128.9831947,35.10997925
3693,사하구,당리동,,당리동원베네스트 앞,128.9832019,35.11000827
3694,사하구,당리동,,당리동원베네스트2차,128.9842151,35.11095289
3695,사하구,하단동,하신번영로 243,가락타운322동,128.9583203,35.10371309
3696,강서구,명지동,,명지삼정그린코아 119동 앞,128.9076791,35.08479927
3697,강서구,명지동,,명지삼정그린코아 119동 앞,128.9077121,35.08477698
3698,강서구,신호동,신호산단5로 56-9,신호공단 파워IC마트,128.879984,35.08331433
3699,강서구,신호동,신호산단5로 72-6,신호공단 파워IC마트,128.8798478,35.0832461
3700,사상구,주례동,백양대로494번길 12,주례청구A,128.9990169,35.15519656
3701,사상구,주례동,,주례청구A,128.999024,35.15524271
3702,사상구,괘법동,사상로104번길 42,감전지하차도,128.9906722,35.15884185
3703,부산진구,당감동,당감로 33-14,동덕로타리,129.0393199,35.1654128
3704,사하구,괴정동,승학로233번길 50,괴정자유2차 입구,128.9906961,35.10234479
3705,사하구,괴정동,승학로233번길 50,괴정자유2차 입구,128.9906642,35.1023743
3706,수영구,망미동,,풍신산업사앞,129.1171639,35.1749143
3707,남구,감만동,신선로 180,호성1급정비,129.0854588,35.11040708
3708,사하구,당리동,승학로161번길 71,당리대암가든맨션,128.9837743,35.10484341
3709,사하구,당리동,승학로161번길 71,당리대암가든맨션,128.9837987,35.10482213
3710,사하구,다대동,다대로 740,다대소각장,128.9606006,35.04990918
3711,사하구,다대동,다대로 780,다대3펌프장,128.9582472,35.05262069
3712,부산진구,당감동,,동평제일교회,129.0368739,35.16506016
3713,부산진구,당감동,,동평제일교회,129.0372294,35.16516166
3714,사하구,당리동,,정수스위트룸,128.9776225,35.10282719
3715,사하구,당리동,,정수스위트룸,128.9776347,35.10279219
3716,사하구,괴정동,까치고개로6번길 5,괴정롯데슈퍼 뒤,129.00211,35.10231832
3717,사하구,괴정동,낙동대로135번길 12,괴정롯데슈퍼 뒤,129.0020745,35.10232568
3718,사하구,감천동,옥천로 92-1,생수의강교회,129.0103862,35.09500091
3719,사하구,다대동,다송로 59,다선초교,128.9830651,35.06321973
3720,사하구,다대동,다송로 59,다선초교,128.9830545,35.06318545
3721,사하구,다대동,,다대2동 부산은행,128.9803864,35.0636517
3722,남구,우암동,,신연초교3,129.0774646,35.12850899
3723,사하구,괴정동,사리로 72,극동스타클래스101동,128.9985394,35.10547001
3724,부산진구,당감동,동평로44번길 17-10,시민교회,129.0340504,35.1648343
3725,부산진구,당감동,동평로44번길 17-10,시민교회,129.0346054,35.16489625
3726,부산진구,개금동,,광무여중,129.0309976,35.16163356
3727,동구,초량동,초량남로 51-12,초량충남마트,129.036345,35.11950322
3728,남구,대연동,수영로366번길 23,대연동농협지점,129.1072903,35.13831969
3729,서구,서대신동2가,,아시아종합석재,129.0111893,35.10792725
3730,기장군,철마면,,안평저수지,129.1826695,35.24761983
3731,부산진구,개금동,,개포초교,129.0271011,35.15969414
3732,부산진구,개금동,,광무여중,129.0308001,35.1614451
3733,부산진구,개금동,,광무여중,129.0309511,35.16134801
3734,북구,금곡동,효열로220번길 23,금곡금창초교옆,129.0206524,35.26561882
3735,중구,대창동2가,,영주로타리,129.0389245,35.11165062
3736,부산진구,개금동,,개금1동사무소,129.0201725,35.15113949
3737,남구,감만동,,감만부두제2보급단,129.0756732,35.11611257
3738,남구,용당동,,우성종합상사,129.0979111,35.12480169
3739,기장군,기장읍,,대원유통(3),129.225916,35.22661708
3740,부산진구,개금동,복지로8번길 56,대성예식장(개금1파출소),129.0199238,35.15010585
3741,강서구,생곡동,,둔치2호교,128.8931207,35.13582698
3742,북구,금곡동,효열로220번길 23,금곡금창초교옆,129.0205868,35.2654178
3743,기장군,철마면,,안평역 주차장 앞,129.1705808,35.23668364
3744,금정구,서동,,서동 뉴그린 아파트,129.0991901,35.21947097
3745,부산진구,개금동,가야대로468번길 30,개금 선내과(갑상선센터),129.0232916,35.15099646
3746,영도구,동삼동,절영로 476,전원파크맨션,129.067833,35.07016273
3747,영도구,동삼동,,중리초등학교,129.0711096,35.07488688
3748,부산진구,개금동,,대성예식장(개금1파출소),129.0201915,35.15027137
3749,부산진구,개금동,냉정로 194-5,대성예식장(개금1파출소),129.0203171,35.15006299
3750,동래구,낙민동,안연로 68,안진초등학교 앞,129.0993298,35.1941131
3751,기장군,기장읍,,서전아파트 우,129.2252626,35.22545231
3752,기장군,기장읍,기장해안로 565,소망요양병원 건너,129.2264617,35.22349085
3753,연제구,거제동,법원북로 16,거성로타리,129.0675236,35.19167637
3754,부산진구,개금동,냉정로178번길 12,대성예식장(개금1파출소),129.0201714,35.1499922
3755,부산진구,개금동,복지로 77,주원초교,129.0199754,35.14703842
3756,부산진구,개금동,,주원초교,129.0198355,35.14689122
3757,부산진구,개금동,백양대로 232-8,개포초교,129.0252641,35.15726323
3758,기장군,기장읍,기장해안로 565,소망요양병원 건너,129.226495,35.22351036
3759,북구,금곡동,효열로220번길 23,금곡금창초교옆,129.0204576,35.26480811
3760,기장군,기장읍,,서전아파트 우,129.2253015,35.22545235
3761,해운대구,우동,,석대입구 교각,129.1320537,35.17339608
3762,기장군,기장읍,,서전아파트 좌,129.2256117,35.22511003
3763,부산진구,연지동,,부암로타리,129.0503418,35.16876883
3764,기장군,기장읍,,소라건어물 건너,129.2264369,35.22422029
3765,기장군,일광면,,기장농협,129.2358735,35.26644678
3766,기장군,일광면,이화로 10,일광천 옆,129.2347675,35.26782042
3767,기장군,일광면,,강송교,129.2352383,35.26453277
3768,부산진구,연지동,신천대로 291,부암로타리,129.0503674,35.16848725
3769,부산진구,연지동,신천대로 291,부암로타리,129.0503696,35.16844054
3770,부산진구,연지동,,부암로타리,129.0510372,35.16867851
3771,부산진구,개금동,개금본동로 84-15,개금초교삼거리,129.0218762,35.15538805
3772,부산진구,개금동,가야대로443번나길 13-5,개금초교삼거리,129.0218044,35.15506899
3773,부산진구,개금동,,개금초교삼거리,129.022335,35.15528468
3774,부산진구,개금동,,개포초교,129.0270314,35.15961159
3775,부산진구,개금동,백양대로 210,개포초교,129.0273062,35.15881083
3776,부산진구,개금동,백양대로 210,개포초교,129.0273812,35.1589185
3777,부산진구,개금동,,개포초교,129.0273578,35.15813748
3778,부산진구,개금동,,개포초교,129.0278373,35.15813584
3779,부산진구,개금동,,개포초교,129.0276831,35.15794441
3780,기장군,정관읍,산단4로 54,신성정공 앞,129.1849194,35.31574175
3781,동래구,명륜동,아시아드대로 232,내성로타리,129.0782404,35.20443878
3782,강서구,녹산동,,능엄사입구,128.8965173,35.12113742
3783,부산진구,개금동,,개포초교,129.0277163,35.15798299
3784,부산진구,개금동,백양대로 242,개포초교,129.0249932,35.15742789
3785,부산진구,개금동,백양대로 232-8,개포초교,129.0252226,35.15727448
3786,부산진구,개금동,,개금주공사거리,129.0319594,35.15898218
3787,부산진구,개금동,,개금주공사거리,129.0317482,35.15887136
3788,부산진구,개금동,,개금주공사거리,129.0315693,35.15959782
3789,부산진구,개금동,,개금주공사거리,129.0316075,35.15988915
3790,해운대구,우동,해운대로 635-11,해운대전화국입구 (스펀지 앞),129.1600903,35.16440177
3791,부산진구,개금동,,개금주공사거리,129.0315918,35.15912844
3792,부산진구,당감동,,당평초교,129.0347619,35.16002232
3793,부산진구,양정동,,시청앞,129.0757161,35.17875897
3794,기장군,정관읍,산단4로 1,신광재단,129.1798668,35.31558183
3795,부산진구,당감동,,당평초교,129.0352161,35.15994381
3796,기장군,철마면,철마삼동로 178,임기마을,129.1161257,35.32075973
3797,부산진구,당감동,,당평초교,129.0352242,35.15998228
3798,부산진구,당감동,백양대로 91,당감삼익아파트,129.0398778,35.16158343
3799,부산진구,당감동,백양대로 91,당감삼익아파트,129.0401693,35.16143969
3800,부산진구,부암동,백양대로46번길 10-1,부암주유소,129.0457357,35.16267305
3801,부산진구,부암동,백양대로46번길 10-1,부암주유소,129.0456412,35.16254799
3802,기장군,철마면,강변길 90,삼동어린이집,129.1147798,35.31170213
3803,부산진구,부암동,백양대로46번길 10-1,부암주유소,129.0455234,35.16287189
3804,북구,금곡동,효열로220번길 23,금곡금창초교옆,129.020242,35.26465637
3805,부산진구,부암동,백양대로46번길 10-1,부암주유소,129.0454181,35.16278073
3806,기장군,철마면,,입석마을입구,129.114662,35.30972055
3807,부산진구,부암동,,진양로타리,129.0496131,35.16235402
3808,부산진구,부암동,,진양로타리,129.0496607,35.16238817
3809,부산진구,부암동,,진양로타리,129.0501944,35.16247765
3810,부산진구,부암동,,진양로타리,129.049509,35.16201386
3811,부산진구,부암동,,진양로타리,129.0495524,35.16196916
3812,부산진구,부암동,,진양로타리,129.0500498,35.16210293
3813,기장군,철마면,,곽암마을입구,129.1794204,35.27458062
3814,부산진구,부암동,,안산의원,129.0503491,35.16005322
3815,부산진구,부암동,신천대로 195,안산의원,129.0500176,35.15988644
3816,부산진구,부암동,,안산의원,129.0502984,35.16001364
3817,부산진구,범천동,신천대로162번길 13,도시개발공사,129.0516639,35.15515079
3818,기장군,철마면,,이곡마을,129.1780266,35.27510929
3819,부산진구,범천동,,도시개발공사,129.0516634,35.15475789
3820,부산진구,범천동,신천대로102번길 20-10,철도공작창,129.0548934,35.15229824
3821,서구,서대신동2가,,서대신로타리,129.0119735,35.11092761
3822,부산진구,범천동,신천대로102번길 20-10,철도공작창,129.0550488,35.15197268
3823,기장군,철마면,정관산업로 910,유료낚시터,129.1679022,35.2955096
3824,부산진구,범천동,,철도공작창,129.0551414,35.15137339
3825,부산진구,범천동,,혜화문리학원,129.0579235,35.15105245
3826,부산진구,범천동,,혜화문리학원,129.0577724,35.15093249
3827,부산진구,범천동,,혜화문리학원,129.0575476,35.1506609
3828,부산진구,범천동,,혜화문리학원,129.0575372,35.15059789
3829,부산진구,범천동,,혜화문리학원,129.0577521,35.15042868
3830,부산진구,범천동,,혜화문리학원,129.0577781,35.15040544
3831,북구,금곡동,,금곡주공411동앞,129.0139596,35.25309206
3832,북구,금곡동,효열로 76,금곡주공411동앞,129.0141679,35.25180155
3833,부산진구,범천동,,혜화문리학원,129.0578284,35.15044138
3834,부산진구,범천동,,혜화문리학원,129.0581348,35.15018214
3835,부산진구,범천동,,혜화문리학원,129.0581053,35.15021793
3836,부산진구,범천동,신암로25번길 16,범천경남아파트,129.056046,35.1450157
3837,부산진구,범천동,,범천경남아파트,129.0557655,35.14495154
3838,해운대구,우동,,천일자동차학원(센텀시티입구),129.1289778,35.16759881
3839,부산진구,범천동,,범천경남아파트,129.0560706,35.1446069
3840,부산진구,범천동,,범천경남아파트,129.05577,35.14470947
3841,부산진구,범천동,,서면지구대,129.0552879,35.146818
3842,부산진구,범천동,,신암우리약국,129.0541331,35.1481568
3843,부산진구,범천동,,신암우리약국,129.0540576,35.14804988
3844,부산진구,범천동,,신암우리약국,129.0533328,35.14888153
3845,부산진구,범천동,,신암우리약국,129.053369,35.1490136
3846,부산진구,범천동,신암로117번길 59,범천4동새마을금고,129.0524263,35.14983014
3847,부산진구,범천동,,범천4동새마을금고,129.0523249,35.15009544
3848,영도구,청학동,,,129.0620901,35.08911851
3849,부산진구,범천동,엄광로397번길 46-2,성심의원,129.0500859,35.15250882
3850,부산진구,범천동,엄광로397번길 37-7,성심의원,129.0501653,35.15217996
3851,동래구,명장동,명서로105번길 11-4,명장2치안센타앞,129.1000884,35.21221115
3852,부산진구,범천동,,개성중(당감입구),129.0504061,35.15733384
3853,부산진구,범천동,,개성중(당감입구),129.050448,35.15756071
3854,부산진구,범천동,,개성중(당감입구),129.0509075,35.15765111
3855,부산진구,범천동,가야대로 719,개성중(당감입구),129.0507517,35.15767181
3856,부산진구,범천동,,개성중(당감입구),129.0508685,35.15742801
3857,부산진구,범천동,,개성중(당감입구),129.0508165,35.15729918
3858,부산진구,범천동,가야대로 719,개성중(당감입구),129.0502769,35.15720743
3859,부산진구,범천동,,개성중(당감입구),129.0505497,35.15733696
3860,부산진구,연지동,,연지로타리,129.0551046,35.17190724
3861,기장군,철마면,,마지마을 입구,129.1649494,35.27424677
3862,기장군,철마면,,마지교 앞,129.1628458,35.27407609
3863,부산진구,연지동,,연지로타리,129.054969,35.17180043
3864,기장군,철마면,,보림교 앞,129.1593926,35.27152956
3865,부산진구,연지동,,연지로타리,129.054947,35.17075445
3866,부산진구,연지동,,연지로타리,129.0551516,35.17067414
3867,기장군,철마면,철마로 575,부산유아체험학습교육관,129.1578938,35.27208173
3868,부산진구,연지동,,연지로타리,129.0556761,35.1705483
3869,부산진구,연지동,,연지로타리,129.0552594,35.17039256
3870,부산진구,연지동,,성지주유소,129.0586388,35.17152492
3871,부산진구,연지동,,성지주유소,129.0591786,35.17159086
3872,부산진구,전포동,동천로132번길 12-11,전포초교뒷편,129.0622445,35.16027075
3873,부산진구,전포동,동천로 92,중앙중학,129.062286,35.15657368
3874,부산진구,전포동,동천로 92,중앙중학,129.0624573,35.15658245
3875,부산진구,전포동,동천로 92,중앙중학,129.0624111,35.15663304
3876,부산진구,전포동,전포대로199번길 38,중앙중학,129.0623017,35.15521991
3877,부산진구,전포동,전포대로 181,중앙중학,129.062404,35.15557598
3878,부산진구,전포동,전포대로199번길 42,흥국생명,129.0621895,35.15450861
3879,부산진구,전포동,전포대로199번길 36,흥국생명,129.0624005,35.15471126
3880,부산진구,전포동,전포대로 181,경남공고,129.0622127,35.15222027
3881,부산진구,전포동,전포대로 181,경남공고,129.0622737,35.15205858
3882,부산진구,전포동,전포대로 181,전포3PB,129.0656617,35.15218462
3883,부산진구,전포동,,전포3PB,129.0653301,35.15178716
3884,부산진구,전포동,서전로58번길 119,전포3PB,129.0654246,35.15178711
3885,부산진구,전포동,서전로58번길 118,전포3PB,129.0652337,35.15227442
3886,부산진구,전포동,서전로58번길 118,전포3PB,129.0651682,35.152244
3887,부산진구,전포동,서전로58번길 119,전포3PB,129.0655213,35.15237613
3888,부산진구,범천동,,광무교,129.0590888,35.15080008
3889,부산진구,부전동,,광무교,129.0591934,35.15124176
3890,부산진구,범천동,,광무교,129.0594053,35.1507725
3891,부산진구,범천동,,광무교,129.0592945,35.15063758
3892,동구,범일동,,자유시장,129.0594291,35.14169822
3893,동구,범일동,조방로49번길 2,자유시장,129.0602505,35.14141084
3894,북구,금곡동,,화명2지구(12)(화명고교 앞 사거리),129.0118772,35.24086694
3895,남구,문현동,,문현로타리,129.0680795,35.13669492
3896,부산진구,부암동,동평로116번길 9-8,세민약국,129.0432766,35.16629972
3897,동구,범일동,범일로 120,자유시장,129.0603033,35.14129072
3898,동구,범일동,조방로 45,자유시장,129.0601146,35.14120298
3899,금정구,장전동,,대한매일,129.0868737,35.23275826
3900,동구,범일동,조방로 43,자유시장,129.0600345,35.14100776
3901,부산진구,범천동,황령대로 2,범천로타리,129.0591577,35.14703779
3902,부산진구,범천동,신천대로65번길 79,범천로타리,129.0590209,35.14731682
3903,부산진구,범천동,신천대로65번길 79,범천로타리,129.0588667,35.14721758
3904,부산진구,전포동,,상공회의소,129.0633412,35.14870145
3905,부산진구,전포동,,상공회의소,129.0636048,35.1488776
3906,기장군,철마면,,철마체육시설,129.1550454,35.2723953
3907,수영구,망미동,,코스트코 홀세일,129.1154793,35.17945275
3908,부산진구,전포동,,상공회의소,129.0636483,35.14863449
3909,부산진구,전포동,황령대로 67,문전로타리(동성로타리),129.0656688,35.14963416
3910,기장군,철마면,,이곡마을,129.1779974,35.27510893
3911,부산진구,전포동,황령대로 67,문전로타리(동성로타리),129.0657946,35.14950597
3912,부산진구,전포동,황령대로 61,문전로타리(동성로타리),129.0657213,35.14927531
3913,부산진구,전포동,황령대로 61,문전로타리(동성로타리),129.065233,35.14915699
3914,부산진구,전포동,황령대로 61,문전로타리(동성로타리),129.0651981,35.14945415
3915,기장군,철마면,,철마체육시설,129.1550147,35.27237152
3916,북구,금곡동,효열로 69,금곡주공411동앞,129.0142411,35.25161745
3917,북구,금곡동,효열로 67,금곡주공411동앞,129.014144,35.25141097
3918,북구,금곡동,효열로 134,금곡주공905동앞,129.0137012,35.2563737
3919,북구,금곡동,효열로 134,금곡주공905동앞,129.0138835,35.25641909
